,BODY\body1_001.txt,BODY\body2_001.txt,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Item Set,Dynamic EQ,Trade Key,Expire,Prefix,
Adventurer's Look,BODY\body1_03400.txt,BODY\body2_03400.txt,,133,1450,0,10,23,289,241,579,,,,,,,,,,,,,38,30,,,,35,,17,6,1,,,,,,LBOD028
Visitor Look,BODY\body1_03400.txt,BODY\body2_03400.txt,,133,0,0,10,16,290,241,579,,,,,,,,,,,,,,,,,,34,,12,3,1,,,,,,LBOD030
Soldier Armor,BODY\body1_01300.txt,BODY\body2_01300.txt,,131,2450,0,10,29,299,225,580,,,,,41,,,31,10,,,,,,,,,37,,24,4,0,0,,,,,LBOD031
Iron Armor,BODY\body1_005.txt,BODY\body2_005.txt,,131,7200,0,20,35,300,225,580,17,1,201,22,41,,,31,30,,,,,,,,,40,,33,8,0,0,,,,,LBOD032
Trunket Armor,BODY\body1_01700.txt,BODY\body2_01700.txt,,131,17700,0,20,41,301,225,580,17,2,202,27,41,,,31,50,,,,,,,,,43,,44,13,0,0,,,,,LBOD033
Chrome Armor,BODY\body1_02500.txt,BODY\body2_02500.txt,,131,38400,0,20,47,302,225,580,17,3,203,32,51,,,31,70,,,,,,,,,47,,57,18,0,0,,,,,LBOD034
Mighty Armor,BODY\body1_02100.txt,BODY\body2_02100.txt,,131,69650,0,20,52,303,225,580,17,4,204,35,51,,,31,88,,,,,,,,,50,,70,24,0,0,,,,,LBOD035
Kurash Armor,BODY\body1_02600.txt,BODY\body2_02600.txt,,131,115550,0,20,57,304,225,580,17,5,205,42,51,,,31,104,,,,,,,,,54,,83,29,0,0,,,,,LBOD036
Plate Armor,BODY\body1_01100.txt,BODY\body2_01100.txt,,131,182600,0,20,62,305,225,580,17,6,206,46,51,,,31,120,,,,,,,,,57,,97,35,0,0,,,,,LBOD037
Durable Armor,BODY\body1_04800.txt,BODY\body2_04800.txt,,131,267255,0,20,64,306,225,580,17,7,207,48,51,,,31,145,,,,,,,,,64,,127,48,0,0,,,,,LBOD042
Cedric Armor,BODY\body1_05100.txt,BODY\body2_05100.txt,,131,338535,0,20,66,307,225,580,17,8,208,50,51,,,31,155,,,,,,,,,69,,149,57,0,0,,,,,LBOD038
Execution Armor,BODY\body1_05800.txt,BODY\body2_05800.txt,,131,401800,0,20,68,308,225,580,17,9,209,51,51,,,31,165,,,,,,,,,69,,166,65,0,0,,,,,LBOD039
Abyss Plate Mail,BODY\body1_06600.txt,BODY\body2_06600.txt,,131,557500,0,20,70,309,225,580,17,10,210,52,51,,,31,175,,,,,,,,,73,,171,76,0,0,,,,,LBOD040
Righteous Plate Mail,BODY\body1_04800.txt,BODY\body2_04800.txt,,131,626450,0,20,71,310,225,580,17,11,,53,51,,,31,185,,,,,,,,,76,,185,85,0,0,,,,,LBOD041
Jabberwock Mail,BODY\body1_07500.txt,BODY\body2_07500.txt,,131,701800,0,20,74,312,225,580,17,12,,,51,,,31,200,,,,,,,,,79,,199,98,0,0,,,,,LBOD043
Obsidian Plate Mail,BODY\body1_08500.txt,BODY\body2_08500.txt,,131,777150,0,20,74,354,225,580,,,,,51,,,31,210,,,,,,,,,82,,213,111,0,0,,,,,LBOD044
No Name Soldier Mail,BODY\body1_career001_a.txt,BODY\body2_career001_a.txt,,131,1,0,20,74,3218,225,580,,,,,51,,,31,210,,,,,,,,,90,,250,250,0,,,,,,LBOD045
Valiant Guardian Mail of Rebirth,BODY\body1_career005_e.txt,BODY\body2_career005_e.txt,6,131,245900,0,20,81,3222,225,580,,,,,51,,,111,8,,,,,,,,,75,,25,14,0,,,,,,LBOD046
No Name Soldier Mail,BODY\body1_career001_1a.txt,BODY\body2_career005_1e.txt,,131,1,0,20,74,3227,225,580,,,,,51,,,31,210,,,,,,,,,90,,250,250,0,,,,,,LBOD047
Valiant Guardian Mail,BODY\body1_career005_1e.txt,BODY\body2_career013_1m.txt,6,131,814650,0,20,74,3231,225,580,,,,,51,,,31,210,,,,10,1,,26,3,83,,223,120,0,0,,392,,,LBOD048
Merciful Dawnfrost Mail (Warrior),BODY\body1_career_a_001.txt,BODY\body2_career_a_001.txt,,131,846651,0,20,65,3235,225,580,,,182,,51,,,31,205,,,,18,-20,,148,-3,55,,248,122,0,23,,,,,LBOD049
Ruthless Dawnfrost Mail (Warrior),BODY\body1_career_a_002.txt,BODY\body2_career_a_002.txt,,131,846651,0,20,65,3240,225,580,,,182,,51,,,31,205,,,,18,20,,148,2,55,,149,73,0,24,,,,,LBOD050
Aurum Plate Mail,BODY\body1_soldier200.txt,BODY\body2_soldier200.txt,,131,846651,0,20,74,3822,225,580,,,,,51,,,31,220,,,,,,,,,72,,232,128,0,0,,,,,LBOD51
Heavy Frost Armor,BODY\body1_sodSoldierArmor.txt,BODY\body2_sodSoldierArmor.txt,,131,70000,0,20,86,4844,225,579,,,,,41,,,31,160,,,,,,,,,62,17,516,130,1,,,,,,LBOD52
Harbinger Mail,BODY\body1_soldier_master.txt,BODY\body2_soldier_master.txt,,131,889980,0,20,75,9585,225,580,,,,,51,,,140,10,,,,,,,,,73,,251,145,0,0,,,,,LBOD53
Soldier 2023 1,,,,131,889980,0,20,75,9340,225,580,,,,,51,,,31,228,,,,,,,,,73,,251,145,0,0,,,,,LBOD054
Soldier 2023 2,,,,131,889980,0,20,75,9341,225,580,,,,,51,,,31,228,,,,,,,,,73,,251,145,0,0,,,,,LBOD055
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
Spiritual Vest,BODY\body1_02700.txt,BODY\body2_02700.txt,,132,3300,0,10,31,338,233,579,,,,,42,,,31,10,,,,39,30,,,,36,,20,10,1,0,,,,,LBOD061
Green Vest of Witch,BODY\body1_01600.txt,BODY\body2_01600.txt,,132,9450,0,10,38,339,233,579,18,1,211,22,42,,,31,30,,,,39,50,,,,39,,27,15,1,0,,,,,LBOD062
Purple Vest of Witch,BODY\body1_01200.txt,BODY\body2_01200.txt,,132,21500,0,10,45,340,233,579,18,2,212,27,42,,,31,50,,,,39,70,,,,42,,35,22,1,0,,,,,LBOD063
Violet Dress,BODY\body1_02400.txt,BODY\body2_02400.txt,,132,42650,0,10,51,341,233,579,18,3,213,32,52,,,31,70,,,,39,90,,,,45,,45,30,1,0,,,,,LBOD064
Coat of Shadow,BODY\body1_01900.txt,BODY\body2_01900.txt,,132,74550,0,20,57,342,233,579,18,4,214,35,52,,,31,88,,,,39,108,,,,48,,55,38,1,0,,,,,LBOD065
Velvet Coat of Witch,BODY\body1_007.txt,BODY\body2_00700.txt,,132,116900,0,20,62,343,233,579,18,5,215,40,52,,,31,104,,,,39,124,,,,51,,65,46,1,0,,,,,LBOD066
Heaven's Coat,BODY\body1_04100.txt,BODY\body2_04100.txt,,132,178650,0,20,64,344,233,579,18,6,216,46,52,,,31,120,,,,39,140,,,,54,,75,55,1,0,,,,,LBOD067
Fairy Vest,BODY\body1_05000.txt,BODY\body2_05000.txt,,132,254430,0,20,67,345,233,579,18,7,217,48,52,,,31,145,,,,39,156,,,,60,,98,73,1,0,,,,,LBOD060
Joker Vest,BODY\body1_05300.txt,BODY\body2_05300.txt,,132,326160,0,20,70,346,233,579,18,8,218,50,52,,,31,155,,,,39,172,,,,64,,115,86,1,0,,,,,LBOD068
Mysticweaver Vest,BODY\body1_06000.txt,BODY\body2_06000.txt,,132,435650,0,20,72,347,233,579,18,9,219,51,52,,,31,165,,,,39,188,,,,64,,127,99,1,0,,,,,LBOD069
Serenity Coat,BODY\body1_06800.txt,BODY\body2_06800.txt,,132,547500,0,20,74,348,233,579,18,10,220,52,52,,,31,175,,,,39,204,,,,67,,137,111,1,0,,,,,LBOD070
Archmage Coat,BODY\body1_05000.txt,BODY\body2_05000.txt,,132,615000,0,20,76,349,233,579,18,11,,53,52,,,31,185,,,,39,214,,,,71,,149,123,1,0,,,,,LBOD071
Dimple Vest,BODY\body1_07200.txt,BODY\body2_07200.txt,,132,718600,0,20,79,351,233,579,18,12,,,52,,,31,200,,,,39,232,,,,58,,162,139,1,0,,,,,LBOD072
Royal Sage Suit,BODY\body1_08200.txt,BODY\body2_08200.txt,,132,812400,0,20,81,355,233,579,,,,,52,,,31,210,,,,39,251,,,,61,,175,155,1,0,,,,,LBOD073
No Name Muse Vest,BODY\body1_career002_b.txt,BODY\body2_career001_a.txt,,132,1,0,20,81,3219,233,579,,,,,52,,,31,210,,,,39,276,,,,67,,200,200,1,0,,,,,LBOD074
Caster Vest of Rebirth,BODY\body1_career006_f.txt,BODY\body2_career006_f.txt,6,132,246000,0,20,81,3224,233,579,,,,,52,,,111,8,,,,,,,,,75,,21,19,1,,,,,,LBOD075
No Name Muse Vest,BODY\body1_career002_1b.txt,BODY\body2_career002_1b.txt,,132,1,0,20,81,355,233,579,,,,,52,,,31,210,,,,39,276,,,,67,,200,200,1,,,,,,LBOD076
Burning Vest of Caster,BODY\body1_career006_1f.txt,BODY\body2_career006_1f.txt,6,132,834200,0,20,81,3232,233,579,,,,,52,,,31,210,,,,12,1,,22,3,63,,184,167,1,0,,392,,,LBOD077
Merciful Dawnfrost Robes (Maiden),BODY\body1_career_a_003.txt,BODY\body2_career_a_003.txt,,132,904457,0,20,65,3237,233,579,,,182,,52,,,31,205,,,,18,-20,,148,-3,55,,202,173,1,25,,,,,LBOD079
Ruthless Dawnfrost Robes (Maiden),BODY\body1_career_a_004.txt,BODY\body2_career_a_004.txt,,132,904457,0,20,65,3241,233,579,,,182,,52,,,31,205,,,,18,20,,148,2,55,,121,104,1,26,,,,,LBOD080
Oro's Walker Robe,BODY\body1_muse200.txt,BODY\body2_muse200.txt,,132,904457,0,20,81,3835,233,579,,,,,52,,,31,220,,,,39,264,,,,68,,192,177,1,0,,,,,LBOD81
Light Frost Armor,BODY\body1_sodMuse.txt,BODY\body2_sodMuse.txt,,132,70000,0,20,86,4846,233,579,,,,,42,,,31,160,,,,,,,,,31,40,242,278,1,,,,,,LBOD82
Magus Robes,BODY\body1_muse_master.txt,BODY\body2_muse_master.txt,,132,1010045,0,20,82,9586,233,579,,,,,52,,,140,10,,,,39,280,,,,69,,211,194,1,0,,,,,LBOD83
Muse 2023 1,,,,132,1010045,0,20,82,9342,233,579,,,,,52,,,31,228,,,,39,280,,,,69,,211,194,1,0,,,,,LBOD084
Muse 2023 2,,,,132,1010045,0,20,82,9343,233,579,,,,,52,,,31,228,,,,39,280,,,,69,,211,194,1,0,,,,,LBOD085
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
Hunter Chest,BODY\body1_02200.txt,BODY\body2_02200.txt,,131,3150,0,15,33,364,229,579,,,,,43,,,31,10,,,,,,,,,36,,23,5,1,0,,,,,LBOD091
Criker Chest,BODY\body1_03300.txt,BODY\body2_03300.txt,,131,8600,0,15,40,365,229,580,17,1,201,27,43,,,31,30,,,,,,,,,39,,31,10,1,0,,,,,LBOD092
Ranger Chest,BODY\body1_01400.txt,BODY\body2_01400.txt,,131,20300,0,15,47,366,229,579,17,2,202,30,43,,,31,50,,,,,,,,,43,,41,15,1,0,,,,,LBOD093
Black Pirate Armor,BODY\body1_01500.txt,BODY\body2_01500.txt,,131,43550,0,15,54,367,229,579,17,3,203,35,53,,,31,70,,,,,,,,,46,,53,22,1,0,,,,,LBOD094
Mariner's Look,BODY\body1_02800.txt,BODY\body2_02800.txt,,131,80900,0,20,60,368,229,579,17,4,204,40,53,,,31,88,,,,,,,,,50,,66,28,1,0,,,,,LBOD095
Jaguar Chest ,BODY\body1_02000.txt,BODY\body2_02000.txt,,131,130050,0,20,65,369,229,579,17,5,205,42,53,,,31,104,,,,,,,,,53,,78,35,0,0,,,,,LBOD096
Wild Hawker Chest,BODY\body1_04200.txt,BODY\body2_04200.txt,,131,205350,0,20,67,370,229,579,17,6,206,46,53,,,31,120,,,,,,,,,56,,91,42,0,0,,,,,LBOD097
Pirate Armor,BODY\body1_04700.txt,BODY\body2_04700.txt,,131,273015,0,20,72,371,229,579,17,7,207,48,53,,,31,145,,,,,,,,,63,,118,57,0,0,,,,,LBOD090
Silentwalker Chest,BODY\body1_05200.txt,BODY\body2_05200.txt,,131,353700,0,20,74,372,229,579,17,8,208,50,53,,,31,155,,,,,,,,,68,,139,68,0,0,,,,,LBOD098
Triggerman Chest,BODY\body1_05900.txt,BODY\body2_05900.txt,,131,403246,0,20,76,373,229,579,17,9,209,51,53,,,31,165,,,,,,,,,70,,154,77,0,0,,,,,LBOD099
Captain Hawker Chest,BODY\body1_04700.txt,BODY\body2_04700.txt,,131,538500,0,20,78,374,229,579,17,10,210,52,53,,,31,175,,,,,,,,,77,,164,87,0,0,,,,,LBOD100
Netherworld Chest,BODY\body1_06700.txt,BODY\body2_06700.txt,,131,606050,0,20,79,375,229,579,17,11,,53,53,,,31,185,,,,,,,,,85,,176,99,0,0,,,,,LBOD101
Steel Resolve Chest,BODY\body1_07400.txt,BODY\body2_07400.txt,,131,691150,0,20,80,377,229,579,17,12,,,53,,,31,200,,,,,,,,,65,,189,111,0,0,,,,,LBOD102
Shadow Fall Sash,BODY\body1_08400.txt,BODY\body2_08400.txt,,131,775050,0,20,84,356,229,579,,,,,53,,,31,210,,,,,,,,,67,,202,123,0,0,,,,,LBOD103
No Name Hawker Chest,BODY\body1_career003_c.txt,BODY\body2_career003_c.txt,,131,1,0,20,84,3220,229,579,,,,,53,,,31,210,,,,,,,,,71,,200,200,0,,,,,,LBOD104
Reckless Ram Chest of Rebirth,BODY\body1_career007_g.txt,BODY\body2_career007_g.txt,6,131,245900,0,20,81,3225,229,579,,,,,53,,,111,8,,,,,,,,,75,,23,15,0,,,,,,LBOD105
No Name Hawker Chest,BODY\body1_career003_1c.txt,BODY\body2_career003_1c.txt,,131,1,0,20,84,356,229,579,,,,,53,,,31,210,,,,,,,,,71,,200,200,0,,,,,,LBOD106
Reckless Ram Chest,BODY\body1_career007_1g.txt,BODY\body2_career007_1g.txt,6,131,802400,0,20,84,3233,229,579,,,,,53,,,31,210,,,,11,1,,22,3,69,,211,131,0,0,,392,,,LBOD107
Merciful Dawnfrost Chest (Hunter),BODY\body1_career_a_005.txt,BODY\body2_career_a_005.txt,,131,856654,0,20,65,3238,229,579,,,182,,53,,,31,205,,,,18,-20,,148,-3,55,,236,138,0,27,,,,,LBOD109
Ruthless Dawnfrost Chest (Hunter),BODY\body1_career_a_006.txt,BODY\body2_career_a_006.txt,,131,856654,0,20,65,3242,229,579,,,182,,53,,,31,205,,,,18,20,,148,2,55,,141,83,0,28,,,,,LBOD110
Raptor Chest,BODY\body1_hawker200.txt,BODY\body2_hawker200.txt,,131,856654,0,20,84,3848,229,579,,,,,53,,,31,220,,,,,,,,,69,,219,139,0,0,,,,,LBOD111
Leather Frost Armor,BODY\body1_sodHawker.txt,BODY\body2_sodHawker.txt,,131,70000,0,20,86,4845,229,579,,,,,43,,,31,160,,,,,,,,,25,99,290,217,1,,,,,,LBOD112
Rogue's Chest,BODY\body1_hawker_master.txt,BODY\body2_hawker_master.txt,,131,935598,0,20,84,9587,229,579,,,,,53,,,140,10,,,,,,,,,70,,238,156,0,0,,,,,LBOD113
Hawker 2023 1,,,,131,935598,0,20,84,9344,229,579,,,,,53,,,31,228,,,,,,,,,70,,238,156,0,0,,,,,LBOD114
Hawker 2023 2,,,,131,935598,0,20,84,9345,229,579,,,,,53,,,31,228,,,,,,,,,70,,238,156,0,0,,,,,LBOD115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,
Brown Vest,BODY\body1_03200.txt,BODY\body2_03200.txt,,133,3650,0,15,35,390,237,579,,,,,44,,,31,10,,,,,,,,,36,,23,7,1,0,,,,,LBOD121
Vibe Vest,BODY\body1_03100.txt,BODY\body2_03100.txt,,133,9500,0,15,42,391,237,579,18,1,221,22,44,,,31,30,,,,,,,,,39,,31,11,1,0,,,,,LBOD122
Tamiya Vest,BODY\body1_01800.txt,BODY\body2_01800.txt,,133,21250,0,15,48,392,237,579,18,2,222,27,44,,,31,50,,,,,,,,,43,,41,16,1,0,,,,,LBOD123
Semiya Vest,BODY\body1_02300.txt,BODY\body2_02300.txt,,133,43550,0,15,54,393,237,579,18,3,223,32,54,,,31,70,,,,,,,,,46,,53,22,1,0,,,,,LBOD124
Merchant Vest,BODY\body1_03600.txt,BODY\body2_03600.txt,,133,76200,0,20,60,394,237,579,18,4,224,38,54,,,31,88,,,,,,,,,49,,64,28,1,0,,,,,LBOD125
Rich Merchant Vest,BODY\body1_03500.txt,BODY\body2_03500.txt,,133,120800,0,20,65,395,237,579,18,5,225,42,54,,,31,104,,,,,,,,,52,,75,35,1,0,,,,,LBOD126
Redfield Chairman Suit,BODY\body1_04400.txt,BODY\body2_04400.txt,,133,188550,0,20,67,396,237,579,18,6,226,46,54,,,31,120,,,,,,,,,56,,88,41,1,0,,,,,LBOD127
Fisherman Suit,BODY\body1_04900.txt,BODY\body2_04900.txt,,133,265950,0,20,70,397,237,579,18,7,227,48,54,,,31,145,,,,,,,,,62,,114,55,1,0,,,,,LBOD120
Bomber Vest,BODY\body1_05400.txt,BODY\body2_05400.txt,,133,322245,0,20,72,398,237,579,18,8,228,50,54,,,31,155,,,,,,,,,69,,133,66,1,0,,,,,LBOD128
Cart Racer Vest,BODY\body1_06500.txt,BODY\body2_06500.txt,,133,424300,0,20,74,399,237,579,18,9,229,51,54,,,31,165,,,,,,,,,72,,145,77,1,0,,,,,LBOD129
Bourgeois Vest,BODY\body1_06100.txt,BODY\body2_06100.txt,,133,537050,0,20,76,400,237,579,18,10,230,52,54,,,31,175,,,,,,,,,73,,161,88,1,0,,,,,LBOD130
Noble Lord Vest,BODY\body1_04900.txt,BODY\body2_04900.txt,,133,635300,0,20,78,401,237,579,18,11,,53,54,,,31,185,,,,,,,,,74,,172,100,1,0,,,,,LBOD131
Mana Steam Vest,BODY\body1_06900.txt,BODY\body2_06900.txt,,133,747350,0,20,80,403,237,579,18,12,,,54,,,31,200,,,,,,,,,75,,185,110,1,0,,,,,LBOD132
Mana Fusion Suit,BODY\body1_08300.txt,BODY\body2_08300.txt,,133,842850,0,20,86,357,237,579,,,,,54,,,31,210,,,,,,,,,77,,198,120,1,0,,,,,LBOD133
No Name Dealer Vest,BODY\body1_career004_d.txt,BODY\body2_career004_d.txt,,133,1,0,20,86,3221,237,579,,,,,54,,,31,210,,,,,,,,,68,,200,200,1,,,,,,LBOD134
Staid Gentleman Suit of Rebirth,BODY\body1_career008_h.txt,BODY\body2_career008_h.txt,6,133,246000,0,20,81,3226,237,579,,,,,54,,,111,8,,,,,,,,,75,,23,14,1,,,,,,LBOD135
No Name Dealer Vest,BODY\body1_career004_1d.txt,BODY\body2_career004_1d.txt,,133,1,0,20,86,357,237,579,,,,,54,,,31,210,,,,,,,,,68,,200,200,1,,,,,,LBOD136
Staid Gentleman Suit,BODY\body1_career008_1h.txt,BODY\body2_career008_1h.txt,6,133,875300,0,20,86,3229,237,579,,,,,54,,,31,210,,,,13,1,,24,3,79,,207,126,1,0,,392,,,LBOD137
Merciful Dawnfrost Clothes (Trader),BODY\body1_career_a_007.txt,BODY\body2_career_a_007.txt,,133,932214,0,20,65,3239,237,579,,,182,,54,,,31,205,,,,18,-20,,148,-3,55,,231,137,1,29,,,,,LBOD139
Ruthless Dawnfrost Clothes (Trader),BODY\body1_career_a_008.txt,BODY\body2_career_a_008.txt,,133,932214,0,20,65,3243,237,579,,,182,,54,,,31,205,,,,18,20,,148,2,55,,138,82,1,30,,,,,LBOD140
Mercenary Vest,BODY\body1_dealer200.txt,BODY\body2_dealer200.txt,,133,932214,0,20,83,3861,237,579,,,,,54,,,31,220,,,,,,,,,68,,215,133,1,0,,,,,LBOD141
Sturdy Frost Armor,BODY\body1_sodDealer.txt,BODY\body2_sodDealer.txt,,133,70000,0,20,86,4847,237,579,,,,,44,,,31,160,,,,,,,,,47,57,403,156,1,,,,,,LBOD142
Judgement Vest,BODY\body1_dealer_master.txt,BODY\body2_dealer_master.txt,,133,103554,0,20,83,9588,237,579,,,,,54,,,140,10,,,,,,,,,69,,234,150,1,0,,,,,LBOD143
Dealer 2023 1,,,,133,103554,0,20,83,9347,237,579,,,,,54,,,31,228,,,,,,,,,69,,234,150,1,0,,,,,LBOD144
Dealer 2023 2,,,,133,103554,0,20,83,9348,237,579,,,,,54,,,31,228,,,,,,,,,69,,234,150,1,0,,,,,LBOD145
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Disguise Kit Don't Edit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET Suit,BODY\body_ET.txt,BODY\body_ET.txt,6,133,0,0,5,50,358,233,579,,,,,,,,,,,,,22,2000,,25,5000,120,,999,999,1,,,,,,LBOD150
GM Suit,BODY\body1_04500.txt,BODY\body2_04500.txt,6,133,0,0,5,50,278,233,579,,,,,,,,,,,,,22,2000,,25,5000,120,,999,999,1,,,,,,LBOD151
Santa Sweater,BODY\body1_04300.txt,BODY\body2_04300.txt,7,133,3000,0,10,24,275,241,579,,,,,,,,,,,,,38,100,,39,100,20,,20,10,1,,,,,,LBOD152
HanBok,BODY\body1_04600.txt,BODY\body2_04600.txt,7,133,3000,0,10,30,279,241,579,,,,,,,,,,,,,14,5,,,,22,,18,15,1,,,,,,LBOD153
Adventurer's Jeans,BODY\body1_004.txt,BODY\body2_004.txt,6,133,2250,0,10,26,265,241,579,,,,,,,,31,14,,,,38,30,,,,36,,20,9,1,,,,,,LBOD154
Swimsuit,BODY\body1_05500.txt,BODY\body2_05500.txt,7,133,3000,0,2,20,280,243,579,,,,,,,,,,,,,,,,,,20,10,4,0,2,,,,,,LBOD155
Bikini,BODY\body1_05600.txt,BODY\body2_05600.txt,7,133,3000,0,2,20,281,243,579,,,,,,,,,,,,,,,,,,20,10,4,0,2,,,,,,LBOD156
Beach Wear,BODY\body1_05700.txt,BODY\body2_05700.txt,7,133,3000,0,2,20,282,243,579,,,,,,,,,,,,,,,,,,20,10,4,0,2,,,,,,LBOD157
