Name,Id,IconIdx,Subtype,Quality,BasePrice,PriceRate,FieldItemId,Weight,NeedAbility,NeedValue,AddAbility,AddValue,StatusId,StatusType,StatusPerSec,UseEffect,UseSound,CooldownType,CooldownSec,ScriptIdx,TypeName,StlKey,DisplayName,Description
consumable_50,50,44,311,30,0,2,128,1,0,0,0,0,0,0,0,140,547,0,0,0,Medicine,,,
consumable_51,51,1602,311,10,2000,1,117,1,0,0,37,1,0,0,0,140,548,0,0,0,Medicine,LUSE051,Mana Jam (+1),You can gain 1 Skill Point from the power of this Mana Jam.
consumable_52,52,1602,311,20,4000,1,117,1,0,0,37,2,0,0,0,140,548,0,0,0,Medicine,LUSE052,Mana Jam (+2),You can gain 2 Skill Points from the power of this Mana Jam.
consumable_53,53,1602,311,30,10000,1,117,1,0,0,37,5,0,0,0,140,548,0,0,0,Medicine,LUSE053,Mana Jam (+5),You can gain 5 Skill Points from the power of this Mana Jam.
consumable_54,54,1602,311,40,20000,1,117,1,0,0,37,10,0,0,0,140,548,0,0,0,Medicine,LUSE054,Mana Jam (+10),You can gain 10 Skill Points from the power of this Mana Jam.
consumable_55,55,1602,311,50,40000,1,117,1,0,0,37,20,0,0,0,140,548,0,0,0,Medicine,LUSE055,Mana Jam (+20),You can gain 20 Skill Points from the power of this Mana Jam.
consumable_56,56,1603,311,10,15000,1,116,1,0,0,76,100,0,0,0,140,548,0,0,0,Medicine,LUSE056,Vital Jam (+1),You can get 100 Stamina Points from the power of this Vital Jam.
consumable_57,57,1603,311,20,248,1,116,1,0,0,76,200,0,0,0,140,548,0,0,0,Medicine,LUSE057,Vital Jam (+2),You can get 200 Stamina Points from the power of this Vital Jam.
consumable_58,58,1603,311,30,640,1,116,1,0,0,76,500,0,0,0,140,548,0,0,0,Medicine,LUSE058,Vital Jam (+5),You can get 500 Stamina Points from the power of this Vital Jam.
consumable_59,59,1603,311,40,1360,1,116,1,0,0,76,1000,0,0,0,140,548,0,0,0,Medicine,LUSE059,Vital Jam (+10),"You can get 1,000 Stamina Points from the power of this Vital Jam."
consumable_60,60,1603,311,50,300000,1,116,1,0,0,76,2000,0,0,0,140,548,0,0,0,Medicine,LUSE060,Vital Jam (+20),"You can get 2,000 Stamina Points from the power of this Vital Jam."
consumable_63,63,1714,314,0,200000,0,871,0,0,0,0,1635,0,0,0,140,548,0,0,0,Book of Skill,LUSE1006,heart heart,
consumable_65,65,1714,314,0,200000,0,211,0,0,0,0,710,0,0,0,0,548,0,0,0,Book of Skill,LUSE065,Unlock the hidden power,?
consumable_66,66,1714,314,0,200000,0,211,0,0,0,0,711,0,0,0,0,548,0,0,0,Book of Skill,LUSE066,Unlock the hidden power 26,?
consumable_67,67,1714,314,0,200000,0,211,0,0,0,0,712,0,0,0,0,548,0,0,0,Book of Skill,LUSE067,Unlock the hidden power 25,?
consumable_68,68,1714,314,0,200000,0,211,0,0,0,0,713,0,0,0,0,548,0,0,0,Book of Skill,LUSE068,Unlock the hidden power 24,?
consumable_69,69,1714,314,0,200000,0,211,0,0,0,0,714,0,0,0,0,548,0,0,0,Book of Skill,LUSE069,Unlock the hidden power 23,?
consumable_70,70,1714,314,0,200000,0,211,0,0,0,0,715,0,0,0,0,548,0,0,0,Book of Skill,LUSE070,Unlock the hidden power 22,?
consumable_71,71,1714,314,0,200000,0,211,0,0,0,0,716,0,0,0,0,548,0,0,0,Book of Skill,LUSE071,Unlock the hidden power 21,?
consumable_72,72,1714,314,0,200000,0,211,0,0,0,0,717,0,0,0,0,548,0,0,0,Book of Skill,LUSE072,Unlock the hidden power 20,?
consumable_73,73,1714,314,0,200000,0,211,0,0,0,0,718,0,0,0,0,548,0,0,0,Book of Skill,LUSE073,Unlock the hidden power 19,?
consumable_74,74,1714,314,0,200000,0,211,0,0,0,0,719,0,0,0,0,548,0,0,0,Book of Skill,LUSE074,Unlock the hidden power 18,?
consumable_75,75,1714,314,0,200000,0,211,0,0,0,0,720,0,0,0,0,548,0,0,0,Book of Skill,LUSE075,Unlock the hidden power 17,?
consumable_76,76,1714,314,0,200000,0,211,0,0,0,0,721,0,0,0,0,548,0,0,0,Book of Skill,LUSE076,Unlock the hidden power 16,?
consumable_77,77,1714,314,0,200000,0,211,0,0,0,0,722,0,0,0,0,548,0,0,0,Book of Skill,LUSE077,Unlock the hidden power 15,?
consumable_78,78,1714,314,0,200000,0,211,0,0,0,0,723,0,0,0,0,548,0,0,0,Book of Skill,LUSE078,Unlock the hidden power 14,?
consumable_79,79,1714,314,0,200000,0,211,0,0,0,0,724,0,0,0,0,548,0,0,0,Book of Skill,LUSE079,Unlock the hidden power 13,?
consumable_80,80,1714,314,0,200000,0,211,0,0,0,0,725,0,0,0,0,548,0,0,0,Book of Skill,LUSE080,Unlock the hidden power 12,?
consumable_81,81,1714,314,0,200000,0,211,0,0,0,0,726,0,0,0,0,548,0,0,0,Book of Skill,LUSE081,Unlock the hidden power 11,?
consumable_82,82,1714,314,0,200000,0,211,0,0,0,0,727,0,0,0,0,548,0,0,0,Book of Skill,LUSE082,Unlock the hidden power 10,?
consumable_83,83,1714,314,0,200000,0,211,0,0,0,0,728,0,0,0,0,548,0,0,0,Book of Skill,LUSE083,Unlock the hidden power 9,?
consumable_84,84,1714,314,0,200000,0,211,0,0,0,0,729,0,0,0,0,548,0,0,0,Book of Skill,LUSE084,Unlock the hidden power 8,?
consumable_85,85,1714,314,0,200000,0,211,0,0,0,0,730,0,0,0,0,548,0,0,0,Book of Skill,LUSE085,Unlock the hidden power 7,?
consumable_86,86,1714,314,0,200000,0,211,0,0,0,0,731,0,0,0,0,548,0,0,0,Book of Skill,LUSE086,Unlock the hidden power 6,?
consumable_87,87,1714,314,0,200000,0,211,0,0,0,0,732,0,0,0,0,548,0,0,0,Book of Skill,LUSE087,Unlock the hidden power 5,?
consumable_88,88,1714,314,0,200000,0,211,0,0,0,0,733,0,0,0,0,548,0,0,0,Book of Skill,LUSE088,Unlock the hidden power 4,?
consumable_89,89,1714,314,0,200000,0,211,0,0,0,0,734,0,0,0,0,548,0,0,0,Book of Skill,LUSE089,Unlock the hidden power 3,?
consumable_90,90,1714,314,0,200000,0,211,0,0,0,0,735,0,0,0,0,548,0,0,0,Book of Skill,LUSE090,Unlock the hidden power 2,?
consumable_91,91,1714,314,0,200000,0,211,0,0,0,0,736,0,0,0,0,548,0,0,0,Book of Skill,LUSE091,Unlock the hidden power 1,?
consumable_92,92,1714,314,0,200000,0,211,0,0,0,0,737,0,0,0,0,548,0,0,0,Book of Skill,LUSE092,ETC Weapon Mastery,Unlock the Hidden Power
consumable_93,93,1714,314,0,200000,0,211,0,0,0,0,738,0,0,0,0,548,0,0,0,Book of Skill,LUSE093,ETC Showcase Mastery,Unlock the Hidden Power
consumable_94,94,1714,314,0,200000,0,211,0,0,0,0,739,0,0,0,0,548,0,0,0,Book of Skill,LUSE094,ETC Demon Fencing Mastery,Unlock the Hidden Power
consumable_101,101,1625,312,40,30,1,141,1,0,0,16,100,1,1,30,140,547,0,0,0,Food,LUSE101,Apple,A ripe apple.
consumable_102,102,1626,312,50,36,1,141,1,0,0,16,120,1,1,30,140,547,0,0,0,Food,LUSE102,Banana,A monkey's banana.
consumable_103,103,1627,312,90,42,1,141,1,0,0,16,140,1,1,30,140,547,0,0,0,Food,LUSE103,Grapes,Grapes that are often used to make wine.
consumable_104,104,1628,312,40,48,1,141,1,0,0,16,160,1,1,30,140,547,0,0,0,Food,LUSE104,Kiwi,A brown fuzzy edible fruit with a green sweet pulp.
consumable_105,105,1629,312,30,54,1,141,1,0,0,16,180,1,1,30,140,547,0,0,0,Food,LUSE105,Orange,"It's like a mandarin orange, but its taste and size are a little different."
consumable_106,106,1630,312,60,60,1,141,1,0,0,16,200,1,1,30,140,547,0,0,0,Food,LUSE106,Mango,A popular tropical fruit.
consumable_107,107,1631,312,80,66,1,146,1,0,0,16,220,1,1,30,140,547,0,0,0,Food,LUSE107,Boiled Egg,A bird's egg that has been cooked in boiling water.
consumable_108,108,1632,312,30,72,1,143,1,0,0,16,240,1,1,30,140,547,0,0,0,Food,LUSE108,Beef Jerky,Dried beef that's flavorless and less than appetizing.
consumable_109,109,1633,312,20,90,1,143,1,0,0,16,300,1,1,30,140,547,0,0,0,Food,LUSE109,Cooked Meat,Meat that has been grilled to perfection.
consumable_110,110,1634,312,80,48,1,141,1,0,0,16,160,1,1,30,140,547,0,0,0,Food,LUSE110,Peach,A tasty peach with fuzzy skin.
consumable_111,111,1635,312,70,42,1,141,1,0,0,16,140,1,1,30,140,547,0,0,0,Food,LUSE111,Strawberry,"A small, red fruit with that is scrumptiously bittersweet."
consumable_112,112,1636,312,20,60,1,141,1,0,0,16,200,1,1,30,140,547,0,0,0,Food,LUSE112,Tomato,"A fruit, or fruit-vegetable, that is the key to tasty ketchup and pasta sauces."
consumable_113,113,1638,312,10,84,1,141,1,0,0,16,280,1,1,30,140,547,0,0,0,Food,LUSE113,Plum,A ripe plum. Be careful and don't swallow the seed!
consumable_114,114,1639,312,90,102,1,145,1,0,0,16,340,1,1,30,140,547,0,0,0,Food,LUSE114,Sandwich,It's an excellent food to enjoy during brunch.
consumable_115,115,1640,312,10,114,1,145,1,0,0,16,380,1,1,30,140,547,0,0,0,Food,LUSE115,Hamburger,One of those foods that can lead to weight problems. Control yourself!
consumable_116,116,1641,312,40,108,1,143,1,0,0,16,360,1,1,30,140,547,0,0,0,Food,LUSE116,Sausage,A delicious sausage that's great for parties.
consumable_117,117,1642,312,50,90,1,143,1,0,0,16,300,1,1,30,140,547,0,0,0,Food,LUSE117,Meatball,Ground meat that's been conveniently rolled into a ball.
consumable_118,118,1643,312,60,60,1,145,1,0,0,16,200,1,1,30,140,547,0,0,0,Food,LUSE118,Silver Carp Shaped Bread,"A piece of bread shaped like a fish, yet has absolutely nothing to do with silver carp."
consumable_119,119,1644,312,70,100,1,145,1,0,0,16,200,1,1,30,140,547,0,0,0,Food,LUSE119,Banana Bread,Banana shaped bread that actually contains banana.
consumable_120,120,1617,312,50,30,2,144,1,0,0,17,60,4,2,16,140,547,0,0,0,Food,LUSE120,Milk,It does a body great.
consumable_121,121,1619,312,60,40,2,144,1,0,0,17,80,4,2,16,140,547,0,0,0,Food,LUSE121,Banana Milk,Banana flavored milk.
consumable_122,122,1618,312,60,50,2,144,1,0,0,17,100,4,2,16,140,547,0,0,0,Food,LUSE122,Strawberry Flavored Milk,Strawberries and milk that does a body decently.
consumable_123,123,1620,312,50,60,2,144,1,0,0,17,120,4,2,16,140,547,0,0,0,Food,LUSE123,Apple Juice,Fresh juice made from the crispiest of apples.
consumable_124,124,1621,312,10,70,2,144,1,0,0,17,140,4,2,16,140,547,0,0,0,Food,LUSE124,Grape Juice,Fresh juice made from the plumpest of grapes.
consumable_125,125,1622,312,30,80,2,144,1,0,0,17,160,4,2,16,140,547,0,0,0,Food,LUSE125,Orange Juice,Fresh juice made from the most luscious oranges.
consumable_126,126,1623,312,70,70,2,144,1,0,0,17,140,4,2,16,140,547,0,0,0,Food,LUSE126,Mango Juice,Fresh juice made from the sweetest of mangos.
consumable_127,127,1623,312,40,80,2,144,1,0,0,17,160,4,2,16,140,547,0,0,0,Food,LUSE127,Kiwi Juice,Fresh juice made from the most tantalizing kiwis.
consumable_128,128,1623,312,60,50,2,144,1,0,0,17,100,4,2,16,140,547,0,0,0,Food,LUSE128,Banana Juice,Fresh juice made from the finest bananas.
consumable_129,129,1623,312,80,50,2,144,1,0,0,17,100,4,2,16,140,547,0,0,0,Food,LUSE129,Strawberry Juice,Fresh juice made from the ripest of strawberries.
consumable_130,130,1623,312,90,50,2,144,1,0,0,17,100,4,2,16,140,547,0,0,0,Food,LUSE130,Peach Juice,Fresh juice made from the most succulent peaches.
consumable_131,131,1623,312,20,60,2,144,1,0,0,17,120,4,2,16,140,547,0,0,0,Food,LUSE131,Tomato Juice,Fresh juice made from the heartiest of tomatoes.
consumable_132,132,1651,312,35,130,1,143,1,0,0,16,400,1,1,30,140,547,0,0,0,Food,LUSE132,Ice Cherry,Sweet cherry flavored ice from the planet of Luna.
consumable_133,133,1652,312,40,195,1,143,1,0,0,16,600,1,1,30,140,547,0,0,0,Food,LUSE133,Crystal Cherry,Sweet cherry flavored ice from the planet of Luna.
consumable_134,134,1653,312,35,165,2,144,1,0,0,17,300,4,2,16,140,547,0,0,0,Food,LUSE134,Ice Berry,"Sour, grape flavored ice from the planet of Luna."
consumable_135,135,1654,312,40,220,2,144,1,0,0,17,400,4,2,16,140,547,0,0,0,Food,LUSE135,Crystal Berry,"Sour, grape flavored ice from the planet of Luna."
consumable_136,136,1660,312,40,245,1,144,1,0,0,16,700,1,1,30,140,547,0,0,0,Food,LUSE136,ShavShav,"With stock of vegetables, it taste good."
consumable_137,137,1661,312,35,275,2,144,1,0,0,17,500,4,2,16,140,547,0,0,0,Food,LUSE137,PiruKiru,It's made of two spices called Keeru and Peeru.
consumable_138,138,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
consumable_139,139,1623,311,90,10000,1,118,1,0,0,16,2100,0,0,0,2180,548,0,0,0,Medicine,LUSE139,Vampire's Blood,The blood of a vampire. You must pour this over yourself for its effect to work.
consumable_141,141,1634,312,60,10000,4,141,1,0,0,16,1000,0,0,0,140,547,0,0,0,Food,LUSE141,Mysterious Fruit,A mysterious fruit from Kenji Beach that is a favorite on Junon.
consumable_142,142,2052,312,50,150,1,142,1,0,0,16,500,1,1,30,140,547,0,0,0,Food,LUSE142,Rice Cake Soup,Traditional Korean soup made with rice.  It's mouth wateringly delicious and tastes best while it's still hot.
consumable_144,144,1670,312,55,1750,1,146,2,0,0,16,2000,1,1,30,140,547,0,0,0,Food,LUSE999,Christmas Turkey,"A nice roasted turkey, ideal for Christmas dinner."
consumable_145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Champ,
consumable_151,151,1603,320,0,0,0,132,0,0,0,16,50,0,0,0,140,0,0,0,0,Automatically waste,LUSE151,HP Point (+50),
consumable_152,152,1603,320,0,0,0,132,0,0,0,16,100,0,0,0,140,0,0,0,0,Automatically waste,LUSE152,HP Point (+100),
consumable_153,153,1603,320,0,0,0,132,0,0,0,16,200,0,0,0,140,0,0,0,0,Automatically waste,LUSE153,HP Point (+200),
consumable_154,154,1603,320,0,0,0,132,0,0,0,16,300,0,0,0,140,0,0,0,0,Automatically waste,LUSE154,HP Point (+300),
consumable_155,155,1603,320,0,0,0,132,0,0,0,16,500,0,0,0,140,0,0,0,0,Automatically waste,LUSE155,HP Point (+500),
consumable_156,156,1603,320,0,0,0,132,0,0,0,16,700,0,0,0,140,0,0,0,0,Automatically waste,LUSE156,HP Point (+700),
consumable_157,157,1603,320,0,0,0,132,0,0,0,16,1000,0,0,0,140,0,0,0,0,Automatically waste,LUSE157,HP Point (+1000),
consumable_158,158,1603,320,0,0,0,132,0,0,0,16,1500,0,0,0,140,0,0,0,0,Automatically waste,LUSE158,HP Point (+1500),
consumable_159,159,1603,320,0,0,0,132,0,0,0,16,2000,0,0,0,140,0,0,0,0,Automatically waste,LUSE159,HP Point (+2000),
consumable_160,160,1603,320,0,0,0,132,0,0,0,16,3000,0,0,0,140,0,0,0,0,Automatically waste,LUSE160,HP Point (+3000),
consumable_161,161,1603,320,0,0,0,133,0,0,0,17,30,0,0,0,140,0,0,0,0,Automatically waste,LUSE161,MP Point (+30),
consumable_162,162,1603,320,0,0,0,133,0,0,0,17,50,0,0,0,140,0,0,0,0,Automatically waste,LUSE162,MP Point (+50),
consumable_163,163,1603,320,0,0,0,133,0,0,0,17,100,0,0,0,140,0,0,0,0,Automatically waste,LUSE163,MP Point (+100),
consumable_164,164,1603,320,0,0,0,133,0,0,0,17,200,0,0,0,140,0,0,0,0,Automatically waste,LUSE164,MP Point (+200),
consumable_165,165,1603,320,0,0,0,133,0,0,0,17,300,0,0,0,140,0,0,0,0,Automatically waste,LUSE165,MP Point (+300),
consumable_166,166,1603,320,0,0,0,133,0,0,0,17,500,0,0,0,140,0,0,0,0,Automatically waste,LUSE166,MP Point (+500),
consumable_167,167,1603,320,0,0,0,133,0,0,0,17,700,0,0,0,140,0,0,0,0,Automatically waste,LUSE167,MP Point (+700),
consumable_168,168,1603,320,0,0,0,133,0,0,0,17,1000,0,0,0,140,0,0,0,0,Automatically waste,LUSE168,MP Point (+1000),
consumable_169,169,1603,320,0,0,0,133,0,0,0,17,1500,0,0,0,140,0,0,0,0,Automatically waste,LUSE169,MP Point (+1500),
consumable_170,170,1603,320,0,0,0,133,0,0,0,17,2000,0,0,0,140,0,0,0,0,Automatically waste,LUSE170,MP Point (+2000),
consumable_171,171,1603,320,0,0,0,134,0,0,0,76,50,0,0,0,140,0,0,0,0,Automatically waste,LUSE171,Stamina (+50),
consumable_172,172,1603,320,0,0,0,134,0,0,0,76,75,0,0,0,140,0,0,0,0,Automatically waste,LUSE172,Stamina (+75),
consumable_173,173,1603,320,0,0,0,134,0,0,0,76,100,0,0,0,140,0,0,0,0,Automatically waste,LUSE173,Stamina (+100),
consumable_174,174,1603,320,0,0,0,134,0,0,0,76,150,0,0,0,140,0,0,0,0,Automatically waste,LUSE174,Stamina (+150),
consumable_175,175,1603,320,0,0,0,134,0,0,0,76,200,0,0,0,140,0,0,0,0,Automatically waste,LUSE175,Stamina (+200),
consumable_176,176,1603,320,0,0,0,134,0,0,0,76,300,0,0,0,140,0,0,0,0,Automatically waste,LUSE176,Stamina (+300),
consumable_177,177,1603,320,0,0,0,134,0,0,0,76,400,0,0,0,140,0,0,0,0,Automatically waste,LUSE177,Stamina (+400),
consumable_178,178,1603,320,0,0,0,134,0,0,0,76,500,0,0,0,140,0,0,0,0,Automatically waste,LUSE178,Stamina (+500),
consumable_179,179,1603,320,0,0,0,134,0,0,0,76,700,0,0,0,140,0,0,0,0,Automatically waste,LUSE179,Stamina (+700),
consumable_180,180,1603,320,0,0,0,134,0,0,0,76,1000,0,0,0,140,0,0,0,0,Automatically waste,LUSE180,Stamina (+1000),
consumable_181,181,1603,320,0,0,0,134,0,0,0,92,1,0,0,0,140,0,0,0,0,Automatically waste,LUSE181,Clan Point (+1),
consumable_182,182,1603,320,0,0,0,134,0,0,0,92,2,0,0,0,140,0,0,0,0,Automatically waste,LUSE182,Clan Point (+2),
consumable_183,183,1603,320,0,0,0,134,0,0,0,92,3,0,0,0,140,0,0,0,0,Automatically waste,LUSE183,Clan Point (+3),
consumable_184,184,1603,320,0,0,0,134,0,0,0,92,5,0,0,0,140,0,0,0,0,Automatically waste,LUSE184,Clan Point (+5),
consumable_185,185,1603,320,0,0,0,134,0,0,0,92,7,0,0,0,140,0,0,0,0,Automatically waste,LUSE185,Clan Point (+7),
consumable_186,186,1603,320,0,0,0,134,0,0,0,92,8,0,0,0,140,0,0,0,0,Automatically waste,LUSE186,Clan Point (+8),
consumable_187,187,1603,320,0,0,0,134,0,0,0,92,9,0,0,0,140,0,0,0,0,Automatically waste,LUSE187,Clan Point (+9),
consumable_188,188,1603,320,0,0,0,134,0,0,0,92,11,0,0,0,140,0,0,0,0,Automatically waste,LUSE188,Clan Point (+11),
consumable_189,189,1603,320,0,0,0,134,0,0,0,92,13,0,0,0,140,0,0,0,0,Automatically waste,LUSE189,Clan Point (+13),
consumable_190,190,1603,320,0,0,0,134,0,0,0,92,15,0,0,0,140,0,0,0,0,Automatically waste,LUSE190,Clan Point (+15),
consumable_192,192,1603,320,0,0,0,134,0,0,0,92,5000,0,0,0,140,0,0,0,0,Automatically waste,LUSE195,"Clan Point (+5,000)",
consumable_193,193,1603,320,0,0,0,134,0,0,0,92,50000,0,0,0,140,0,0,0,0,Automatically waste,LUSE195,"Clan Point (+50,000)",
consumable_194,194,1603,320,0,0,0,134,0,0,0,92,1000,0,0,0,140,0,0,0,0,Automatically waste,LUSE195,"Clan Point (+1,000)",
consumable_195,195,1603,320,0,0,0,134,0,0,0,92,10000,0,0,0,140,0,0,0,0,Automatically waste,LUSE195,"Clan Point (+10,000)",
consumable_196,196,1603,320,0,0,0,134,0,0,0,40,10000000,0,0,0,140,0,0,0,0,Automatically waste,LUSE196,"Zulie (+10,000,000)",
consumable_197,197,1603,320,0,0,0,134,0,0,0,40,20000000,0,0,0,140,0,0,0,0,Automatically waste,LUSE197,"Zulie (+20,000,000)",
consumable_198,198,1603,320,0,0,0,134,0,0,0,40,50000000,0,0,0,140,0,0,0,0,Automatically waste,LUSE198,"Zulie (+50,000,000)",
consumable_199,199,1603,320,0,0,0,134,0,0,0,40,100000000,0,0,0,140,0,0,0,0,Automatically waste,LUSE199,"Zulie (+100,000,000)",
consumable_200,200,1603,320,0,0,0,134,0,0,0,40,500000000,0,0,0,140,0,0,0,0,Automatically waste,LUSE200,"Zulie (+500,000,000)",
consumable_202,202,1603,320,0,0,0,134,0,0,0,10,1,0,0,0,140,0,0,0,0,Automatically waste,LUSE202,STR (+1),
consumable_203,203,1603,320,0,0,0,134,0,0,0,11,1,0,0,0,140,0,0,0,0,Automatically waste,LUSE203,DEX (+1),
