????,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,8,,,101,31,,1,,Item Set,Dynamic Weapon,Prefix,Costume,Change Costume,Expire,
Viking Sword,weapon\onehand\osw19\osw19.txt,,,211,55950,0,30,56,920,311,577,11,5,508,45,,,,31,80,10,143,,,,,,,51,2,,,200,1,100,11,0,,111,38,,5,2,,,,,,,LWEA011
Blood Sword,weapon\onehand\osw10\osw10.txt,,,211,70850,0,35,59,921,312,577,11,6,509,49,,,,31,88,10,156,,,,,,,52,2,,,200,1,108,10,0,,111,38,,5,2,,,,,,,LWEA012
Katana,weapon\onehand\osw26\osw26.txt,,,211,93250,0,40,62,923,313,577,11,7,510,53,,,,31,95,10,167,,,,,,,53,2,,,200,1,120,10,0,,111,38,,5,2,,,,,,,LWEA013
Ice Sword,weapon\onehand\osw25\osw25.txt,,,211,124500,0,45,65,924,314,577,11,7,511,57,,,,31,102,10,178,,,,,,,55,2,,,200,1,138,11,0,,111,38,,5,2,,,,,,,LWEA014
Flare Sword,weapon\onehand\osw24\osw24.txt,,,211,152800,0,45,68,925,315,577,11,8,512,61,,,,31,109,10,189,,,,,,,56,2,,,200,1,145,10,0,,111,38,,5,2,,,,,,,LWEA015
Lord Black Sun Sword,weapon\onehand\osw33\osw33.txt,,,211,189700,0,50,70,926,316,577,11,9,513,40,,,,31,116,10,200,,,,,,,57,2,,,200,1,158,10,0,,111,38,,5,2,,,,,,,LWEA016
Flamboyant,weapon\onehand\osw34\osw34.txt,,,211,246700,0,50,73,927,317,577,11,9,514,42,,,,31,123,10,211,,,,,,,58,2,,,200,1,179,11,0,,111,38,,5,2,,,,,,,LWEA017
Righteous Sword,weapon\onehand\osw35\osw35.txt,,,211,284850,0,50,76,928,318,577,11,10,515,44,,,,31,129,10,221,,,,,,,60,2,,,200,1,184,10,0,,111,38,,5,2,,,,,,,LWEA018
Black Shamshir,weapon\onehand\osw36\osw36.txt,,,211,362500,0,50,78,929,319,577,11,10,516,46,,,,31,135,10,230,,,,,,,61,2,,,200,1,205,11,0,,111,38,,5,2,,,,,,,LWEA019
Death Bringer,weapon\onehand\osw40\osw40.txt,,,211,407500,0,50,82,930,320,577,,11,,,,,,31,145,10,246,,,,,,,62,2,,,200,1,227,11,0,,111,38,,5,2,,,,,,,LWEA020
Death Expeller,weapon\onehand\osw41\osw41.txt,,,211,457500,0,50,86,931,321,577,,11,,,,,,31,155,10,261,,,,,,,64,2,,,200,1,253,10,0,,111,38,,5,2,,,,,,,LWEA021
Dark Panther,weapon\onehand\osw51\osw51.txt,,,211,617150,0,50,90,932,324,577,,12,,,,,,31,184,10,297,,,,,,,67,2,,,250,1,306,11,0,,111,38,,5,2,,,,,,,LWEA024
Saint Blade Kreuz,weapon\onehand\osw53\osw53.txt,,,211,711600,0,40,92,933,325,577,,12,,,,,,31,200,10,312,,,,,,,69,2,,,250,1,345,11,0,,111,38,,5,2,,,,,,,LWEA025
Simplex Saber,WEAPON\ONEHAND\OSW44,,,211,475600,0,40,87,907,322,577,,13,,,,,,31,163,10,278,,,,,,,65,2,,,250,1,278,11,0,,111,38,,5,2,,,,,,,LWEA022
Mythril Rapier,WEAPON\ONEHAND\OSW45,,,211,512000,0,50,88,908,323,577,,13,,,,,,31,172,10,286,,,,,,,66,2,,,250,1,291,10,0,,111,38,,5,2,,,,,,,LWEA023
Grand Slasher,weapon\onehand\onehand_career021\onehand_career021.txt,,,211,797500,,40,89,3658,1043,577,,,,,,,,31,212,10,326,,,,,,,71,2,,,250,1,385,10,0,,111,38,,5,2,,,,,,,LWEA026
Blaze Dancer,weapon\onehand\onehand_career027\onehand_career027.txt,,,211,912300,0,30,90,3674,1074,577,,,,,,,,31,222,10,367,,,,,,,74,2,,,250,1,425,10,0,,111,38,,5,2,,,,,,,LWEA027
Requiem of Souls Sword,weapon\onehand\glitter_handsword.txt,,,211,1101250,0,40,92,8698,1164,577,,,,,,,,140,10,10,388,,,,,,,76,2,,,250,1,470,10,0,,111,38,,5,2,31,,,,,,LWEA028
Heavens Sword,weapon\onehand\onehand_career023\onehand_career023.txt,,,211,1,,30,10,877,1044,577,,,,,,,,31,200,10,200,,,,,,,50,2,,,250,1,300,10,0,,111,38,,5,2,,,,,,,LWEA029
Meteoric Sword,weapon\onehand\onehand_career025\onehand_career025.txt,,,211,1,,30,10,878,1045,577,,,,,,,,31,200,10,200,,,,,,,50,2,,,250,1,300,10,0,,111,38,,5,2,,,,,,,LWEA030
Wooden Bat,weapon\onehand\osw14\osw14.txt,,,212,580,0,20,24,949,331,576,,,,,,,,31,5,10,24,,,,,,,37,2,,,200,3,15,11,0,,121,47,,15,2,,,,,,,LWEA031
Monkey Wrench,weapon\onehand\osw20\osw20.txt,,,212,1025,0,10,26,950,332,576,,,,,,,,31,11,10,35,,,,,,,38,2,,,200,3,20,11,0,,121,47,,15,2,,,,,,,LWEA032
Buffoon Mace,weapon\onehand\osw5\osw5.txt,,,212,2220,0,15,30,951,333,576,12,1,551,20,,,,31,21,10,53,,,,,,,40,2,,,200,3,31,12,0,,121,47,,15,2,,,,,,,LWEA033
Ogre Mace,weapon\onehand\osw27\osw27.txt,,,212,4445,0,20,34,952,334,576,12,2,552,22,,,,31,30,10,69,,,,,,,42,2,,,200,3,39,11,0,,121,47,,15,2,,,,,,,LWEA034
Onion Mace,weapon\onehand\osw21\osw21.txt,,,212,7920,0,25,37,953,335,576,12,2,553,26,,,,31,39,10,84,,,,,,,44,2,,,200,3,52,12,0,,121,47,,15,2,,,,,,,LWEA035
Ghost Bat,weapon\onehand\osw7\osw7.txt,,,212,13905,0,30,41,954,336,576,12,3,554,30,,,,31,48,10,100,,,,,,,45,2,,,200,3,63,12,0,,121,48,,15,2,,,,,,,LWEA036
Stone Hammer,weapon\onehand\osw8\osw8.txt,,,212,22400,0,35,44,955,337,576,12,3,555,34,,,,31,57,10,115,,,,,,,47,2,,,200,3,73,11,0,,121,48,,15,2,,,,,,,LWEA037
Skeleton Hammer,weapon\onehand\osw30\osw30.txt,,,212,32050,0,40,47,956,338,576,12,4,556,38,,,,31,65,10,129,,,,,,,49,2,,,200,3,88,12,0,,121,48,,15,2,,,,,,,LWEA038
Ice Hammer,weapon\onehand\osw31\osw31.txt,,,212,43600,0,50,50,957,339,576,12,5,557,42,,,,31,73,10,142,,,,,,,50,2,,,200,3,101,12,0,,121,48,,15,2,,,,,,,LWEA039
Morning Star,weapon\onehand\osw13\osw13.txt,,,212,61250,0,50,53,958,340,576,12,5,558,46,,,,31,81,10,156,,,,,,,52,2,,,200,3,119,13,0,,121,48,,15,2,,,,,,,LWEA040
Pony Hammer,weapon\onehand\osw6\osw6.txt,,,212,79650,0,50,56,959,341,576,12,6,559,50,,,,31,89,10,169,,,,,,,53,2,,,200,3,129,12,0,,121,48,,15,2,,,,,,,LWEA041
Blood Mace,weapon\onehand\osw28\osw28.txt,,,212,103600,0,60,59,960,342,576,12,7,560,53,,,,31,96,10,181,,,,,,,54,2,,,200,3,142,12,0,,121,48,,15,2,,,,,,,LWEA042
Scorpion Club,weapon\onehand\osw29\osw29.txt,,,212,126250,0,60,62,962,343,576,12,7,561,57,,,,31,103,10,193,,,,,,,56,2,,,200,3,150,11,0,,121,48,,15,2,,,,,,,LWEA043
Battle Mace,weapon\onehand\osw22\osw22.txt,,,212,165850,0,60,64,963,344,576,12,8,562,61,,,,31,110,10,205,,,,,,,57,2,,,200,3,170,12,0,,121,48,,15,2,,,,,,,LWEA044
Great Hammer,weapon\onehand\osw32\osw32.txt,,,212,216900,0,70,67,964,345,576,12,9,563,65,,,,31,117,10,217,,,,,,,58,2,,,200,3,193,13,0,,121,48,,15,2,,,,,,,LWEA045
Forest Hammer,weapon\onehand\osw37\osw37.txt,,,212,262700,0,70,70,965,346,576,12,9,564,40,,,,31,124,10,228,,,,,,,60,2,,,250,3,201,12,0,,121,48,,15,2,,,,,,,LWEA046
Labor Hammer,weapon\onehand\osw38\osw38.txt,,,212,315950,0,60,72,966,347,576,12,10,565,42,,,,31,130,10,238,,,,,,,61,2,,,250,3,214,12,0,,121,48,,15,2,,,,,,,LWEA047
Nirvana Hammer,weapon\onehand\osw39\osw39.txt,,,212,376350,0,70,74,967,348,576,12,10,565,45,,,,31,136,10,248,,,,,,,62,2,,,250,3,229,12,0,,121,48,,15,2,,,,,,,LWEA048
Doom Hammer,weapon\onehand\osw42\osw42.txt,,,212,421350,0,70,78,969,349,576,,11,,,,,,31,146,10,265,,,,,,,64,2,,,250,3,253,12,0,,121,48,,15,2,,,,,,,LWEA049
Final Hammer,weapon\onehand\osw43\osw43.txt,,,212,471350,0,70,82,968,350,576,,11,,,,,,31,156,10,282,,,,,,,66,2,,,250,3,279,12,0,,121,48,,15,2,,,,,,,LWEA050
Northern Light,weapon\onehand\osw52\osw52.txt,,,212,659050,0,70,84,970,353,576,,12,,,,,,31,186,10,319,,,,,,,69,2,,,250,3,343,13,0,,121,48,,15,2,,,,,,,LWEA053
Skull Breaker,weapon\onehand\osw54\osw54.txt,,,212,714500,0,80,86,971,354,576,,12,,,,,,31,200,10,332,,,,,,,71,2,,,250,3,369,12,0,,121,48,,15,2,,,,,,,LWEA054
Bone Club,WEAPON\ONEHAND\OSW46,,,212,500500,0,80,83,946,351,576,,13,,,,,,31,168,10,293,,,,,,,67,2,,,250,3,295,12,,,121,48,,15,2,,,,,,,LWEA051
Heavy Bolt,WEAPON\ONEHAND\OSW47,,,212,540900,0,80,84,947,352,576,,13,,,,,,31,177,10,306,,,,,,,68,2,,,250,3,322,13,,,121,48,,15,2,,,,,,,LWEA052
GM Stick,weapon\onehand\osw55\osw55.txt,,6,212,711600,0,40,92,906,325,577,,12,,,,,,31,1,10,1,,20,5000,,,,120,2,,,250,3,1000,11,0,,121,48,,15,2,,,,,,,LWEA055
GM Stop,weapon\onehand\osw56\osw56.txt,,6,212,711600,0,40,92,904,325,577,,12,,,,,,31,1,10,1,,20,5000,,,,120,2,,,250,3,1000,11,0,,121,48,,15,2,,,,,,,LWEA056
Eagle Slayer,WEAPON\twohand\twohand_career070\twohand_career070.txt,,,212,794320,0,80,87,3659,1036,576,,,,,,,,31,212,10,341,,,,,,,80,2,,,250,3,409,11,0,,121,48,,15,2,,,,,,,LWEA057
Glacier Cutter,WEAPON\twohand\twohand_career031\twohand_career031.txt,,,212,923000,0,90,90,3675,1037,576,,,,,,,,31,222,10,383,,,,,,,82,2,,,250,3,449,11,,,121,48,,15,2,,,,,,,LWEA058
Requiem of Souls Hammer,WEAPON\onehand\glittler_handhammer.txt,,,212,1184511,0,100,92,8699,1165,576,,,,,,,,140,10,10,399,,,,,,,83,2,,,250,3,494,11,,,121,48,,15,2,31,,,,,,LWEA059
,,,,212,1836700,0,100,98,,360,576,,,,,,,,31,197,10,350,,,,,,,73,2,,,250,3,396,12,,,121,48,,15,,,,,,,,
Simple Crossbow,WEAPON\far\bog3\bog3.txt,,,271,8155,0,10,44,988,361,578,13,2,631,26,,,,31,40,10,62,,,,,,,42,2,,,2000,11,52,10,0,151,,,71,,1,,,,,,,LWEA061
Cutter Crossbow,WEAPON\far\bog5\bog5.txt,,,271,15240,0,10,48,989,362,578,13,3,632,30,,,,31,50,10,74,,,,,,,44,2,,,2000,11,65,10,0,151,,,71,,1,,,,,,,LWEA062
Quick Crossbow,WEAPON\far\bog1\bog1.txt,,,271,23130,0,15,52,990,363,578,13,3,633,34,,,,31,59,10,86,,,,,,,45,2,,,2000,11,71,8,0,151,,,71,,1,,,,,,,LWEA063
Crossbow Gun,WEAPON\far\bog4\bog4.txt,,,271,39400,0,20,56,991,364,578,13,4,634,38,,,,31,68,10,97,,,,,,,47,2,,,2200,11,88,9,0,151,,,71,,1,,,,,,,LWEA064
Poison Crossbow,WEAPON\far\bog2\bog2.txt,,,271,57050,0,20,60,992,365,578,13,5,635,42,,,,31,77,10,109,,,,,,,48,2,,,2200,11,106,10,0,151,,,71,,1,,,,,,,LWEA065
Dark Crossbow,WEAPON\far\bog6\bog6.txt,,,271,75050,0,20,63,993,366,578,13,6,636,45,,,,31,85,10,119,,,,,,,49,2,,,2200,11,119,10,0,151,,,71,,1,,,,,,,LWEA066
Elf Crossbow,WEAPON\far\bog7\bog7.txt,,,271,98500,0,25,66,994,367,578,13,6,637,49,,,,31,93,10,129,,,,,,,51,2,,,2300,11,128,9,0,151,,,71,,1,,,,,,,LWEA067
Anima Crossbow,WEAPON\far\bog8\bog8.txt,,,271,131900,0,25,70,995,368,578,13,7,638,53,,,,31,101,10,139,,,,,,,52,2,,,2300,11,149,10,0,151,,,71,,1,,,,,,,LWEA068
OverGear Crossbow,WEAPON\far\bog9\bog9.txt,,,271,171900,0,30,73,996,369,578,13,8,639,40,,,,31,109,10,149,,,,,,,53,2,,,2300,11,165,10,0,151,,,71,,1,,,,,,,LWEA069
Steel Crossbow,WEAPON\onehand\bog10\bog10.txt,,,271,196900,0,30,79,997,370,578,,8,,,,,,31,122,10,166,,,,,,,55,2,,,2300,11,192,10,0,151,,,71,,1,,,,,,,LWEA070
Mythril Crossbow,WEAPON\onehand\bog11\bog11.txt,,,271,231900,0,30,84,998,371,578,,9,,,,,,31,134,10,179,,,,,,,57,2,,,2400,11,232,10,0,151,,,71,,1,,,,,,,LWEA071
Cyclone Crossbow,WEAPON\onehand\bog12\bog12.txt,,,271,342950,0,30,83,986,372,578,,10,,,,,,31,147,10,192,,,,,,,58,2,,,2400,11,256,10,0,151,,,71,,1,,,,,,,LWEA072
Tribal Crossbow,WEAPON\onehand\bog12\bog13.txt,,,271,410750,0,30,85,984,374,578,,10,,,,,,31,156,10,212,,,,,,,59,2,,,2500,11,275,9,0,151,,,71,,,,,,,,,LWEA073
Military Crossbow,WEAPON\onehand\bog12\bog14.txt,,,271,506550,0,35,88,983,375,578,,11,,,,,,31,168,10,225,,,,,,,60,2,,,2500,11,294,9,0,151,,,71,,,,,,,,,LWEA074
Dragon Crossbow,WEAPON\onehand\bog12\bog15.txt,,,271,597600,0,35,90,982,376,578,,12,,,,,,31,180,10,238,,,,,,,61,2,,,2500,11,320,10,0,151,,,71,,,,,,,,,LWEA075
Four Stick Crossbow,WEAPON\onehand\bog12\bog16.txt,,,271,699850,0,40,92,985,373,578,,12,,,,,,31,200,10,251,,,,,,,62,2,,,2500,11,341,9,0,151,,,71,,,,,,,,,LWEA076
Harpoon Crossbow,WEAPON\far\bog_career001\bog_career001.txt,,,271,1,,30,10,3224,1046,578,,,,,,,,31,200,10,200,,,,,,,50,2,,,2000,11,300,9,0,151,,,71,,1,,,,,,,LWEA077
Hyksos Crossbow,WEAPON\far\bog_career002\bog_career002.txt,,,271,741840,0,40,93,3660,1075,578,,,,,,,,31,212,10,263,,,,,,,73,2,,,2700,11,372,10,0,151,,,71,,1,,,,,,,LWEA078
Hydra Crossbow,WEAPON\far\bog_career003\bog_career003.txt,,,271,741840,0,40,93,3672,1076,578,,,,,,,,31,212,10,263,,,,,,,73,2,,,2700,11,374,10,0,151,,,71,,1,,,,,,,LWEA079
Nepheramun Crossbow,WEAPON\far\bog_career002\bog_career002.txt,,,271,984620,0,40,90,3660,1075,578,,,,,,,,31,222,10,291,,,,,,,75,2,,,2700,11,414,10,0,151,,,71,,1,,,,,,,LWEA080
Requiem of Souls Crossbow,WEAPON\far\glitter_crossbow.txt,,,271,1098740,0,40,92,8700,1166,578,,,,,,,,140,10,10,309,,,,,,,76,2,,,2800,11,459,10,0,151,,,71,,1,31,,,,,,LWEA081
,,,,,,,,,,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cold-Hearted Bow,WEAPON\far\far_career080\far_career080.txt,,6,231,1000,0,10,15,4012,1012,578,,,,,,,,,,,,,,,,,,50,2,,,1800,10,33,10,0,151,,,71,0,1,,,,,,,LWEA083
Magical Heart Wand,WEAPON\magic\magicalwand\magicalwand_1030_cr.txt,,6,242,0,0,1,20,8172,1131,578,,,,,,,,,,,,,,,,,,30,2,,,600,14,15,12,1,186,,37,89,,1,,,,,,,LWEA084
Razer Fan,WEAPON\onehand\onehand_fashion009_d\onehand_fashion009_d.txt,,,212,8172,0,33,10,4174,1166,576,,,,,,,,,,31,30,,,,,,,39,2,,,100,3,314,12,0,0,121,48,0,15,2,,,,,,,LWEA085
Love Stick,WEAPON\twohand\twohand_career078\twohand_career078.txt,,6,221,125676,0,39,15,4170,1010,577,,,,,,,,31,80,,,,,,,,,40,2,,,200,5,877,14,0,0,131,39,0,5,2,,,,,,,LWEA086
Heart Bow,WEAPON\far\far_career080\far_career080.txt,,6,231,1000,0,10,15,2727,1012,578,,,,,,,,,,,,,,,,,,50,2,,,1800,10,33,10,0,151,,,71,0,1,,,,,,,LWEA087
Fish Gun,WEAPON\far\far_career081\far_career081.txt,,6,232,123814,0,40,15,4173,1013,578,,,,,,,,31,80,,,,,,,,,36,2,,,2200,26,864,10,0,0,171,84,78,0,1,,,,,,,LWEA088
Heart Wand,WEAPON\magic\mto1\mto1.txt,,6,242,0,0,1,20,7365,1131,578,,,,,,,,,,,,,,,,,,30,2,,,600,14,12,12,1,186,,37,89,,1,,,,,,,LWEA089
,,,,,,,,,,390,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOT SPECIFIED,WEAPON\onehand\osw3\osw3.txt,,,211,3500,0,15,45,,391,577,,,,,,,,,,,,,,,,,,40,0,,,300,1,20,18,0,,101,,,,2,,,,,,,LWEA091
NOT SPECIFIED,weapon\onehand\osw4\osw4.txt,,,211,5100,0,10,45,,392,577,,,,,,,,,,,,,,,,,,45,0,,,300,1,20,12,0,,101,,,,2,,,,,,,LWEA092
NOT SPECIFIED,weapon\onehand\osw17\osw17.txt,,,211,7150,0,10,45,,393,577,,,,,,,,,,,,,,,,,,45,0,,,300,1,20,8,0,,101,,,,2,,,,,,,LWEA093
NOT SPECIFIED,WEAPON\far\fgu7\fgu7.txt,,,232,3500,0,10,45,,394,577,,,,,,,,,,,,,,,,,,35,0,,,3000,12,20,20,0,,101,,,,1,,,,,,,LWEA094
NOT SPECIFIED,WEAPON\far\fgu10\fgu10.txt,,,232,5150,0,10,45,,395,577,,,,,,,,,,,,,,,,,,35,0,,,3000,12,20,13,0,,101,,,,1,,,,,,,LWEA095
NOT SPECIFIED,WEAPON\far\fgu11\fgu11.txt,,,232,7750,0,10,45,,396,577,,,,,,,,,,,,,,,,,,35,0,,,3000,12,20,8,0,,101,,,,2,,,,,,,LWEA096
NOT SPECIFIED,weapon\onehand\osw4\osw4.txt,,,211,7500,0,10,99,,397,577,,,,,,,,,,,,,,,,,,45,0,,,300,1,20,12,0,,101,,,,2,,,,,,,LWEA097
NOT SPECIFIED,WEAPON\far\fgu10\fgu10.txt,,,232,7600,0,10,99,,398,577,,,,,,,,,,,,,,,,,,35,0,,,3000,12,20,13,0,,101,,,,1,,,,,,,LWEA098
NOT SPECIFIED,WEAPON\magic\mst4\mst4.txt,,,241,9900,0,10,99,,399,577,,,,,,,,,,,,,,,,,,40,0,,,450,6,20,13,1,,101,,,,2,,,,,,,LWEA099
,,,,,,,,,,400,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,,,,
Haedong Sword,WEAPON\twohand\tsw12\tsw12.txt,,,221,1275,0,15,32,1040,401,576,,,,,,,,31,10,10,32,,,,,,,38,2,,,250,5,24,11,0,,131,39,,5,2,,,,,,,LWEA101
Nameless Sword,WEAPON\twohand\tsw41\tsw41.txt,,,221,2820,0,20,36,1041,402,576,,,,,,,,31,20,10,50,,,,,,,40,2,,,250,5,35,11,0,,131,39,,5,2,,,,,,,LWEA102
Sword of Hardship,WEAPON\twohand\tsw42\tsw42.txt,,,221,5075,0,20,40,1042,403,576,11,2,521,20,,,,31,29,10,65,,,,,,,42,2,,,250,5,46,11,0,,131,39,,5,2,,,,,,,LWEA103
Cutter Edge,WEAPON\twohand\tsw43\tsw43.txt,,,221,8640,0,25,44,1043,404,576,11,2,522,22,,,,31,38,10,80,,,,,,,43,2,,,250,5,55,10,0,,131,39,,5,2,,,,,,,LWEA104
Surado,WEAPON\twohand\tsw44\tsw44.txt,,,221,15210,0,25,48,1044,405,576,11,3,523,26,,,,31,47,10,95,,,,,,,45,2,,,250,5,67,10,0,,131,39,,5,2,,,,,,,LWEA105
Bull Sword,WEAPON\twohand\tsw3\tsw3.txt,,,221,24950,0,25,51,1045,406,576,11,3,524,30,,,,31,56,10,110,,,,,,,47,2,,,250,5,84,11,0,,131,39,,5,2,,,,,,,LWEA106
Two-Handed Sword,WEAPON\twohand\tsw13\tsw13.txt,,,221,34900,0,30,55,1046,407,576,11,4,525,34,,,,31,64,10,123,,,,,,,48,2,,,250,5,97,11,0,,131,39,,5,2,,,,,,,LWEA107
After Blade,WEAPON\twohand\tsw15\tsw15.txt,,,221,47300,0,30,58,1047,408,576,11,4,526,38,,,,31,72,10,136,,,,,,,50,2,,,250,5,110,11,0,,131,39,,5,2,,,,,,,LWEA108
Executioner ,WEAPON\twohand\tsw14\tsw14.txt,,,221,67600,0,30,62,1048,409,576,11,5,527,41,,,,31,80,10,149,,,,,,,51,2,,,250,5,130,12,0,,131,39,,5,2,,,,,,,LWEA109
Bastard Sword,WEAPON\twohand\tsw1\tsw1.txt,,,221,85700,0,40,65,1049,410,576,11,6,528,45,,,,31,88,10,162,,,,,,,53,2,,,250,5,140,11,0,,131,39,,5,2,,,,,,,LWEA110
Claymore,WEAPON\twohand\tsw2\tsw2.txt,,,221,108100,0,40,68,1050,411,576,11,7,529,49,,,,31,95,10,174,,,,,,,54,2,,,250,5,154,11,0,,131,39,,5,2,,,,,,,LWEA111
Flamberge,WEAPON\twohand\tsw16\tsw16.txt,,,221,137650,0,50,71,1051,412,576,11,7,530,53,,,,31,102,10,185,,,,,,,55,2,,,250,5,169,11,0,,131,39,,5,2,,,,,,,LWEA112
Dragon Sword,WEAPON\twohand\tsw23\tsw23.txt,,,221,162800,0,50,74,1053,413,576,11,8,531,57,,,,31,109,10,197,,,,,,,56,2,,,250,5,176,10,0,,131,39,,5,2,,,,,,,LWEA113
Heroic Sword,WEAPON\twohand\tsw24\tsw24.txt,,,221,213750,0,60,77,1054,414,576,11,9,532,61,,,,31,116,10,208,,,,,,,58,2,,,250,5,200,11,0,,131,39,,5,2,,,,,,,LWEA114
Great Sword,WEAPON\twohand\tsw32\tsw32.txt,,,221,277200,0,60,80,1055,415,576,11,10,533,64,,,,31,123,10,219,,,,,,,59,2,,,250,5,225,12,0,,131,39,,5,2,,,,,,,LWEA115
Giant Sword,WEAPON\twohand\tsw33\tsw33.txt,,,221,332200,0,60,83,1056,416,576,11,10,534,42,,,,31,129,10,229,,,,,,,60,2,,,250,5,240,12,0,,131,39,,5,2,,,,,,,LWEA116
Shion's Guardian,WEAPON\twohand\tsw48\tsw48.txt,,,221,375000,0,70,85,1057,417,576,11,11,535,44,,,,31,135,10,239,,,,,,,61,2,,,250,5,246,11,0,,131,39,,5,2,,,,,,,LWEA117
Sacred Hander,WEAPON\twohand\tsw55\tsw55.txt,,,221,420000,0,70,88,1059,418,576,,11,,,,,,31,145,10,255,,,,,,,63,2,,,250,5,272,11,0,,131,39,,5,2,,,,,,,LWEA118
Explosion Hander,WEAPON\twohand\tsw56\tsw56.txt,,,221,470000,0,70,89,1058,419,576,,12,,,,,,31,155,10,271,,,,,,,65,2,,,250,5,286,10,0,,131,39,,5,2,,,,,,,LWEA119
Moon Sword,WEAPON\twohand\tsw69\tsw69.txt,,,221,617750,0,80,92,1062,422,576,,12,,,,,,31,186,10,304,,,,,,,68,2,,,250,5,359,11,0,,131,39,,5,2,,,,,,,LWEA122
Caliburn,WEAPON\twohand\tsw72\tsw72.txt,,,221,666700,0,80,93,1063,423,576,,13,,,,,,31,200,10,317,,,,,,,71,2,,,250,5,381,10,0,,131,39,,5,2,,,,,,,LWEA123
Spatha,WEAPON\TWOHAND\TSW61,,,221,500400,0,70,90,1066,420,576,,13,,,,,,31,166,10,284,,,,,,,66,2,,,250,5,298,10,0,,131,39,,5,2,,,,,,,LWEA120
Acolyte Sword,WEAPON\TWOHAND\TSW62,,,221,553000,0,70,91,1067,421,576,,14,,,,,,31,175,10,292,,,,,,,50,2,,,250,5,324,11,0,,131,39,,5,2,,,,,,,LWEA121
Glacier Cutter,WEAPON\twohand\twohand_career031\twohand_career031.txt,,,221,1,,30,10,879,1037,577,,,,,,,,31,200,10,200,,,,,,,50,2,,,250,5,300,10,0,,131,39,,5,2,,,,,,,LWEA124
Two Handed 1,WEAPON\twohand\twohand_career038\twohand_career038.txt,,,221,1,,30,10,880,1077,577,,,,,,,,31,200,10,200,,,,,,,50,2,,,250,5,400,11,0,,131,39,,5,2,,,,,,,LWEA125
Two Handed 2,WEAPON\twohand\twohand_career074\twohand_career074.txt,,,221,1,,30,10,881,1039,577,,,,,,,,31,200,10,200,,,,,,,50,2,,,250,5,300,10,0,,131,39,,5,2,,,,,,,LWEA126
Asmodeus Ritual Blade,WEAPON\twohand\twohand_career082\twohand_career082.txt,,,221,704300,0,90,94,3661,1040,577,,,,,,,,31,212,10,330,,,,,,,72,2,,,250,5,421,10,0,,131,39,,5,2,,,,,,,LWEA127
Warmaster Sword,WEAPON\twohand\twohand_career070\twohand_career070.txt,,,221,921000,0,90,96,3676,1038,577,,,,,,,,31,222,10,366,,,,,,,75,2,,,250,5,461,11,0,,131,39,,5,2,,,,,,,LWEA128
