Name,Id,IconIdx,Subtype,Quality,BasePrice,PriceRate,FieldItemId,Weight,NeedAbility,NeedValue,AddAbility,AddValue,StatusId,StatusType,StatusPerSec,UseEffect,UseSound,CooldownType,CooldownSec,ScriptIdx,TypeName,StlKey,DisplayName,Description
material_34,34,1797,424,42,150,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT034,Oak Wood,A very solid and durable wood that has various uses. It's an especially popular material in the creation of wine barrels.
material_35,35,1798,424,46,190,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT035,Paulownia Wood,Wood that can be used to make furniture and instruments.
material_36,36,1799,424,50,230,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT036,Pine Wood,"Wood that's tough enough to make barrels, boats and buildings, with a beautiful grain that makes it ideal for furniture."
material_37,37,1800,424,56,305,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT037,Cinnamon Wood,"A pleasant looking wood that isn't very tough, but can be easily shaped."
material_38,38,1801,424,62,395,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT038,Red Sandalwood,"Wood that is widely used to create buildings, boats and furniture."
material_39,39,1802,424,68,500,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT039,Otherworldly Wood,Wood from a tree that is not of this world. Its fluctuating wood grain is fascinating.
material_40,40,1803,424,75,645,10,191,1,0,0,0,0,0,0,0,0,0,0,0,0,Wooden Material,LNAT040,Sephiroth Wood,"Wood from the Sephiroth Tree. Tougher than metal, but very easily shaped, it's said to be the best crafting material."
material_41,41,1807,425,30,115,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT041,Worn-out Leather,"Old and worn out, but you can probably use this leather for something."
material_42,42,1808,425,34,150,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT042,Thin Leather,Thin leather that might be useful as a covering.
material_43,43,1809,425,38,195,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT043,Sleek Leather,"Smooth, silky leather that may be put to good use in making a belt."
material_44,44,1810,425,42,245,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT044,Tough Leather,"Although rough and coarse, this leather might be handy for bundling slippery or viscous materials."
material_45,45,1811,425,46,305,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT045,Tender Leather,Leather that's soft as silk.
material_46,46,1812,425,50,375,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT046,Gorgeous Leather,Ridiculously showy leather that has various uses.
material_47,47,1813,425,56,495,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT047,Thick Leather,Leather that is so thick that it can't be cut with a knife.
material_48,48,1814,425,62,645,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT048,Hard Leather,Leather that is solid as stone and can be used to craft armor.
material_49,49,1815,425,68,815,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT049,Transparent Leather,"Expensive, transparent leather that is best put to use for lewd purposes."
material_50,50,1816,425,75,1050,10,193,1,0,0,0,0,0,0,0,0,0,0,0,0,Leather,LNAT050,Patterned Leather,Leather with a natural pattern that even artists would admire.
material_51,51,1820,426,30,80,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT051,Tough Cloth,"Seems useless because of its coarseness, but it does make a handy cleaning cloth."
material_52,52,1821,426,34,105,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT052,Cotton,Soft cloth used to make clothing and underwear.
material_53,53,1822,426,38,135,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT053,Linen,"Excelling in absorption and ventilation, this cloth makes good summer clothing."
material_54,54,1823,426,42,170,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT054,Felt,"A cloth made of lightly stretched fibers that, although durable, isn't suited for making normal clothing."
material_55,55,1824,426,46,210,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT055,Silk,"A sleek, soft cloth with beautiful colors that is popular among women."
material_56,56,1825,426,50,260,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT056,Wool,It's soft and great at keeping someone warm.
material_57,57,1826,426,56,345,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT057,Denim,"Fabric made out of blue paper. Although it seems that it can be easily torn, it's actually very durable and feels nice when worn."
material_58,58,1827,426,62,445,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT058,Plain Weave,Strong and practical fabric.
material_59,59,1828,426,68,565,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT059,Twill,"Although relatively weak, twill rarely wrinkles, is soft and has a nice texture."
material_60,60,1829,426,75,500,10,195,1,0,0,0,0,0,0,0,0,0,0,0,0,Cloth,LNAT060,Lace,Decorative cloth made of countless interwoven fibers that allow air to flow freely through them.
material_61,61,1833,427,30,1000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT061,Low Essence,Material to which Mana has been artificially added.
material_62,62,1834,427,34,2000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT062,Essence,Material infused with Mana from an eminent Muse.
material_63,63,1835,427,38,2000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT063,Low Ether,Material infused with Mana from a Mage.
material_64,64,1836,427,42,2000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT064,Ether,"Material infused with Mana from a Mage, and amplified with an Eye of Moth."
material_65,65,1837,427,46,5000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT065,High Ether,"Material infused with Mana from a Mage, and amplified with an Eye of Moth and a Lizard's Tongue."
material_66,66,1838,427,50,10000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT066,Elixir,Juice from a mysterious fruit that is said to restore one's youth.
material_67,67,1839,427,56,20000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT067,Hime,Material that can only be seen by pure virgins. Some tribes use it to determine the presence of virginity.
material_68,68,1840,427,60,30000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT068,Low Enthiric,"Water containing strong Mana. It is very clear, transparent and cool."
material_69,69,1841,427,64,50000,5,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT069,Enthiric,It is said that an Enthiric is cold enough to freeze your hand if you touch it.
material_70,70,1842,427,68,1505,10,185,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT070,Hermes,"Water that is mysteriously hot as fire, but turns to crystal once it is sprinkled on the ground."
material_71,71,1859,428,6,55,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT071,Gray Powder,Material used to refine weapons.
material_72,72,1860,428,8,80,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT072,Black Powder,Material used to refine weapons.
material_73,73,1861,428,10,105,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT073,Green Powder,Material used to refine weapons.
material_74,74,1862,428,13,150,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT074,Blue Powder,Material used to refine weapons.
material_75,75,1863,428,16,205,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT075,Pink Powder,Material used to refine weapons.
material_76,76,1864,428,19,270,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT076,Orange Powder,Material used to refine weapons.
material_77,77,1865,428,23,375,8,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT077,Red Powder,Material used to refine weapons.
material_78,78,1866,428,27,500,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT078,Golden Powder,Material used to refine weapons.
material_79,79,1894,428,31,640,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT079,Transparent Powder,Material used to refine weapons.
material_80,80,1895,428,35,790,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT080,Rainbow Powder,Material used to refine weapons.
material_81,81,1014,428,40,1015,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT081,Lisent (Fe),Material called Lisent that contains Fe and is used in refining weapons
material_82,82,1015,428,45,1275,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT082,Lisent (Cu),Material called Lisent that contains Cu and is used in refining weapons
material_83,83,1016,428,50,1560,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT083,Lisent (Pb),Material called Lisent that contains Pb and is used in refining weapons
material_84,84,1017,428,54,50000,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT084,Lisent (Al),Material called Lisent that contains Al and is used in refining weapons
material_85,85,1018,428,58,100000,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT085,Lisent (Hg),Material called Lisent that contains Hg and is used in refining weapons
material_86,86,1019,428,62,2225,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT086,Lisent (Na),Material called Lisent that contains Na and is used in refining weapons
material_87,87,1020,428,66,25000,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT087,Lisent (Cr),Material called Lisent that contains Cr and is used in refining weapons
material_88,88,1021,428,70,50000,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT088,Lisent (Au),Material called Lisent that contains Au and is used in refining weapons
material_89,89,1022,428,75,100000,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT089,Lisent (Ra),Material called Lisent that contains Ra and is used in refining weapons
material_90,90,1025,428,80,120000,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT090,Lisent (U),Material called Lisent that contains U and is used in refining weapons
material_91,91,1742,429,30,265,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT091,Ink,Black fluid that is emitted from squids.
material_92,92,1743,429,32,305,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT092,Distilled Water,Water that has been distilled and purified.
material_93,93,1744,429,34,345,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT093,Oil,"Sticky, flammable fluid that can be found deep underground."
material_94,94,1745,429,36,395,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT094,Rubber Sap,Rubber sap that has been extracted from trees.
material_95,95,1746,429,38,450,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT095,Glue,"Adhesive material that is used to connect things, such as paper, together."
material_96,96,1747,429,40,505,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT096,Alcohol,A flammable liquid that easily evaporates.
material_97,97,1748,429,42,570,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT097,Dyes,Collected pigment that has been extracted from plants.
material_98,98,1749,429,30,265,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT098,Coal,Coal found in a mine that can be used to create fire.
material_99,99,1906,429,32,305,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT099,Broken Metal Fragment,"It's basically scrap, but this fragment might be used to make something."
material_100,100,1907,429,34,345,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT100,Gunpowder,A dangerous substance used to make explosives. You should only trust experts to handle gunpowder.
material_101,101,1908,429,36,395,5,183,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT101,Thick Iron Piece,Incredibly durable iron that can be used in manufacturing.
material_102,102,1909,429,38,450,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT102,Sharp Iron Piece,"Sharp as a knife, it's important to be careful when using this material to manufacture something."
material_103,103,1842,427,80,1698,10,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT103,Tincture,A substance that is as close as you can get to obtaining pure mana in this world.
material_104,104,1842,427,88,1717,10,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT104,Arcanum,A mysterious substance that seems to be even more powerful than pure mana.
material_105,105,1025,428,99,1,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Chemical Material,LNAT105,Lisent (X),An amazing lisent that is so powerful that only a GM can handle it.
material_106,106,1842,427,99,1,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material for Refinement,LNAT106,Holy Water,Absolute pure refine material which can only be handled by a GM.
material_107,107,0,429,48,785,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,,-,
material_108,108,0,429,50,865,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,,-,
material_109,109,0,429,52,955,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,,-,
material_110,110,0,429,54,1050,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,,-,
material_111,111,1918,429,30,265,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT111,Iron Thread,Thread made of thinly pressed iron.
material_112,112,1919,429,34,345,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT112,Silver Thread,Thread made of thinly pressed silver.
material_113,113,1920,429,38,450,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT113,Gold Thread,Thread made of thinly pressed gold.
material_114,114,1921,429,42,570,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT114,Platinum Thread,Thread made of thinly pressed platinum.
material_115,115,1922,429,46,705,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT115,Precious Platinum Thread,"Thread made of thinly pressed platinum that has been purified for 1,000 days."
material_116,116,1924,429,30,265,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT116,Netil,Brown material that is thought to be made by rain water collecting in a place where animals or plants have died. 
material_117,117,1925,429,34,345,2,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT117,Metil,Gray material that is thought to be made by rain water collecting in a place where animals or plants have died. 
material_118,118,1926,429,38,450,10,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT118,Etil,Blue material that is thought to be made by rain water collecting in a place where animals or plants have died. 
material_119,119,1927,429,42,570,10,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT119,Petil,Red material that is thought to be made by rain water collecting in a place where animals or plants have died. 
material_120,120,1928,429,46,705,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT120,Setil,Golden material that is thought to be made by rain water collecting in a place where animals or plants have died. 
material_121,121,1929,429,30,265,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT121,Crystal Stone,A blue stone containing the energy of water.
material_122,122,1930,429,34,345,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT122,Wind Stone,A green stone containing the energy of the wind.
material_123,123,1931,429,38,450,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT123,Earth Stone,A yellow stone containing the energy of the earth.
material_124,124,1932,429,42,570,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT124,Fire Stone,A red stone containing the energy of fire.
material_125,125,1933,429,46,705,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT125,Light Stone,A transparent stone containing the energy of light.
material_126,126,1934,429,30,265,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT126,Lesian,A thin and transparent object in the shape of a disk.
material_127,127,1935,429,34,345,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT127,Misian,A thin and black object in the shape of a disk.
material_128,128,1937,429,38,450,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT128,Hersian,A thin and white object in the shape of a disk.
material_129,129,1938,429,42,570,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT129,Jilsian,A thin and golden object in the shape of a disk.
material_130,130,1939,429,46,705,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT130,Lusian,"A thin, disk shaped object tinted with all the colors of the rainbow."
material_131,131,1753,430,20,190,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT131,Ancient Copper Coin,Ancient coin made of copper.
material_132,132,1753,430,40,845,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT132,Ancient Silver Coin,Ancient coin made of silver.
material_133,133,1753,430,60,2275,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT133,Ancient Gold Coin,Ancient coin made of gold.
material_134,134,1753,430,50,1445,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT134,Ancient Tablet1,Ancient tablet that describes the secrets of ancient alchemy (1).
material_135,135,1753,430,60,2275,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT135,Ancient Tablet2,Ancient tablet that describes the secrets of ancient alchemy (2).
material_136,136,1753,430,70,3375,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT136,Ancient Tablet3,Ancient tablet that describes the secrets of ancient alchemy (3).
material_137,137,1753,430,80,4780,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT137,Ancient Tablet4,Ancient tablet that describes the secrets of ancient alchemy (4).
material_138,138,1753,430,90,6530,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT138,Ancient Tablet5,Ancient tablet that describes the secrets of ancient alchemy (5).
material_142,142,2119,430,32,500,0,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT142,Coin of Eucar Tribe,An ancient form of currency used by the Eucar tribe.
material_143,143,2120,430,40,845,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT143,Ocarina Pieces,"If you collected all the pieces, could you restore the Ocarina to its original form?"
material_144,144,2121,430,44,1060,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT144,Ice Key Fragment,If you collect enough Ice Key fragments…
material_146,146,1753,430,25,175,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT146,Rusty Bell,Instrument with a beautiful sound that was used by musicians in the past.
material_147,147,1753,430,40,505,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT147,Colorful Paper,Multi-purpose paper decorated with the colors of the rainbow.
material_148,148,1753,430,5,15,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT148,Match,Handy for smokers as it's convenient to carry and easy to light.
material_149,149,1753,430,30,265,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Collections,LNAT149,Ripped Book,"A novel that's so old and ripped apart, you can't read it."
material_151,151,1911,429,18,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT151,Black Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_152,152,1912,429,23,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT152,Green Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_153,153,1913,429,30,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT153,Blue Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_154,154,1914,429,39,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT154,Pink Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_155,155,1915,429,51,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT155,Red Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_156,156,1916,429,66,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT156,Golden Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_157,157,1917,429,86,50000,5,161,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT157,White Hearts,"When an eons old star is destroyed, it results in this ore that possesses a mysterious power."
material_161,161,1963,429,40,845,10,197,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT161,Green Crystal,Crystal used as a material for Emerald and Peridot.
material_162,162,1964,429,42,945,10,198,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT162,Blue Crystal,Crystal used as a material for Sapphire and Topaz.
material_163,163,1965,429,44,1060,10,199,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT163,Red Crystal,Crystal used as a material for Ruby and Garnet.
material_164,164,1966,429,50,1445,10,200,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT164,White Crystal,Crystal used as a material for Diamond.
material_168,168,1932,429,42,570,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT168,Rage Stone,A mysterious stone that contains great power.
material_169,169,1930,429,75,345,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT169,Magic Stone,A mysterious stone that contains great power.
material_170,170,1931,429,75,450,5,162,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT170,Hero Stone,A mysterious stone that contains great power.
material_171,171,1969,429,12,60,0,211,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT171,Thin Insect Shell,"The thin, brittle shell of an insect."
material_172,172,1970,429,13,70,0,211,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT172,Thick Insect Shell,The tough shell of an insect.
material_173,173,1971,429,15,90,0,211,1,0,0,0,0,0,0,0,0,0,0,0,0,Material,LNAT173,Limpid Skin,A transparent shell that you can see through.
