Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
jewel_13,13,171,0,0,821,20,13600,10,,,,,21,9,,,,1,99,/Game/Characters/Modular/Female/jewel_13/jewel_13/SkeletalMeshes/jewel_13,/Game/Characters/Modular/Male/jewel_13/jewel_13/SkeletalMeshes/jewel_13,LJEW013,Talisman Ring,Ring that protect you from evil
jewel_14,14,171,0,0,822,22,12700,10,,,,,27,4,,,,1,99,/Game/Characters/Modular/Female/jewel_14/jewel_14/SkeletalMeshes/jewel_14,/Game/Characters/Modular/Male/jewel_14/jewel_14/SkeletalMeshes/jewel_14,LJEW014,Recovery Ring,Ring that improve the fuction of physical recovery mechanism
jewel_15,15,171,0,0,822,24,13200,10,,,,,28,4,,,,1,99,/Game/Characters/Modular/Female/jewel_15/jewel_15/SkeletalMeshes/jewel_15,/Game/Characters/Modular/Male/jewel_15/jewel_15/SkeletalMeshes/jewel_15,LJEW015,Meditation Ring,Ring that helps your moral culture improving
jewel_16,16,171,0,0,824,26,26950,10,,,,,20,13,,,,1,99,/Game/Characters/Modular/Female/jewel_16/jewel_16/SkeletalMeshes/jewel_16,/Game/Characters/Modular/Male/jewel_16/jewel_16/SkeletalMeshes/jewel_16,LJEW016,Hit Ring,Ring that helps you raise hitting rate
jewel_17,17,171,0,0,824,28,26350,10,,,,,14,10,,,,1,99,/Game/Characters/Modular/Female/jewel_17/jewel_17/SkeletalMeshes/jewel_17,/Game/Characters/Modular/Male/jewel_17/jewel_17/SkeletalMeshes/jewel_17,LJEW017,Lure Ring,Ring that helps you attract woman
jewel_18,18,171,0,0,825,30,31650,10,,,,,14,11,,,,1,99,/Game/Characters/Modular/Female/jewel_18/jewel_18/SkeletalMeshes/jewel_18,/Game/Characters/Modular/Male/jewel_18/jewel_18/SkeletalMeshes/jewel_18,LJEW018,Fascinating Ring,Ring with spell of attracting people
jewel_19,19,171,0,0,825,32,46400,10,,,,,21,17,,,,1,99,/Game/Characters/Modular/Female/jewel_19/jewel_19/SkeletalMeshes/jewel_19,/Game/Characters/Modular/Male/jewel_19/jewel_19/SkeletalMeshes/jewel_19,LJEW019,Magic Ring,Ring made of magick stone. It protects you from evil 
jewel_20,20,171,0,0,822,34,33900,10,,,,,27,7,,,,1,99,/Game/Characters/Modular/Female/jewel_20/jewel_20/SkeletalMeshes/jewel_20,/Game/Characters/Modular/Male/jewel_20/jewel_20/SkeletalMeshes/jewel_20,LJEW020,Lizard Ring,Ring made from tail of lizard
jewel_21,21,171,0,0,826,36,70600,10,,,,,20,21,,,,1,99,/Game/Characters/Modular/Female/jewel_21/jewel_21/SkeletalMeshes/jewel_21,/Game/Characters/Modular/Male/jewel_21/jewel_21/SkeletalMeshes/jewel_21,LJEW021,Crack Shot` Ring,Ring that is said to be worn by legendary crack shot
jewel_22,22,171,0,0,826,38,43800,10,,,,,28,8,,,,1,99,/Game/Characters/Modular/Female/jewel_22/jewel_22/SkeletalMeshes/jewel_22,/Game/Characters/Modular/Male/jewel_22/jewel_22/SkeletalMeshes/jewel_22,LJEW022,Magician`s Ring,Ring for magicians. 
jewel_23,23,171,0,0,829,40,82200,10,,,,,14,18,,,,1,99,/Game/Characters/Modular/Female/jewel_23/jewel_23/SkeletalMeshes/jewel_23,/Game/Characters/Modular/Male/jewel_23/jewel_23/SkeletalMeshes/jewel_23,LJEW023,Gorgeous Ring,Ring that attracts people with its gorgeous decoration
jewel_24,24,171,0,0,849,42,92650,10,,,,,14,19,,,,1,99,/Game/Characters/Modular/Female/jewel_24/jewel_24/SkeletalMeshes/jewel_24,/Game/Characters/Modular/Male/jewel_24/jewel_24/SkeletalMeshes/jewel_24,LJEW024,Dazzling Ring,Ring with mysterious light that dazzles people
jewel_25,25,171,0,0,848,44,139300,10,,,,,21,29,,,,1,99,/Game/Characters/Modular/Female/jewel_25/jewel_25/SkeletalMeshes/jewel_25,/Game/Characters/Modular/Male/jewel_25/jewel_25/SkeletalMeshes/jewel_25,LJEW025,Dark Ring,Ring made of materials that have been put on the darkness for 100 days. It is excellent in protecting you from evil spirit
jewel_26,26,171,0,0,846,46,91550,10,,,,,27,12,,,,1,99,/Game/Characters/Modular/Female/jewel_26/jewel_26/SkeletalMeshes/jewel_26,/Game/Characters/Modular/Male/jewel_26/jewel_26/SkeletalMeshes/jewel_26,LJEW026,Cure Ring,Ring whose light cures your wound
jewel_27,27,171,0,0,850,48,93950,10,,,,,28,12,,,,1,99,/Game/Characters/Modular/Female/jewel_27/jewel_27/SkeletalMeshes/jewel_27,/Game/Characters/Modular/Male/jewel_27/jewel_27/SkeletalMeshes/jewel_27,LJEW027,Wise Man`s Ring,Ring for wiseman. It is better than Magician`s ring in terms of effeciency
jewel_28,28,171,0,0,847,50,222100,10,,,,,0,0,0,0,,1,99,/Game/Characters/Modular/Female/jewel_28/jewel_28/SkeletalMeshes/jewel_28,/Game/Characters/Modular/Male/jewel_28/jewel_28/SkeletalMeshes/jewel_28,LJEW028,Dead Shot`s Rign,Ring of Robin Hood
jewel_29,29,171,0,0,849,52,465410,10,,,,,38,300,0,0,,1,99,/Game/Characters/Modular/Female/jewel_29/jewel_29/SkeletalMeshes/jewel_29,/Game/Characters/Modular/Male/jewel_29/jewel_29/SkeletalMeshes/jewel_29,LJEW029,Setting Sun Ring,Ring that emits glow of sunset
jewel_30,30,171,0,0,848,54,537750,10,,,,,38,300,0,0,,1,99,/Game/Characters/Modular/Female/jewel_30/jewel_30/SkeletalMeshes/jewel_30,/Game/Characters/Modular/Male/jewel_30/jewel_30/SkeletalMeshes/jewel_30,LJEW030,Full Moon Ring,"Ring that was refined under the full moon. With the moon spirit influence, it is wily."
jewel_31,31,171,0,0,849,45,60000,10,,,,,38,250,39,250,,1,99,/Game/Characters/Modular/Female/jewel_31/jewel_31/SkeletalMeshes/jewel_31,/Game/Characters/Modular/Male/jewel_31/jewel_31/SkeletalMeshes/jewel_31,LJEW031,Ring of Warrior,"As a specially crafted ring, it helps you in the battle field."
jewel_81,81,172,0,0,884,8,4150,10,,,,,14,2,,,,1,95,/Game/Characters/Modular/Female/jewel_81/jewel_81/SkeletalMeshes/jewel_81,/Game/Characters/Modular/Male/jewel_81/jewel_81/SkeletalMeshes/jewel_81,LJEW081,Shinning Necklace,Shinning necklace that attracts people`s attention
jewel_82,82,172,0,0,884,8,4150,10,,,,,11,2,,,,1,95,/Game/Characters/Modular/Female/jewel_82/jewel_82/SkeletalMeshes/jewel_82,/Game/Characters/Modular/Male/jewel_82/jewel_82/SkeletalMeshes/jewel_82,LJEW082,Light Lecklace,Ring that is so light that you hardly feel wearing it
jewel_83,83,172,0,0,884,8,4150,10,,,,,12,2,,,,1,95,/Game/Characters/Modular/Female/jewel_83/jewel_83/SkeletalMeshes/jewel_83,/Game/Characters/Modular/Male/jewel_83/jewel_83/SkeletalMeshes/jewel_83,LJEW083,Letter Shaped Necklace,Ring with letters. It is a kind of joy to read the letters 
jewel_84,84,172,0,0,884,8,4150,10,,,,,15,2,,,,1,95,/Game/Characters/Modular/Female/jewel_84/jewel_84/SkeletalMeshes/jewel_84,/Game/Characters/Modular/Male/jewel_84/jewel_84/SkeletalMeshes/jewel_84,LJEW084,Thin Necklace,Ring that you need to handle carefully as it is too thin
jewel_85,85,172,0,0,885,8,4750,10,,,,,20,3,,,,1,95,/Game/Characters/Modular/Female/jewel_85/jewel_85/SkeletalMeshes/jewel_85,/Game/Characters/Modular/Male/jewel_85/jewel_85/SkeletalMeshes/jewel_85,LJEW085,Necklace With Hole,you can stare at only one spot through the hole of the necklace
jewel_86,86,172,0,0,885,8,4150,10,,,,,26,2,,,,1,95,/Game/Characters/Modular/Female/jewel_86/jewel_86/SkeletalMeshes/jewel_86,/Game/Characters/Modular/Male/jewel_86/jewel_86/SkeletalMeshes/jewel_86,LJEW086,Glass Necklace,Ring that is very sleeky so that even an ant would slide
jewel_87,87,172,0,0,885,8,4750,10,,,,,22,3,,,,1,95,/Game/Characters/Modular/Female/jewel_87/jewel_87/SkeletalMeshes/jewel_87,/Game/Characters/Modular/Male/jewel_87/jewel_87/SkeletalMeshes/jewel_87,LJEW087,Sleek Necklace,Necklace that is very sleeky so that even an ant would slide
jewel_88,88,172,0,0,886,8,4100,10,,,,,18,3,,,,1,95,/Game/Characters/Modular/Female/jewel_88/jewel_88/SkeletalMeshes/jewel_88,/Game/Characters/Modular/Male/jewel_88/jewel_88/SkeletalMeshes/jewel_88,LJEW088,Pointed Necklace,The pointed shape could hurt you much
jewel_89,89,172,0,0,886,8,4750,10,,,,,19,3,,,,1,95,/Game/Characters/Modular/Female/jewel_89/jewel_89/SkeletalMeshes/jewel_89,/Game/Characters/Modular/Male/jewel_89/jewel_89/SkeletalMeshes/jewel_89,LJEW089,Hard Necklace,Necklace that is never broken even with stone
jewel_90,90,172,0,0,886,8,4750,10,,,,,21,3,,,,1,95,/Game/Characters/Modular/Female/jewel_90/jewel_90/SkeletalMeshes/jewel_90,/Game/Characters/Modular/Male/jewel_90/jewel_90/SkeletalMeshes/jewel_90,LJEW090,Charm Necklace,It looks strange. Some said that ashes of burned earring are good for your health
jewel_91,91,172,0,0,887,16,15350,10,,,,,14,5,,,,1,95,/Game/Characters/Modular/Female/jewel_91/jewel_91/SkeletalMeshes/jewel_91,/Game/Characters/Modular/Male/jewel_91/jewel_91/SkeletalMeshes/jewel_91,LJEW091,Glamor Necklace,Necklace that makes you look better
jewel_92,92,172,0,0,887,18,16000,10,,,,,14,5,,,,1,95,/Game/Characters/Modular/Female/jewel_92/jewel_92/SkeletalMeshes/jewel_92,/Game/Characters/Modular/Male/jewel_92/jewel_92/SkeletalMeshes/jewel_92,LJEW092,Attractive Necklace,Beautifully crafted necklace with great attraction 
jewel_93,93,172,0,0,888,20,27200,10,,,,,21,9,,,,1,95,/Game/Characters/Modular/Female/jewel_93/jewel_93/SkeletalMeshes/jewel_93,/Game/Characters/Modular/Male/jewel_93/jewel_93/SkeletalMeshes/jewel_93,LJEW093,Talisman Necklace,Necklace that protects you from evil
jewel_94,94,172,0,0,887,22,25400,10,,,,,27,4,,,,1,95,/Game/Characters/Modular/Female/jewel_94/jewel_94/SkeletalMeshes/jewel_94,/Game/Characters/Modular/Male/jewel_94/jewel_94/SkeletalMeshes/jewel_94,LJEW094,Recovery Necklace,Necklace that improves the fuction of physical recovery mechanism
jewel_95,95,172,0,0,888,24,26400,10,,,,,28,4,,,,1,95,/Game/Characters/Modular/Female/jewel_95/jewel_95/SkeletalMeshes/jewel_95,/Game/Characters/Modular/Male/jewel_95/jewel_95/SkeletalMeshes/jewel_95,LJEW095,Meditation Necklace,Necklace that helps you train moral culture
jewel_96,96,172,0,0,890,26,54000,10,,,,,22,13,,,,1,95,/Game/Characters/Modular/Female/jewel_96/jewel_96/SkeletalMeshes/jewel_96,/Game/Characters/Modular/Male/jewel_96/jewel_96/SkeletalMeshes/jewel_96,LJEW096,Avoidance Necklace,Necklace that helps you avoid enemy`s attack
jewel_97,97,172,0,0,892,28,52700,10,,,,,14,10,,,,1,95,/Game/Characters/Modular/Female/jewel_97/jewel_97/SkeletalMeshes/jewel_97,/Game/Characters/Modular/Male/jewel_97/jewel_97/SkeletalMeshes/jewel_97,LJEW097,Lure Necklace,Necklace that helps you attract woman
jewel_98,98,172,0,0,891,30,63200,10,,,,,14,11,,,,1,95,/Game/Characters/Modular/Female/jewel_98/jewel_98/SkeletalMeshes/jewel_98,/Game/Characters/Modular/Male/jewel_98/jewel_98/SkeletalMeshes/jewel_98,LJEW098,Fascinating Necklace,Necklace with spell of attracting people
jewel_99,99,172,0,0,891,32,92800,10,,,,,21,17,,,,1,95,/Game/Characters/Modular/Female/jewel_99/jewel_99/SkeletalMeshes/jewel_99,/Game/Characters/Modular/Male/jewel_99/jewel_99/SkeletalMeshes/jewel_99,LJEW099,Magic Necklace,Necklace made of magick stone. It protects you from evil 
jewel_100,100,172,0,0,898,34,67750,10,,,,,27,7,,,,1,95,/Game/Characters/Modular/Female/jewel_100/jewel_100/SkeletalMeshes/jewel_100,/Game/Characters/Modular/Male/jewel_100/jewel_100/SkeletalMeshes/jewel_100,LJEW100,Lizard Necklace,Necklace made from body of lizard
jewel_101,101,172,0,0,895,36,85050,10,,,,,28,8,,,,1,95,/Game/Characters/Modular/Female/jewel_101/jewel_101/SkeletalMeshes/jewel_101,/Game/Characters/Modular/Male/jewel_101/jewel_101/SkeletalMeshes/jewel_101,LJEW101,Magician`s Necklace,Necklace for magicians
jewel_102,102,172,0,0,893,38,170250,10,,,,,22,23,,,,1,95,/Game/Characters/Modular/Female/jewel_102/jewel_102/SkeletalMeshes/jewel_102,/Game/Characters/Modular/Male/jewel_102/jewel_102/SkeletalMeshes/jewel_102,LJEW102,Lucky Necklace,Necklace that many warriors were said to wear to avoid enemies` attack 
jewel_103,103,172,0,0,894,40,164450,10,,,,,14,18,,,,1,95,/Game/Characters/Modular/Female/jewel_103/jewel_103/SkeletalMeshes/jewel_103,/Game/Characters/Modular/Male/jewel_103/jewel_103/SkeletalMeshes/jewel_103,LJEW103,Gorgeous Necklace,Necklace that attracts people with its gorgeous decoration
jewel_104,104,172,0,0,899,42,185300,10,,,,,14,19,,,,1,95,/Game/Characters/Modular/Female/jewel_104/jewel_104/SkeletalMeshes/jewel_104,/Game/Characters/Modular/Male/jewel_104/jewel_104/SkeletalMeshes/jewel_104,LJEW104,Dazzling Necklace,Necklace with mysterious light that dazzles people
jewel_105,105,172,0,0,895,44,278550,10,,,,,21,29,,,,1,95,/Game/Characters/Modular/Female/jewel_105/jewel_105/SkeletalMeshes/jewel_105,/Game/Characters/Modular/Male/jewel_105/jewel_105/SkeletalMeshes/jewel_105,LJEW105,Dark Necklace,Necklace made of materials that have been put on the darkness for 100 days. It is excellent in protecting you from evil spirit
jewel_106,106,172,0,0,897,46,183050,10,,,,,27,12,,,,1,95,/Game/Characters/Modular/Female/jewel_106/jewel_106/SkeletalMeshes/jewel_106,/Game/Characters/Modular/Male/jewel_106/jewel_106/SkeletalMeshes/jewel_106,LJEW106,Cure Necklace,Necklace whose light cures your wound
jewel_107,107,172,0,0,897,48,187900,10,,,,,27,12,0,0,,1,95,/Game/Characters/Modular/Female/jewel_107/jewel_107/SkeletalMeshes/jewel_107,/Game/Characters/Modular/Male/jewel_107/jewel_107/SkeletalMeshes/jewel_107,LJEW107,Wise Man`s Necklace,Necklace for wiseman. It is better than Magician`s ring
jewel_108,108,172,0,0,895,50,444200,10,,,,,27,12,0,0,,1,95,/Game/Characters/Modular/Female/jewel_108/jewel_108/SkeletalMeshes/jewel_108,/Game/Characters/Modular/Male/jewel_108/jewel_108/SkeletalMeshes/jewel_108,LJEW108,Shadow Necklace,"When you put it on the shadow, it becomes shadow. It helps you hide"
jewel_109,109,172,0,0,894,52,821060,10,,,,,0,0,0,0,,1,95,/Game/Characters/Modular/Female/jewel_109/jewel_109/SkeletalMeshes/jewel_109,/Game/Characters/Modular/Male/jewel_109/jewel_109/SkeletalMeshes/jewel_109,LJEW109,Setting Sun Necklace,The necklace that makes you feel watching at a couple of lovers facing each other in a sunset. 
jewel_110,110,172,0,0,893,54,949550,10,,,,,39,250,0,0,,1,95,/Game/Characters/Modular/Female/jewel_110/jewel_110/SkeletalMeshes/jewel_110,/Game/Characters/Modular/Male/jewel_110/jewel_110/SkeletalMeshes/jewel_110,LJEW110,Full Moon Necklace,"Necklace that was refined under the full moon. With the moon spirit influence, it is wily."
jewel_111,111,171,0,0,5752,99,100000,10,,,,,10,10,11,5,,1,95,/Game/Characters/Modular/Female/jewel_111/jewel_111/SkeletalMeshes/jewel_111,/Game/Characters/Modular/Male/jewel_111/jewel_111/SkeletalMeshes/jewel_111,LJEW111,Pyro Eye Ring,Central Processing Unit compatible with experimental XG-100 series.
jewel_112,112,171,0,0,5765,99,100000,10,,,,,11,10,15,5,,1,95,/Game/Characters/Modular/Female/jewel_112/jewel_112/SkeletalMeshes/jewel_112,/Game/Characters/Modular/Male/jewel_112/jewel_112/SkeletalMeshes/jewel_112,LJEW112,BloodShade Ring,Central Processing Unit compatible with experimental XG-400 series.
jewel_113,113,171,0,0,5755,99,100000,10,,,,,12,5,11,25,,1,95,/Game/Characters/Modular/Female/jewel_113/jewel_113/SkeletalMeshes/jewel_113,/Game/Characters/Modular/Male/jewel_113/jewel_113/SkeletalMeshes/jewel_113,LJEW113,Heaven Core Ring,Central Processing Unit compatible with experimental XG-700 series.
jewel_114,114,171,0,0,5768,99,100000,10,,,,,13,10,15,5,,1,95,/Game/Characters/Modular/Female/jewel_114/jewel_114/SkeletalMeshes/jewel_114,/Game/Characters/Modular/Male/jewel_114/jewel_114/SkeletalMeshes/jewel_114,LJEW114,Great Deity Ring,Central Processing Unit compatible with experimental XG-900 series.
jewel_115,115,172,0,0,5753,99,100000,10,,,,,10,10,11,5,,1,95,/Game/Characters/Modular/Female/jewel_115/jewel_115/SkeletalMeshes/jewel_115,/Game/Characters/Modular/Male/jewel_115/jewel_115/SkeletalMeshes/jewel_115,LJEW115,Pyro Eye Necklace,Defense Monitoring Unit compatible with experimental XG-100 series.
jewel_116,116,172,0,0,5766,99,100000,10,,,,,11,10,15,5,,1,95,/Game/Characters/Modular/Female/jewel_116/jewel_116/SkeletalMeshes/jewel_116,/Game/Characters/Modular/Male/jewel_116/jewel_116/SkeletalMeshes/jewel_116,LJEW116,BloodShade Necklace,Defense Monitoring Unit compatible with experimental XG-400 series.
jewel_117,117,172,0,0,5756,99,100000,10,,,,,12,5,11,25,,1,95,/Game/Characters/Modular/Female/jewel_117/jewel_117/SkeletalMeshes/jewel_117,/Game/Characters/Modular/Male/jewel_117/jewel_117/SkeletalMeshes/jewel_117,LJEW117,Heaven Core Necklace,Defense Monitoring Unit compatible with experimental XG-700 series.
jewel_118,118,172,0,0,5769,99,100000,10,,,,,13,10,15,5,,1,95,/Game/Characters/Modular/Female/jewel_118/jewel_118/SkeletalMeshes/jewel_118,/Game/Characters/Modular/Male/jewel_118/jewel_118/SkeletalMeshes/jewel_118,LJEW118,Great Deity Necklace,Defense Monitoring Unit compatible with experimental XG-900 series.
jewel_119,119,173,0,0,5754,99,100000,10,,,,,10,10,11,5,,1,95,/Game/Characters/Modular/Female/jewel_119/jewel_119/SkeletalMeshes/jewel_119,/Game/Characters/Modular/Male/jewel_119/jewel_119/SkeletalMeshes/jewel_119,LJEW119,Pyro Eye Earring,Attack Strategy Unit compatible with experimental XG-100 series.
jewel_120,120,173,0,0,5767,99,100000,10,,,,,11,10,15,5,,1,95,/Game/Characters/Modular/Female/jewel_120/jewel_120/SkeletalMeshes/jewel_120,/Game/Characters/Modular/Male/jewel_120/jewel_120/SkeletalMeshes/jewel_120,LJEW120,BloodShade Earring,Attack Strategy Unit compatible with experimental XG-400 series.
jewel_121,121,173,0,0,5757,99,100000,10,,,,,12,5,11,25,,1,95,/Game/Characters/Modular/Female/jewel_121/jewel_121/SkeletalMeshes/jewel_121,/Game/Characters/Modular/Male/jewel_121/jewel_121/SkeletalMeshes/jewel_121,LJEW121,Heaven Core Earring,Attack Strategy Unit compatible with experimental XG-700 series.
jewel_122,122,173,0,0,5770,99,100000,10,,,,,13,10,15,5,,1,95,/Game/Characters/Modular/Female/jewel_122/jewel_122/SkeletalMeshes/jewel_122,/Game/Characters/Modular/Male/jewel_122/jewel_122/SkeletalMeshes/jewel_122,LJEW122,Great Deity Earring,Attack Strategy Unit compatible with experimental XG-900 series.
jewel_123,123,171,0,0,5746,99,100000,10,,,,,10,10,12,5,,1,95,/Game/Characters/Modular/Female/jewel_123/jewel_123/SkeletalMeshes/jewel_123,/Game/Characters/Modular/Male/jewel_123/jewel_123/SkeletalMeshes/jewel_123,LJEW123,Crimson Auric Ring,Central Processing Unit compatible with experimental XG-100 series.
jewel_124,124,171,0,0,5759,99,100000,10,,,,,11,10,12,5,,1,95,/Game/Characters/Modular/Female/jewel_124/jewel_124/SkeletalMeshes/jewel_124,/Game/Characters/Modular/Male/jewel_124/jewel_124/SkeletalMeshes/jewel_124,LJEW124,Beast Bone Ring,Central Processing Unit compatible with experimental XG-400 series.
jewel_125,125,171,0,0,5749,99,100000,10,,,,,12,5,15,15,,1,95,/Game/Characters/Modular/Female/jewel_125/jewel_125/SkeletalMeshes/jewel_125,/Game/Characters/Modular/Male/jewel_125/jewel_125/SkeletalMeshes/jewel_125,LJEW125,Dehiscent Sky Ring,Central Processing Unit compatible with experimental XG-700 series.
jewel_126,126,171,0,0,5762,99,100000,10,,,,,13,10,10,5,,1,95,/Game/Characters/Modular/Female/jewel_126/jewel_126/SkeletalMeshes/jewel_126,/Game/Characters/Modular/Male/jewel_126/jewel_126/SkeletalMeshes/jewel_126,LJEW126,Rhinoceros Horns Ring,Central Processing Unit compatible with experimental XG-900 series.
jewel_127,127,172,0,0,5747,99,100000,10,,,,,10,10,12,5,,1,95,/Game/Characters/Modular/Female/jewel_127/jewel_127/SkeletalMeshes/jewel_127,/Game/Characters/Modular/Male/jewel_127/jewel_127/SkeletalMeshes/jewel_127,LJEW127,Crimson Auric Necklace,Defense Monitoring Unit compatible with experimental XG-100 series.
jewel_128,128,172,0,0,5760,99,100000,10,,,,,11,10,12,5,,1,95,/Game/Characters/Modular/Female/jewel_128/jewel_128/SkeletalMeshes/jewel_128,/Game/Characters/Modular/Male/jewel_128/jewel_128/SkeletalMeshes/jewel_128,LJEW128,Beast Bone Necklace,Defense Monitoring Unit compatible with experimental XG-400 series.
jewel_129,129,172,0,0,5750,99,100000,10,,,,,12,5,15,15,,1,95,/Game/Characters/Modular/Female/jewel_129/jewel_129/SkeletalMeshes/jewel_129,/Game/Characters/Modular/Male/jewel_129/jewel_129/SkeletalMeshes/jewel_129,LJEW129,Dehiscent Sky Necklace,Defense Monitoring Unit compatible with experimental XG-700 series.
jewel_130,130,172,0,0,5763,99,100000,10,,,,,13,10,10,5,,1,95,/Game/Characters/Modular/Female/jewel_130/jewel_130/SkeletalMeshes/jewel_130,/Game/Characters/Modular/Male/jewel_130/jewel_130/SkeletalMeshes/jewel_130,LJEW130,Rhinoceros Horns Necklace,Defense Monitoring Unit compatible with experimental XG-900 series.
jewel_131,131,173,0,0,5748,99,100000,10,,,,,10,10,12,5,,1,95,/Game/Characters/Modular/Female/jewel_131/jewel_131/SkeletalMeshes/jewel_131,/Game/Characters/Modular/Male/jewel_131/jewel_131/SkeletalMeshes/jewel_131,LJEW131,Crimson Auric Earring,Attack Strategy Unit compatible with experimental XG-100 series.
jewel_132,132,173,0,0,5761,99,100000,10,,,,,11,10,12,5,,1,95,/Game/Characters/Modular/Female/jewel_132/jewel_132/SkeletalMeshes/jewel_132,/Game/Characters/Modular/Male/jewel_132/jewel_132/SkeletalMeshes/jewel_132,LJEW132,Beast Bone Earring,Attack Strategy Unit compatible with experimental XG-400 series.
jewel_133,133,173,0,0,5751,99,100000,10,,,,,12,5,15,15,,1,95,/Game/Characters/Modular/Female/jewel_133/jewel_133/SkeletalMeshes/jewel_133,/Game/Characters/Modular/Male/jewel_133/jewel_133/SkeletalMeshes/jewel_133,LJEW133,Dehiscent Sky Earring,Attack Strategy Unit compatible with experimental XG-700 series.
