Ç³µ­ÀÌ¸ö,3Ddata\NPC\animal\stagbeetle\body02.txt
¿©¿Õ¹ú¸Ó¸®,3Ddata\NPC\animal\Queen_Bee1\head01.txt
¿©¿Õ¹ú¸ö1,3Ddata\NPC\animal\Queen_Bee1\body01.txt
¿©¿Õ¹ú¸ö2,3Ddata\NPC\animal\Queen_Bee1\body01.txt
º¸½º¸÷_JD01 ¸ö01(¸®¹Ù½Ã¶ó°ï),3Ddata\NPC\animal\MOP_BOSS_JD01\MOP_BOSS_JD01_BODY01_01.txt
º¸½º¸÷_JD01 ¸ö02(¸®¹Ù½Ã¶ó°ï),3Ddata\NPC\animal\MOP_BOSS_JD01\MOP_BOSS_JD01_BODY01_02.txt
º¸½º¸÷_JD01 ¸Ó¸®01(¸®¹Ù½Ã¶ó°ï),3Ddata\NPC\animal\MOP_BOSS_JD01\MOP_BOSS_JD01_HEAD01_01.txt
,
½º¸ô°íºí¸°¸Ó¸®,3Ddata\NPC\animal\smallGoblin1\head01.txt
½º¸ô°íºí¸°¸öÅë,3Ddata\NPC\animal\smallGoblin1\body01.txt
Á©¸®¹Ù¸öÅë,3Ddata\NPC\etc\Jellyjar1\body01.txt
Äµµé°í½ºÆ®¸ö1,3Ddata\NPC\etc\CandleGhost1\body01.txt
Äµµé°í½ºÆ®¸ö2,3Ddata\NPC\etc\CandleGhost1\body02.txt
Äá2¸öÅë,3DData\NPC\plant\jellybean2\body01.txt
ÇÇ½¬¸Ç1¸Ó¸®,3Ddata\NPC\animal\fishman1\head01.txt
ÇÇ½¬¸Ç1¸öÅë,3Ddata\NPC\animal\fishman1\body01.txt
´ÞÆØÀÌ3¸Ó¸®,3DData\NPC\animal\snail3\head01.txt
´ÞÆØÀÌ3¸öÅë,3DData\NPC\animal\snail3\body01.txt
¸»¹ú¸Ó¸®,3DData\NPC\animal\bee3\head01.txt
¸»¹ú¸öÅë,3DData\NPC\animal\bee3\body01.txt
¹åµ¥¸®±Í½Å¸Ó¸®,3Ddata\NPC\etc\spark\head01.txt
¹åµ¥¸®±Í½Å¸öÅë,3Ddata\NPC\etc\spark\body01.txt
½ºÅæ°ñ·½¸Ó¸®,3Ddata\NPC\etc\stonegollem\head01.txt
½ºÅæ°ñ·½¸öÅë,3Ddata\NPC\etc\stonegollem\body01.txt
¿¤ÇÁÀÇ°Ë¸öÅë,3Ddata\NPC\etc\weapon\head01.txt
¸ð´ÚºÒ¸öÅë,3Ddata\NPC\etc\etc12\etc12.txt
Á©¸®³Óº¯Çü2,3Ddata\NPC\plant\jellybean1\body02.txt
Á©¸®ºóº¯Çü2,3Ddata\NPC\plant\jellybean2\body02.txt
¾î¹ÌÃÊ·ÎÇÇ¸ö,3Ddata\NPC\animal\larva\larva2.txt
È£¶ûÃÊ·ÎÇÇ¸ö,3Ddata\NPC\animal\larva\larva3.txt
ÇØº´´ÞÆØÀÌ¸Ó¸®,3Ddata\NPC\animal\snail3\head02.txt
ÇØº´´ÞÆØÀÌ¸ö,3Ddata\NPC\animal\snail3\body02.txt
¿Ãµå½º¸ô¸®¸ö,3Ddata\NPC\plant\smallree1\body02.txt
·¹µåÇÃ¶ó³Ý¸ö1,3Ddata\NPC\plant\livida\body02.txt
·¹µåÇÃ¶ó³Ý¸ö2,3Ddata\NPC\plant\livida\head02.txt
·¹µåÀÏ²Û°³¹Ì2¸Ó¸®,3DData\NPC\animal\ant3\head02.txt
·¹µåÀÏ²Û°³¹Ì2¸ö,3DData\NPC\animal\ant3\body02.txt
·¹µåÀÏ²Û°³¹Ì3¸Ó¸®,3DData\NPC\animal\ant3\head03.txt
·¹µåÀÏ²Û°³¹Ì3¸ö,3DData\NPC\animal\ant3\body03.txt
³Ê±¸¸®2¸Ó¸®,3DData\NPC\animal\raccoon\head02.txt
³Ê±¸¸®2¸ö,3DData\NPC\animal\raccoon\body02.txt
´Á´ë2¸Ó¸®,3Ddata\NPC\animal\wolf2\head02.txt
´Á´ë2¸ö,3Ddata\NPC\animal\wolf2\body02.txt
°¡Àç2¸Ó¸®,3DData\NPC\animal\lobster\head02.txt
°¡Àç2¸ö,3DData\NPC\animal\lobster\body02.txt
¾Ç¾î2¸Ó¸®,3DData\NPC\animal\alligator2\head02.txt
¾Ç¾î2¸ö,3DData\NPC\animal\alligator2\body02.txt
°ñ·½2¸Ó¸®,3DData\NPC\etc\stony\head02.txt
½ºÅæ°ñ·½2¸Ó¸®,3Ddata\NPC\etc\stonegollem\head02.txt
½ºÅæ°ñ·½2¸ö,3Ddata\NPC\etc\stonegollem\body02.txt
ÇÇ½Ã¸Ç2¸Ó¸®,3Ddata\NPC\animal\fishman1\head02.txt
ÇÇ½Ã¸Ç2¸ö,3Ddata\NPC\animal\fishman1\body02.txt
½º¸ô°íºí¸°2¸Ó¸®,3Ddata\NPC\animal\smallGoblin1\head02.txt
½º¸ô°íºí¸°2¸ö,3Ddata\NPC\animal\smallGoblin1\body02.txt
,
¹ß¸í°¡¸Ó¸®1,3DData\NPC\npc\inventor\head01.txt
¹ß¸í°¡¸öÅë1,3DData\NPC\npc\inventor\body01.txt
Áý½Ã´ÜÀå¸Ó¸®,3Ddata\NPC\npc\GYPSY\head01.txt
Áý½Ã´ÜÀå¸öÅë,3Ddata\NPC\npc\GYPSY\body01.txt
¹«»çÁ¶ÇÕÀå¸Ó¸®1,3DData\NPC\npc\warrior\head01.txt
¹«»çÁ¶ÇÕÀå¸ö1,3DData\NPC\npc\warrior\body01.txt
¿©ÀÚ¸¶¼ú»ç¸Ó¸®1,3Ddata\NPC\npc\magician\head01.txt
¿©ÀÚ¸¶¼ú»ç¸ö1,3Ddata\NPC\npc\magician\body01.txt
ÁÖ±³¸Ó¸®1,3Ddata\NPC\npc\ARCHBISHOP\head01.txt
ÁÖ±³¸öÅë1,3Ddata\NPC\npc\ARCHBISHOP\body01.txt
¿ëº´´ëÀå¸Ó¸®1,3Ddata\NPC\npc\mercenaries\head01.txt
¿ëº´´ëÀå¸öÅë1,3Ddata\NPC\npc\mercenaries\body01.txt
ÁÖÁ¡ÁÖÀÎ¸Ó¸®1,3Ddata\NPC\npc\barkeeper\head01.txt
ÁÖÁ¡ÁÖÀÎ¸öÅë1,3Ddata\NPC\npc\barkeeper\body01.txt
´ëÀåÀåÀÌ¸Ó¸®1,3Ddata\NPC\npc\smith\head01.txt
´ëÀåÀåÀÌ¸öÅë1,3Ddata\NPC\npc\smith\body01.txt
ÇÐÀÚ¸Ó¸®1,3Ddata\NPC\npc\scholar\head01.txt
ÇÐÀÚ¸öÅë1,3Ddata\NPC\npc\scholar\body01.txt
ÀÇÀû´ÜÀå¸Ó¸®1,3Ddata\NPC\npc\robber\head01.txt
ÀÇÀû´ÜÀå¸öÅë1,3Ddata\NPC\npc\robber\body01.txt
²¿¸¶1,3Ddata\NPC\npc\child1\body01.txt
Áö³ª°¡´Â¿©ÀÚ¸Ó¸®1,3Ddata\NPC\npc\woman1\head01.txt
Áö³ª°¡´Â¿©ÀÚ¸öÅë1,3Ddata\NPC\npc\woman1\body01.txt
Ã»³â¸Ó¸®1,3Ddata\NPC\npc\youngman1\head01.txt
Ã»³â¸ö1,3Ddata\NPC\npc\youngman1\body01.txt
³ªºñ1,3Ddata\NPC\npc\nabi\body01.txt
³ªºñ2,3Ddata\NPC\npc\nabi\body02.txt
³ªºñ3,3Ddata\NPC\npc\nabi\body03.txt
Ç³¼±¸Ó¸®,3Ddata\NPC\npc\pungsun\head01.txt
Ç³¼±¸ö1,3Ddata\NPC\npc\pungsun\body01.txt
Ç³¼±¸ö2,3Ddata\NPC\npc\pungsun\body02.txt
¹°°í±â1,3Ddata\NPC\npc\tropical1\body01.txt
¹°°í±â2,3Ddata\NPC\npc\tropical1\body02.txt
¹°°í±â3,3Ddata\NPC\npc\tropical3\body01.txt
¹Ýµ÷ºÒ,3Ddata\NPC\npc\ban1\body01.txt
Ä«³ª¸®¾Æ,3Ddata\NPC\etc\kana\kana.txt
¹«±â»óÀÎ¸Ó¸®,3Ddata\NPC\npc\weapondealer\head01.txt
¹«±â»óÀÎ¸öÅë,3Ddata\NPC\npc\weapondealer\body01.txt
¾È³»°É¸Ó¸®,3Ddata\NPC\npc\guide\head01.txt
¾È³»°É¸öÅë,3Ddata\NPC\npc\guide\body01.txt
ÀÜÆ®Àç´Ü»ç¸Ó¸®,3Ddata\NPC\npc\cutter\head01.txt
ÀÜÆ®Àç´Ü»ç¸öÅë,3Ddata\NPC\npc\cutter\body01.txt
ÀÜÆ®Ä«¿ìº¸ÀÌ¸Ó¸®,3Ddata\NPC\npc\cowboy\head01.txt
ÀÜÆ®Ä«¿ìº¸ÀÌ¸öÅë,3Ddata\NPC\npc\cowboy\body01.txt
ÀÜÆ®ÃÌÀå¸Ó¸®,3Ddata\NPC\npc\chief\head01.txt
ÀÜÆ®ÃÌÀå¸öÅë,3Ddata\NPC\npc\chief\body01.txt
ÀÎ°£ÁÖÁ¡ÁÖÀÎ¸Ó¸®,3Ddata\NPC\npc\landlady\head01.txt
ÀÎ°£ÁÖÁ¡ÁÖÀÎ¸öÅë,3Ddata\NPC\npc\landlady\body01.txt
,
È£¹Ú2¸Ó¸®,3DData\NPC\plant\pumpkin2\head02.txt
È£¹Ú2¸ö,3DData\NPC\plant\pumpkin2\body02.txt
È£¹Ú3¸Ó¸®,3DData\NPC\plant\pumpkin2\head03.txt
È£¹Ú3¸ö,3DData\NPC\plant\pumpkin2\body03.txt
µÎ´õÁö2¸Ó¸®,3DData\NPC\animal\mole2\head02.txt
µÎ´õÁö2¸ö,3DData\NPC\animal\mole2\body02.txt
±î¸¸ °í¸±¶ó¸Ó¸®,3DData\NPC\animal\gorilla\head04.txt
±î¸¸ °í¸±¶ó¸ö,3DData\NPC\animal\gorilla\body04.txt
,
´Ù·»¸Ó¸®,3Ddata\NPC\npc\daren\head01.txt
´Ù·»¸öÅë,3Ddata\NPC\npc\daren\body01.txt
°íºí¸°Çì´õ¸Ó¸®,3Ddata\NPC\etc\Goblinheader\head01.txt
°íºí¸°Çì´õ¸öÅë,3Ddata\NPC\etc\Goblinheader\body01.txt
°íºí¸°¸Ó¸®,3Ddata\NPC\etc\Goblin\head01.txt
°íºí¸°¸öÅë,3Ddata\NPC\etc\Goblin\body01.txt
°íºí¸°¸¶¹ý»ç¸Ó¸®,3Ddata\NPC\etc\Goblinmagic\head01.txt
°íºí¸°¸¶¹ý»ç¸öÅë,3Ddata\NPC\etc\Goblinmagic\body01.txt
°íºí¸°´ë¿Õ¸öÅë,3Ddata\NPC\etc\Goblinking\body01.txt
¼Òµå¸¶½ºÅÍ¸Ó¸®,3Ddata\NPC\npc\sordmaster\head01.txt
¼Òµå¸¶½ºÅÍ¸öÅë,3Ddata\NPC\npc\sordmaster\body01.txt
¿äÁ¤¸Ó¸®,3Ddata\NPC\npc\fairy\head01.txt
¿äÁ¤¸öÅë,3Ddata\NPC\npc\fairy\body01.txt
¹ÚÁã¸Ó¸®,3DDATA\NPC\animal\batman\head01.txt
¹ÚÁã¸öÅë,3DDATA\NPC\animal\batman\body01.txt
¹ÚÁã±×·ì¸öÅë,3DDATA\NPC\animal\batmangroup\head01.txt
¹ÚÁã±×·ì¸öÅë,3DDATA\NPC\animal\batmangroup\body01.txt
¿äÁ¤ºÒ,3Ddata\NPC\etc\fairyfire\body01.txt
º¸¿ì¸¶½ºÅÍ¸Ó¸®,3Ddata\NPC\npc\bowmaster\head01.txt
º¸¿ì¸¶½ºÅÍ¸öÅü,3Ddata\NPC\npc\bowmaster\body01.txt
ÀÌ±Û¸Ó¸®,3Ddata\NPC\npc\eagle\head01.txt
ÀÌ±Û¸öÅë,3Ddata\NPC\npc\eagle\body01.txt
ÃÊ¼Ò°æºñº´¸Ó¸®,3Ddata\NPC\npc\guard\head01.txt
ÃÊ¼Ò°æºñº´¸öÅë,3Ddata\NPC\npc\guard\body01.txt
ºÒµ¶¸Ó¸®,3Ddata\NPC\npc\bulldog\head01.txt
ºÒµ¶¸öÅë,3Ddata\NPC\npc\bulldog\body01.txt
Å×·¯³ªÀÌÆ®¸Ó¸®,3Ddata\NPC\npc\terrorist\head01.txt
Å×·¯³ªÀÌÆ®¸öÅë,3Ddata\NPC\npc\terrorist\body01.txt
È¦¸®µå·¡°ï¸Ó¸®,3Ddata\NPC\npc\hollydragon\head01.txt
È¦¸®µå·¡°ï¸öÅë,3Ddata\NPC\npc\hollydragon\body01.txt
¾ÆÅ°³×½º´ÜÀå¸Ó¸®,3Ddata\NPC\npc\akines\head01.txt
¾ÆÅ°³×½º´ÜÀå¸öÅë,3Ddata\NPC\npc\akines\body01.txt
´ÜÅæ¸Ó¸®,3Ddata\NPC\npc\danton\head01.txt
´ÜÅæ¸öÅë,3Ddata\NPC\npc\danton\body01.txt
¸¶¸£½Ã¾Æ³ë¸Ó¸®,3Ddata\NPC\npc\marsiano\head01.txt
¸¶¸£½Ã¾Æ³ë¸öÅë,3Ddata\NPC\npc\marsiano\body01.txt
·Ð¿þ¸Ó¸®,3Ddata\NPC\npc\ronwea\head01.txt
·Ð¿þ¸öÅë,3Ddata\NPC\npc\ronwea\body01.txt
Æ®¶ó¸Ó¸®,3Ddata\NPC\etc\tyrant\head01.txt
Æ®¶ó¸öÅë,3Ddata\NPC\etc\tyrant\body01.txt
Æ®¶ó¸ÅÁ÷¸Ó¸®Åë,3Ddata\NPC\etc\tyrantmagic\head01.txt
Æ®¶ó¸ÅÁ÷¸öÅë,3Ddata\NPC\etc\tyrantmagic\body01.txt
Æ®¶ó¶óÀÌ´õ¸Ó¸®,3Ddata\NPC\etc\tyrantrider\head01.txt
Æ®¶ó¶óÀÌ´õ¸öÅë,3Ddata\NPC\etc\tyrantrider\body01.txt
¿¹Æ¼Æ®¶ó¸öÅë,3Ddata\NPC\etc\yetityrant\body01.txt
¸¾¸ð½º¸Ó¸®Åë,3Ddata\NPC\animal\husehorn\head01.txt
¸¾¸ð½º¸öÅë,3Ddata\NPC\animal\husehorn\body01.txt
ÇÁ·ÐÁðÀ®¸Ó¸®Åë,3Ddata\NPC\etc\fronzenwing\head01.txt
ÇÁ·ÐÁðÀ®¸öÅë,3Ddata\NPC\etc\fronzenwing\body01.txt
À©ÅÍ¸ô¸öÅë,3Ddata\NPC\etc\wintermaul\body01.txt
ºÒÄ­¸Ó¸®Åë,3Ddata\NPC\etc\bulcan\head01.txt
ºÒÄ­¸öÅë,3Ddata\NPC\etc\bulcan\body01.txt
ÆÄºê¸®Å©¸Ó¸®Åë,3Ddata\NPC\npc\fabri\head01.txt
ÆÄºê¸®Å©¸öÅë,3Ddata\NPC\npc\fabri\body01.txt
pvpÆ®·ÎÇÇ,3Ddata\NPC\etc\pvp\body01.txt
pvpÆ®·ÎÇÇ¿©ÀÚ,3Ddata\NPC\etc\pvp2\body01.txt
·ç³ª¼öÁ¤ºí·ç01,3Ddata\NPC\etc\sujung\sujung_blue01.txt
·ç³ª¼öÁ¤±×¸°01,3Ddata\NPC\etc\sujung\sujung_green01.txt
·ç³ª¼öÁ¤·¹µå01,3Ddata\NPC\etc\sujung\sujung_red01.txt
·ç³ª¼öÁ¤ºí·¢01,3Ddata\NPC\etc\sujung\sujung_black01.txt
¿¤¸®¾Æ¸öÅë,3Ddata\NPC\npc\elia\body01.txt
Æ®·¥ÇÁ¸Ó¸®Åë,3Ddata\NPC\animal\trample\head01.txt
Æ®·¥ÇÁ¸öÅë,3Ddata\NPC\animal\trample\body01.txt
º£È÷¸ð½º¸öÅë,3Ddata\NPC\animal\behemoth\body01.txt
¿¡ÀÌµå¸Ó¸®Åë,3Ddata\NPC\npc\aid\head01.txt
¿¡ÀÌµå¸öÅë,3Ddata\NPC\npc\aid\body01.txt
¿¤¸®¾ù¸Ó¸®Åë,3Ddata\NPC\npc\eliot\head01.txt
¿¤¸®¾ù¸öÅë,3Ddata\NPC\npc\eliot\body01.txt
Å¸ÀÏ·±Æ®°¡´õ(³ë¶û»öº¯Çü)¸Ó¸®,3Ddata\NPC\etc\tyrant\head02.txt
Å¸ÀÏ·±Æ®°¡´õ(³ë¶û»öº¯Çü)¸öÅë,3Ddata\NPC\etc\tyrant\body02.txt
¸ÅÁö¼Ç¾Ù´õ(»¡°£»öº¯Çü)¸Ó¸®Åë,3Ddata\NPC\etc\tyrantmagic\head02.txt
¸ÅÁö¼Ç¾Ù´õ(»¡°£»öº¯Çü)¸öÅë,3Ddata\NPC\etc\tyrantmagic\body02.txt
ºí·ç¿ïÇÁ¸Ó¸®Åë,3Ddata\NPC\etc\bluewolf\head01.txt
ºí·ç¿ïÇÁ¸öÅë,3Ddata\NPC\etc\bluewolf\body01.txt
¸ÅÁö¼Ç¶óÀÌ´õ¸Ó¸®Åë,3Ddata\NPC\etc\magitionrider\head01.txt
¸ÅÁö¼Ç¶óÀÌ´õ¸öÅë,3Ddata\NPC\etc\magitionrider\body01.txt
·ç³ª¿ïÇÁ¸Ó¸®Åë,3Ddata\NPC\etc\runawolf\head01.txt
·ç³ª¿ïÇÁ¸öÅë,3Ddata\NPC\etc\runawolf\body01.txt
¶óÀÌ´õÄ¸Æ¾¸öÅë,3Ddata\NPC\etc\tyrantrider\head02.txt
¶óÀÌÅÍ°¸Æ¾¸öÅë,3Ddata\NPC\etc\tyrantrider\body02.txt
¿¹Æ¼¸Ó¸®Åë,3Ddata\NPC\etc\yeti\head01.txt
¿¹Æ¼¸öÅë,3Ddata\NPC\etc\yeti\body01.txt
½½·¡±×¸öÅë1,3Ddata\NPC\etc\slag\body01.txt
½½·¡±×¸öÅë2,3Ddata\NPC\etc\slag\body02.txt
ÀÌ½´Å»¸Ó¸®Åë,3Ddata\NPC\npc\isutal\head01.txt
ÀÌ½´Å»¸öÅë,3Ddata\NPC\npc\isutal\body01.txt
¿Ã·¢¸Ó¸®Åë,3Ddata\NPC\npc\olag\head01.txt
¿Ã·¢¸öÅë,3Ddata\NPC\npc\olag\body01.txt
¹Ù½Ç¸®½ºÅ©¸Ó¸®Åë,3Ddata\NPC\animal\basilisk\head01.txt
¹Ù½Ç¸®½ºÅ©¸öÅë,3Ddata\NPC\animal\basilisk\body01.txt
Çï½ºÅæ¸öÅë,3Ddata\NPC\etc\healstone\body01.txt
¾ÈÁ©¸®Ä«¸Ó¸®Åë,3Ddata\NPC\npc\angelica\head01.txt
¾ÈÁ©¸®Ä«¸öÅë,3Ddata\NPC\npc\angelica\body01.txt
¸¸Æ¼ÄÚ¾î¸Ó¸®Åë,3Ddata\NPC\etc\manticore\head01.txt
¸¸Æ¼ÄÚ¾î¸öÅë,3Ddata\NPC\etc\manticore\body01.txt
¿¤¸®¸ÕÆ®¸Ó¸®Åë,3Ddata\NPC\etc\elimental\head01.txt
¿¤¸®¸ÕÆ®¸öÅë,3Ddata\NPC\etc\elimental\body01.txt
ÀÌ¹Ý¸Ó¸®Åë,3Ddata\NPC\npc\Ivan\head01.txt
ÀÌ¹Ý¸öÅë,3Ddata\NPC\npc\Ivan\body01.txt
¸¶¸£½Ã¾Æ³ë01¸Ó¸®Åë,3Ddata\NPC\npc\marsiano01\head01.txt
¸¶¸£½Ã¾Æ³ë01¸öÅë,3Ddata\NPC\npc\marsiano01\body01.txt
Ä³½½±â¾îÆÈ,3DData\pat\CASTLEGEAR\CastleGear02\ARMS\CastleGear02_ARM01.txt
Ä³½½±â¾î¸ö,3DData\pat\CASTLEGEAR\CastleGear02\BODY\CastleGear02_BODY01.txt
Ä³½½±â¾î¿£Áö,3DData\pat\CASTLEGEAR\CastleGear02\ENGINE\CastleGear02_ENGINE01.txt
Ä³½½±â¾î´Ù¸®,3DData\pat\CASTLEGEAR\CastleGear02\LEG\CastleGear02_LEG01.txt
Ä³½½±â¾îÆÈ02,3DData\pat\CASTLEGEAR\CastleGear02\ARMS\CastleGear02_ARM02R.txt
Ä³½½±â¾îÆÈ03,3DData\pat\CASTLEGEAR\CastleGear02\ARMS\CastleGear02_ARM03R.txt
Ä³½½±â¾îÆÈ04,3DData\pat\CASTLEGEAR\CastleGear02\ARMS\CastleGear02_ARM04R.txt
Ä³½½±â¾îÆÈ05,3DData\pat\CASTLEGEAR\CastleGear02\ARMS\CastleGear02_ARM05R.txt
¾Þ¸Ç2¸Ó¸®Åë,3Ddata\NPC\npc\youngman2\head01.txt
¿µ¸Ç2¸öÅë,3Ddata\NPC\npc\youngman2\body01.txt
ÀÌº¥Æ®Æ®¸®¸Ó¸®Åë,3Ddata\NPC\npc\tree\head01.txt
ÀÌº¥Æ®Æ®¸®¸öÅë,3Ddata\NPC\npc\tree\body01.txt
ÂøÇÑ»êÅ¸¸Ó¸®,3Ddata\NPC\npc\santa\head01.txt
ÂøÇÑ»êÅ¸¸öÅë,3Ddata\NPC\npc\santa\body01.txt
³ª»Ó»êÅ¸¸Ó¸®,3Ddata\NPC\npc\santa\headbad01.txt
³ª»Ó»êÅ¸¸öÅë,3Ddata\NPC\npc\santa\bodybad01.txt
Å°·Î·Î¸Ó¸®Åë,3Ddata\NPC\npc\Kiroro\head01.txt
Å°·Î·Î¸öÅë,3Ddata\NPC\npc\Kiroro\body01.txt
ÆøÁ×,3Ddata\NPC\npc\pokjuk\body01.txt
·ç³ª¹åµ¥¸®±Í½Å¸Ó¸®Åë,3Ddata\NPC\etc\spark\head02.txt
·ç³ª¹åµ¥¸®±Í½Å¸öÅë,3Ddata\NPC\etc\spark\body02.txt
Æ®·¦1,3Ddata\NPC\etc\trap\body01.txt
Æ®·¦2,3Ddata\NPC\etc\trap\body02.txt
Æ®·¦3,3Ddata\NPC\etc\trap\body03.txt
Æ¼¸£À©¸Ó¸®,3Ddata\NPC\etc\Tirwin\head01.txt
Æ¼¸£À©¸öÅë,3Ddata\NPC\etc\Tirwin\body01.txt
¹öµåÀÌÃÄ¸öÅë,3Ddata\NPC\etc\budeater\body01.txt
¾Á½ºÅæ¸öÅë,3Ddata\NPC\etc\sealstone1\body01.txt
ÀÌÃÄ¸öÅë,3Ddata\NPC\etc\eater\body01.txt
Æ¼¸£À©¸Ó¸®2,3Ddata\NPC\etc\Tirwin2\head01.txt
Æ¼¸£À©¸öÅë2,3Ddata\NPC\etc\Tirwin2\body01.txt
¿¡½ºÆ®¸Ó¸®,3Ddata\NPC\npc\est\head01.txt
¿¡½ºÆ®¸ö,3Ddata\NPC\npc\est\body01.txt
Ä«Æ®¸ö,3Ddata\PAT\CART\BODY\cart01_BODY01.txt
Ä«Æ®¿£Áø,3Ddata\PAT\CART\ENGINE\cart01_ENGINE01.txt
Ä«Æ®ÈÙ,3Ddata\PAT\CART\WHEEL\cart01_WHEEL01.txt
¾Æ½ºÅ¸·ÎÆ®¸Ó¸®,3Ddata\NPC\etc\astarot\head01.txt
¾Æ½ºÅ¸·ÎÆ®¸ö1,3Ddata\NPC\etc\astarot\body01.txt
¾Æ½ºÅ¸·ÎÆ®¸ö2,3Ddata\NPC\etc\astarot\body02.txt
¾Æ½ºÅ¸·ÎÆ®¸ö3,3Ddata\NPC\etc\astarot\body03.txt
½ÃÄíÄí¾Ï»ìÀÚ¸Ó¸®,3Ddata\NPC\animal\sikukuA\head01.txt
½ÃÄíÄí¾Ï»ìÀÚ¸ö,3Ddata\NPC\animal\sikukuA\body01.txt
½ÃÄíÄíÀü»ç¸Ó¸®,3Ddata\NPC\animal\sikukuF\head01.txt
½ÃÄíÄíÀü»ç¸ö,3Ddata\NPC\animal\sikukuF\body01.txt
°¡½Ã´Ù¸®°Å¹Ì¸Ó¸®,3Ddata\NPC\animal\spiderE\head01.txt
°¡½Ã´Ù¸®°Å¹Ì¸ö,3Ddata\NPC\animal\spiderE\body01.txt
Ã­·ç_¸Ó¸®,3Ddata\NPC\npc\ChaReu\head01.txt
Ã­·ç_¸ö,3Ddata\NPC\npc\ChaReu\body01.txt
½ÃÄíÄíµµ»ìÀÚ¸Ó¸®,3Ddata\NPC\animal\sikukuB\head02.txt
½ÃÄíÄíµµ»ìÀÚ¸ö,3Ddata\NPC\animal\sikukuB\body02.txt
³×Ææµ¥½º¸Ó¸®,3Ddata\NPC\plant\nepenthes\head01.txt
