Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,MoveSpeed,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
back_11,11,161,50,50,5072,30,68000,0,,31,131,,,20,100,26,50,120,0,248,/Game/Characters/Modular/Female/back_11/back_11/SkeletalMeshes/back_11,/Game/Characters/Modular/Male/back_11/back_11/SkeletalMeshes/back_11,LBAC011,Samurai's Spirit,Ancient mystical symbols infuse this rare item with the ability to make it's wearer feel invulnerable.
back_12,12,163,35,35,3497,30,68000,0,,31,90,,,23,90,19,10,70,0,248,/Game/Characters/Modular/Female/back_12/back_12/SkeletalMeshes/back_12,/Game/Characters/Modular/Male/back_12/back_12/SkeletalMeshes/back_12,LBAC012,Frost Wings,A Wing taken from Frost Mobs
back_13,13,161,50,50,3514,30,68000,0,,31,90,,,25,1500,13,20,70,0,248,/Game/Characters/Modular/Female/back_13/back_13/SkeletalMeshes/back_13,/Game/Characters/Modular/Male/back_13/back_13/SkeletalMeshes/back_13,LBAC013,Gembasket Big,A Gem Bag that was taken from Ikannes mobs
back_14,14,161,50,50,3514,30,68000,0,,31,90,,,25,1500,15,20,70,0,248,/Game/Characters/Modular/Female/back_14/back_14/SkeletalMeshes/back_14,/Game/Characters/Modular/Male/back_14/back_14/SkeletalMeshes/back_14,LBAC014,Gembasket Small,A Smaller version of Gembasket BIG
back_15,15,163,35,35,3506,30,68000,0,,31,90,,,12,10,10,10,70,0,248,/Game/Characters/Modular/Female/back_15/back_15/SkeletalMeshes/back_15,/Game/Characters/Modular/Male/back_15/back_15/SkeletalMeshes/back_15,LBAC015,Green Glass Wings,A Wing made up of Green Glass
back_16,16,163,35,35,3507,30,68000,0,,31,90,,,12,10,11,10,70,0,248,/Game/Characters/Modular/Female/back_16/back_16/SkeletalMeshes/back_16,/Game/Characters/Modular/Male/back_16/back_16/SkeletalMeshes/back_16,LBAC016,Violet Glass Wings,A Wing made up of Violet Glass
back_17,17,163,50,50,5076,30,68000,0,,31,131,,,20,100,19,100,120,0,248,/Game/Characters/Modular/Female/back_17/back_17/SkeletalMeshes/back_17,/Game/Characters/Modular/Male/back_17/back_17/SkeletalMeshes/back_17,LBAC017,Black Orange Astarot Wing,A Rare Astarot Wing with awesome Colors
back_18,18,163,35,35,8161,30,68000,0,,31,130,,,23,90,11,15,70,0,248,/Game/Characters/Modular/Female/back_18/back_18/SkeletalMeshes/back_18,/Game/Characters/Modular/Male/back_18/back_18/SkeletalMeshes/back_18,LBAC018,Brown Hook Wings,A Wing Take off Hook Wing Mobs
back_19,19,162,50,50,5073,30,68000,0,,31,131,,,20,100,26,50,120,0,248,/Game/Characters/Modular/Female/back_19/back_19/SkeletalMeshes/back_19,/Game/Characters/Modular/Male/back_19/back_19/SkeletalMeshes/back_19,LBAC019,Lunar Moldy Backpack,A Backpack with a design of a cute Lunar Moldy Design
back_20,20,163,35,35,3499,30,68000,0,,31,90,,,23,150,12,15,70,0,248,/Game/Characters/Modular/Female/back_20/back_20/SkeletalMeshes/back_20,/Game/Characters/Modular/Male/back_20/back_20/SkeletalMeshes/back_20,LBAC020,Slag Wings,A Wing taken from Slag Mobs
back_21,21,163,50,50,5182,30,68000,0,,31,131,,,20,100,11,30,120,0,248,/Game/Characters/Modular/Female/back_21/back_21/SkeletalMeshes/back_21,/Game/Characters/Modular/Male/back_21/back_21/SkeletalMeshes/back_21,LBAC021,Tirwin Wings Pink,A Rare Wing taken from Tirwin Mobs
back_22,22,163,50,50,5181,30,68000,0,,31,131,,,20,100,10,30,120,0,248,/Game/Characters/Modular/Female/back_22/back_22/SkeletalMeshes/back_22,/Game/Characters/Modular/Male/back_22/back_22/SkeletalMeshes/back_22,LBAC022,Tirwin Wings Red,A Rare Wing taken from Tirwin Mobs
back_23,23,161,35,35,3498,30,68000,0,,31,90,,,23,150,22,15,70,0,248,/Game/Characters/Modular/Female/back_23/back_23/SkeletalMeshes/back_23,/Game/Characters/Modular/Male/back_23/back_23/SkeletalMeshes/back_23,LBAC023,Tyrant Back,A Wing taken from Tyrant Mobs
back_24,24,161,50,50,3511,30,68000,0,,,,,,23,150,15,10,70,0,248,/Game/Characters/Modular/Female/back_24/back_24/SkeletalMeshes/back_24,/Game/Characters/Modular/Male/back_24/back_24/SkeletalMeshes/back_24,LBAC024,Winter Barrel,"A sturdy barrel built of wood from an outside world, very resistant against heat, cold, electricity and flaming skulls."
back_25,25,163,50,50,5074,30,68000,0,,31,131,,,20,100,19,100,120,0,248,/Game/Characters/Modular/Female/back_25/back_25/SkeletalMeshes/back_25,/Game/Characters/Modular/Male/back_25/back_25/SkeletalMeshes/back_25,LBAC025,Alpha Wings,"Wings created in the name of Alpha, the beginning."
back_26,26,163,50,50,5075,30,68000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_26/back_26/SkeletalMeshes/back_26,/Game/Characters/Modular/Male/back_26/back_26/SkeletalMeshes/back_26,LBAC026,Archangel Wing,Holy wings of an archangel.
back_27,27,161,50,50,5101,30,68000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_27/back_27/SkeletalMeshes/back_27,/Game/Characters/Modular/Male/back_27/back_27/SkeletalMeshes/back_27,LBAC027,Blue Cross Shield,A Blue Version of the Cross Shield
back_28,28,163,45,45,3501,30,68000,0,,31,130,,,23,120,11,15,70,0,248,/Game/Characters/Modular/Female/back_28/back_28/SkeletalMeshes/back_28,/Game/Characters/Modular/Male/back_28/back_28/SkeletalMeshes/back_28,LBAC028,Antares BackShield,Wings forged from the remains of the Turak
back_29,29,163,50,50,5077,30,68000,0,,31,131,,,20,100,13,30,120,0,248,/Game/Characters/Modular/Female/back_29/back_29/SkeletalMeshes/back_29,/Game/Characters/Modular/Male/back_29/back_29/SkeletalMeshes/back_29,LBAC029,Astarot Black Light Wing,
back_30,30,163,50,50,5078,30,68000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_30/back_30/SkeletalMeshes/back_30,/Game/Characters/Modular/Male/back_30/back_30/SkeletalMeshes/back_30,LBAC030,Astarot Crystal Wing,
back_31,31,163,50,50,5086,30,68000,0,,31,131,,,20,100,18,50,120,0,248,/Game/Characters/Modular/Female/back_31/back_31/SkeletalMeshes/back_31,/Game/Characters/Modular/Male/back_31/back_31/SkeletalMeshes/back_31,LBAC031,Astarot Holy Wing,
back_32,32,163,50,50,5079,30,68000,0,,31,131,,,20,100,18,50,120,0,248,/Game/Characters/Modular/Female/back_32/back_32/SkeletalMeshes/back_32,/Game/Characters/Modular/Male/back_32/back_32/SkeletalMeshes/back_32,LBAC032,Astarot Holy Aqua Wing,
back_33,33,163,50,50,5080,30,68000,0,,31,131,,,20,100,26,50,120,0,248,/Game/Characters/Modular/Female/back_33/back_33/SkeletalMeshes/back_33,/Game/Characters/Modular/Male/back_33/back_33/SkeletalMeshes/back_33,LBAC033,Astarot Holy Pink Wing,
back_34,34,163,50,50,5081,30,68000,0,,31,131,,,20,100,15,30,120,0,248,/Game/Characters/Modular/Female/back_34/back_34/SkeletalMeshes/back_34,/Game/Characters/Modular/Male/back_34/back_34/SkeletalMeshes/back_34,LBAC034,Astarot Lime Wing,
back_35,35,163,50,50,5083,30,68000,0,,31,131,,,20,100,10,30,120,0,248,/Game/Characters/Modular/Female/back_35/back_35/SkeletalMeshes/back_35,/Game/Characters/Modular/Male/back_35/back_35/SkeletalMeshes/back_35,LBAC035,Astarot Midnight Wing,
back_36,36,163,50,50,5084,30,68000,0,,31,131,,,20,100,13,30,120,0,248,/Game/Characters/Modular/Female/back_36/back_36/SkeletalMeshes/back_36,/Game/Characters/Modular/Male/back_36/back_36/SkeletalMeshes/back_36,LBAC036,Astarot Sapphire Wing,
back_37,37,163,50,50,5085,30,68000,0,,31,131,,,20,100,15,30,120,0,248,/Game/Characters/Modular/Female/back_37/back_37/SkeletalMeshes/back_37,/Game/Characters/Modular/Male/back_37/back_37/SkeletalMeshes/back_37,LBAC037,Astarot Silk Purple Wing,
back_38,38,163,50,50,5086,30,68000,0,,31,131,,,20,100,10,30,120,0,248,/Game/Characters/Modular/Female/back_38/back_38/SkeletalMeshes/back_38,/Game/Characters/Modular/Male/back_38/back_38/SkeletalMeshes/back_38,LBAC038,Astarot Sunshine Wing,
back_39,39,161,45,45,3508,30,68000,0,,,,,,23,90,19,10,70,0,248,/Game/Characters/Modular/Female/back_39/back_39/SkeletalMeshes/back_39,/Game/Characters/Modular/Male/back_39/back_39/SkeletalMeshes/back_39,LBAC039,Philippine Flag,A Flag with the symbol of the philippines
back_40,40,163,20,20,8143,30,68000,0,,31,130,,,23,90,10,15,70,0,248,/Game/Characters/Modular/Female/back_40/back_40/SkeletalMeshes/back_40,/Game/Characters/Modular/Male/back_40/back_40/SkeletalMeshes/back_40,LBAC040,Blaze Wings,
back_41,41,161,50,50,5184,30,68000,0,,31,131,,,20,100,11,30,120,0,248,/Game/Characters/Modular/Female/back_41/back_41/SkeletalMeshes/back_41,/Game/Characters/Modular/Male/back_41/back_41/SkeletalMeshes/back_41,LBAC041,Moldy Backpack,A Backpack with the design of a moldy
back_42,42,161,50,50,5102,30,68000,0,,31,131,,,20,100,10,30,120,0,248,/Game/Characters/Modular/Female/back_42/back_42/SkeletalMeshes/back_42,/Game/Characters/Modular/Male/back_42/back_42/SkeletalMeshes/back_42,LBAC042,Church Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_43,43,161,50,50,5103,30,68000,0,,31,131,,,20,100,13,30,120,0,248,/Game/Characters/Modular/Female/back_43/back_43/SkeletalMeshes/back_43,/Game/Characters/Modular/Male/back_43/back_43/SkeletalMeshes/back_43,LBAC043,Crystal Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_44,44,161,50,50,5104,30,68000,0,,31,131,,,20,100,15,30,120,0,248,/Game/Characters/Modular/Female/back_44/back_44/SkeletalMeshes/back_44,/Game/Characters/Modular/Male/back_44/back_44/SkeletalMeshes/back_44,LBAC044,Gold Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_45,45,161,50,50,5105,30,68000,0,,31,131,,,20,100,19,50,120,0,248,/Game/Characters/Modular/Female/back_45/back_45/SkeletalMeshes/back_45,/Game/Characters/Modular/Male/back_45/back_45/SkeletalMeshes/back_45,LBAC045,Holy Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_46,46,161,50,50,5106,30,68000,0,,31,131,,,20,100,15,30,120,0,248,/Game/Characters/Modular/Female/back_46/back_46/SkeletalMeshes/back_46,/Game/Characters/Modular/Male/back_46/back_46/SkeletalMeshes/back_46,LBAC046,Lime Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_47,47,161,50,50,5107,30,68000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_47/back_47/SkeletalMeshes/back_47,/Game/Characters/Modular/Male/back_47/back_47/SkeletalMeshes/back_47,LBAC047,Liquid Metal Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_48,48,161,50,50,5109,30,68000,0,,31,131,,,20,100,26,50,120,0,248,/Game/Characters/Modular/Female/back_48/back_48/SkeletalMeshes/back_48,/Game/Characters/Modular/Male/back_48/back_48/SkeletalMeshes/back_48,LBAC048,Midnight Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_49,49,161,50,50,5110,30,68000,0,,31,131,,,20,100,15,30,120,0,248,/Game/Characters/Modular/Female/back_49/back_49/SkeletalMeshes/back_49,/Game/Characters/Modular/Male/back_49/back_49/SkeletalMeshes/back_49,LBAC049,Sapphire Cross Shield,A shield in the shape of a cross. It's supposedly designed to attack enemies behind you.
back_50,50,163,50,50,5113,30,68000,0,,31,131,,,20,100,22,50,120,0,248,/Game/Characters/Modular/Female/back_50/back_50/SkeletalMeshes/back_50,/Game/Characters/Modular/Male/back_50/back_50/SkeletalMeshes/back_50,LBAC050,Aqua Seraph Wing,Wings that call out to a great angel.
back_51,51,163,50,50,5114,30,68000,0,,31,131,,,20,100,18,50,120,0,248,/Game/Characters/Modular/Female/back_51/back_51/SkeletalMeshes/back_51,/Game/Characters/Modular/Male/back_51/back_51/SkeletalMeshes/back_51,LBAC051,Bloody Seraph Wing,Wings that call out to a great angel.
back_52,52,163,50,50,5115,30,68000,0,,31,131,,,20,100,26,50,120,0,248,/Game/Characters/Modular/Female/back_52/back_52/SkeletalMeshes/back_52,/Game/Characters/Modular/Male/back_52/back_52/SkeletalMeshes/back_52,LBAC052,Crystal Seraph Wing,Wings that call out to a great angel.
back_53,53,163,50,50,5116,30,68000,0,,31,131,,,20,100,22,50,120,0,248,/Game/Characters/Modular/Female/back_53/back_53/SkeletalMeshes/back_53,/Game/Characters/Modular/Male/back_53/back_53/SkeletalMeshes/back_53,LBAC053,Midnight Seraph Wing,Wings that call out to a great angel.
back_54,54,163,50,50,5117,30,68000,0,,31,131,,,20,100,19,100,120,0,248,/Game/Characters/Modular/Female/back_54/back_54/SkeletalMeshes/back_54,/Game/Characters/Modular/Male/back_54/back_54/SkeletalMeshes/back_54,LBAC054,Purple Seraph Wing,Wings that call out to a great angel.
back_55,55,163,50,50,5118,30,68000,0,,31,131,,,20,100,21,100,120,0,248,/Game/Characters/Modular/Female/back_55/back_55/SkeletalMeshes/back_55,/Game/Characters/Modular/Male/back_55/back_55/SkeletalMeshes/back_55,LBAC055,Sapphire Seraph Wing,Wings that call out to a great angel.
back_56,56,163,50,50,5119,30,68000,0,,31,131,,,20,100,18,50,120,0,248,/Game/Characters/Modular/Female/back_56/back_56/SkeletalMeshes/back_56,/Game/Characters/Modular/Male/back_56/back_56/SkeletalMeshes/back_56,LBAC056,Sunshine Seraph Wing,Wings that call out to a great angel.
back_57,57,163,50,50,5122,30,68000,0,,31,131,,,20,100,19,50,120,0,248,/Game/Characters/Modular/Female/back_57/back_57/SkeletalMeshes/back_57,/Game/Characters/Modular/Male/back_57/back_57/SkeletalMeshes/back_57,LBAC057,Omega Wings,"Wings created in the name of Omega, the end."
back_58,58,163,50,50,5123,30,68000,0,,31,131,,,20,100,19,50,120,0,248,/Game/Characters/Modular/Female/back_58/back_58/SkeletalMeshes/back_58,/Game/Characters/Modular/Male/back_58/back_58/SkeletalMeshes/back_58,LBAC058,Arua Pink Wing,
back_59,59,163,50,50,3513,30,68000,0,,31,90,,,23,90,13,5,70,0,248,/Game/Characters/Modular/Female/back_59/back_59/SkeletalMeshes/back_59,/Game/Characters/Modular/Male/back_59/back_59/SkeletalMeshes/back_59,LBAC059,Black Cupid Wing,
back_60,60,163,50,50,3513,30,68000,0,,31,90,,,23,90,15,5,70,0,248,/Game/Characters/Modular/Female/back_60/back_60/SkeletalMeshes/back_60,/Game/Characters/Modular/Male/back_60/back_60/SkeletalMeshes/back_60,LBAC060,Cupid Wing,
back_61,61,163,50,50,5124,30,68000,0,,31,131,,,20,100,15,30,120,0,248,/Game/Characters/Modular/Female/back_61/back_61/SkeletalMeshes/back_61,/Game/Characters/Modular/Male/back_61/back_61/SkeletalMeshes/back_61,LBAC061,Fairy Cape,
back_62,62,163,50,50,5125,30,68000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_62/back_62/SkeletalMeshes/back_62,/Game/Characters/Modular/Male/back_62/back_62/SkeletalMeshes/back_62,LBAC062,Ninja Shuriken,
back_63,63,162,50,50,5193,30,68000,0,,31,131,,,20,100,22,50,120,0,248,/Game/Characters/Modular/Female/back_63/back_63/SkeletalMeshes/back_63,/Game/Characters/Modular/Male/back_63/back_63/SkeletalMeshes/back_63,LBAC063,White Bear Bag,
back_64,64,163,50,50,5126,30,68000,0,,31,131,,,20,100,19,100,120,0,248,/Game/Characters/Modular/Female/back_64/back_64/SkeletalMeshes/back_64,/Game/Characters/Modular/Male/back_64/back_64/SkeletalMeshes/back_64,LBAC064,Price Wing,
back_65,65,163,50,50,5127,30,68000,0,,31,131,,,20,100,22,50,120,0,248,/Game/Characters/Modular/Female/back_65/back_65/SkeletalMeshes/back_65,/Game/Characters/Modular/Male/back_65/back_65/SkeletalMeshes/back_65,LBAC065,Sikuku Backshield,
back_66,66,163,50,50,3515,30,68000,0,,31,90,,,23,90,10,5,70,0,248,/Game/Characters/Modular/Female/back_66/back_66/SkeletalMeshes/back_66,/Game/Characters/Modular/Male/back_66/back_66/SkeletalMeshes/back_66,LBAC066,Scarab Bag,A fabulous bag created from gold and scarab shells.
back_67,67,163,50,50,5128,30,68000,0,,31,131,,,20,100,18,50,120,0,248,/Game/Characters/Modular/Female/back_67/back_67/SkeletalMeshes/back_67,/Game/Characters/Modular/Male/back_67/back_67/SkeletalMeshes/back_67,LBAC067,Astronaut Back,A backpack used by astronauts on space travels.
back_68,68,163,50,50,3502,30,68000,0,,31,125,,,20,50,10,5,120,0,248,/Game/Characters/Modular/Female/back_68/back_68/SkeletalMeshes/back_68,/Game/Characters/Modular/Male/back_68/back_68/SkeletalMeshes/back_68,LBAC068,Sikuku Butterfly Wing,A wing made out of the finest Sikuku feathers on Eldeon.
back_69,69,163,50,50,3503,30,68000,0,,31,125,,,20,50,11,5,120,0,248,/Game/Characters/Modular/Female/back_69/back_69/SkeletalMeshes/back_69,/Game/Characters/Modular/Male/back_69/back_69/SkeletalMeshes/back_69,LBAC069,Sikuku Butterfly Wing,A wing made out of the finest Sikuku feathers on Eldeon.
back_70,70,163,50,50,5194,30,68000,0,,31,131,,,20,100,21,100,120,0,248,/Game/Characters/Modular/Female/back_70/back_70/SkeletalMeshes/back_70,/Game/Characters/Modular/Male/back_70/back_70/SkeletalMeshes/back_70,LBAC070,Teddy Bear Bag ,A wing made out of the finest Sikuku feathers on Eldeon.
back_71,71,163,50,50,3492,117,150000,0,,31,210,,,23,200,20,55,100,0,248,/Game/Characters/Modular/Female/back_71/back_71/SkeletalMeshes/back_71,/Game/Characters/Modular/Male/back_71/back_71/SkeletalMeshes/back_71,LBAC071,Phoenix Wings,Wings clipped from the almighty Phoenix Titan.
back_72,72,163,50,50,5098,16,150000,0,,31,131,,,20,100,11,30,120,0,248,/Game/Characters/Modular/Female/back_72/back_72/SkeletalMeshes/back_72,/Game/Characters/Modular/Male/back_72/back_72/SkeletalMeshes/back_72,LBAC072,Arch-Astarot White Wing,Wings clipped from an Arch-Astarot.  It is said that nobody has ever seen one.
back_73,73,161,50,50,5097,16,68000,0,,31,131,,,20,100,10,30,120,0,248,/Game/Characters/Modular/Female/back_73/back_73/SkeletalMeshes/back_73,/Game/Characters/Modular/Male/back_73/back_73/SkeletalMeshes/back_73,LBAC073,Arch-Astarot Silver Wing,Wings clipped from an Arch-Astarot.  It is said that nobody has ever seen one.
back_74,74,161,50,50,5099,16,68000,0,,31,131,,,20,100,13,30,120,0,248,/Game/Characters/Modular/Female/back_74/back_74/SkeletalMeshes/back_74,/Game/Characters/Modular/Male/back_74/back_74/SkeletalMeshes/back_74,LBAC074,Arch-Astarot Purple Wing,Wings clipped from an Arch-Astarot.  It is said that nobody has ever seen one.
back_75,75,161,50,50,5096,16,68000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_75/back_75/SkeletalMeshes/back_75,/Game/Characters/Modular/Male/back_75/back_75/SkeletalMeshes/back_75,LBAC075,Arch-Astarot Pink Wing,Wings clipped from an Arch-Astarot.  It is said that nobody has ever seen one.
back_76,76,161,50,50,815,16,150000,0,,31,210,,,23,200,20,55,100,0,248,/Game/Characters/Modular/Female/back_76/back_76/SkeletalMeshes/back_76,/Game/Characters/Modular/Male/back_76/back_76/SkeletalMeshes/back_76,LBAC076,Arch-Astarot Gold Wing,Wings clipped from an Arch-Astarot.  It is said that nobody has ever seen one.
back_77,77,161,50,50,775,16,150000,0,,31,200,,,23,200,20,50,100,0,248,/Game/Characters/Modular/Female/back_77/back_77/SkeletalMeshes/back_77,/Game/Characters/Modular/Male/back_77/back_77/SkeletalMeshes/back_77,LBAC077,Arch-Astarot Wing,Wings clipped from an Arch-Astarot.  It is said that nobody has ever seen one.
back_78,78,161,50,50,5129,16,150000,0,,31,131,,,20,100,12,30,120,0,248,/Game/Characters/Modular/Female/back_78/back_78/SkeletalMeshes/back_78,/Game/Characters/Modular/Male/back_78/back_78/SkeletalMeshes/back_78,LBAC078,Glass Butterfly Wing,A butterfly wing crafted of stained glass.
back_79,79,163,50,50,4431,117,150000,0,,31,200,,,18,50,11,10,100,0,248,/Game/Characters/Modular/Female/back_79/back_79/SkeletalMeshes/back_79,/Game/Characters/Modular/Male/back_79/back_79/SkeletalMeshes/back_79,LBAC079,Green Drake Wings,
back_80,80,163,50,50,4435,117,150000,0,,31,200,,,18,50,12,10,100,0,248,/Game/Characters/Modular/Female/back_80/back_80/SkeletalMeshes/back_80,/Game/Characters/Modular/Male/back_80/back_80/SkeletalMeshes/back_80,LBAC080,Violet Drake Wings,
back_81,81,163,50,50,4436,117,150000,0,,31,200,,,18,50,15,10,100,0,248,/Game/Characters/Modular/Female/back_81/back_81/SkeletalMeshes/back_81,/Game/Characters/Modular/Male/back_81/back_81/SkeletalMeshes/back_81,LBAC081,Red Ma'at Wings,
back_82,82,163,50,50,4466,117,150000,0,,31,200,,,18,50,13,10,100,0,248,/Game/Characters/Modular/Female/back_82/back_82/SkeletalMeshes/back_82,/Game/Characters/Modular/Male/back_82/back_82/SkeletalMeshes/back_82,LBAC082,Blue Ma'at Wings,
back_83,83,163,50,50,4467,117,150000,0,,31,200,,,18,50,10,10,100,0,248,/Game/Characters/Modular/Female/back_83/back_83/SkeletalMeshes/back_83,/Game/Characters/Modular/Male/back_83/back_83/SkeletalMeshes/back_83,LBAC083,Santa Bag,
back_84,84,163,50,50,5130,117,150000,0,,31,131,,,18,50,22,50,120,0,248,/Game/Characters/Modular/Female/back_84/back_84/SkeletalMeshes/back_84,/Game/Characters/Modular/Male/back_84/back_84/SkeletalMeshes/back_84,LBAC084,Golden Ring,
back_85,85,161,50,50,5131,16,150000,0,,31,131,,,18,50,19,100,120,0,248,/Game/Characters/Modular/Female/back_85/back_85/SkeletalMeshes/back_85,/Game/Characters/Modular/Male/back_85/back_85/SkeletalMeshes/back_85,LBAC085,Twin Rapier Backshield,
back_86,86,161,50,50,5132,16,150000,0,,31,131,,,18,50,20,100,120,0,248,/Game/Characters/Modular/Female/back_86/back_86/SkeletalMeshes/back_86,/Game/Characters/Modular/Male/back_86/back_86/SkeletalMeshes/back_86,LBAC086,Crystal Cross,
back_87,87,161,50,50,4405,16,150000,0,,31,200,,,20,50,11,10,100,0,248,/Game/Characters/Modular/Female/back_87/back_87/SkeletalMeshes/back_87,/Game/Characters/Modular/Male/back_87/back_87/SkeletalMeshes/back_87,LBAC087,Christmas Cookie,
back_88,88,161,50,50,5133,16,150000,0,,31,131,,,19,100,10,50,120,0,248,/Game/Characters/Modular/Female/back_88/back_88/SkeletalMeshes/back_88,/Game/Characters/Modular/Male/back_88/back_88/SkeletalMeshes/back_88,LBAC088,Spiked TurtleShell,
back_89,89,161,50,50,4400,16,150000,0,,31,200,,,20,50,26,10,100,0,248,/Game/Characters/Modular/Female/back_89/back_89/SkeletalMeshes/back_89,/Game/Characters/Modular/Male/back_89/back_89/SkeletalMeshes/back_89,LBAC089,Sizzling Sisig,
back_90,90,161,50,50,4402,16,150000,0,,31,150,,,18,50,11,10,100,0,248,/Game/Characters/Modular/Female/back_90/back_90/SkeletalMeshes/back_90,/Game/Characters/Modular/Male/back_90/back_90/SkeletalMeshes/back_90,LBAC090,Yummy Pizza,
back_91,91,161,50,50,4404,16,150000,0,,31,200,,,18,50,13,10,100,0,248,/Game/Characters/Modular/Female/back_91/back_91/SkeletalMeshes/back_91,/Game/Characters/Modular/Male/back_91/back_91/SkeletalMeshes/back_91,LBAC091,Fire Extinguisher,
back_92,92,163,50,50,4396,117,150000,0,,31,200,,,18,50,12,10,100,0,248,/Game/Characters/Modular/Female/back_92/back_92/SkeletalMeshes/back_92,/Game/Characters/Modular/Male/back_92/back_92/SkeletalMeshes/back_92,LBAC092,Cute Floral Ribbon,
back_93,93,163,50,50,4397,117,150000,0,,31,255,,,18,50,11,20,100,0,248,/Game/Characters/Modular/Female/back_93/back_93/SkeletalMeshes/back_93,/Game/Characters/Modular/Male/back_93/back_93/SkeletalMeshes/back_93,LBAC093,Aeriform Wings,
