,,,,,,,,,,,,,,,,,,,,
Oak Wood,,,,424,150,10,1,42,1797,191,583,,,,,3,,,,LNAT034
Paulownia Wood,,,,424,190,10,1,46,1798,191,583,,,,,3,,,,LNAT035
Pine Wood,,,,424,230,10,1,50,1799,191,583,,,,,3,,,,LNAT036
Cinnamon Wood,,,,424,305,10,1,56,1800,191,583,,,,,3,,,,LNAT037
Red Sandalwood,,,,424,395,10,1,62,1801,191,583,,,,,3,,,,LNAT038
Otherworldly Wood,,,,424,500,10,1,68,1802,191,583,,,,,3,,,,LNAT039
Sephiroth Wood,,,,424,645,10,1,75,1803,191,583,,,,,3,,,,LNAT040
Worn-out Leather,,,,425,115,10,1,30,1807,193,583,,,,,4,,,,LNAT041
Thin Leather,,,,425,150,10,1,34,1808,193,583,,,,,4,,,,LNAT042
Sleek Leather,,,,425,195,10,1,38,1809,193,583,,,,,4,,,,LNAT043
Tough Leather,,,,425,245,10,1,42,1810,193,583,,,,,4,,,,LNAT044
Tender Leather,,,,425,305,10,1,46,1811,193,583,,,,,4,,,,LNAT045
Gorgeous Leather,,,,425,375,10,1,50,1812,193,583,,,,,4,,,,LNAT046
Thick Leather,,,,425,495,10,1,56,1813,193,583,,,,,4,,,,LNAT047
Hard Leather,,,,425,645,10,1,62,1814,193,583,,,,,4,,,,LNAT048
Transparent Leather,,,,425,815,10,1,68,1815,193,583,,,,,4,,,,LNAT049
Patterned Leather,,,,425,1050,10,1,75,1816,193,583,,,,,4,,,,LNAT050
Tough Cloth,,,,426,80,10,1,30,1820,195,583,,,,,5,,,,LNAT051
Cotton,,,,426,105,10,1,34,1821,195,583,,,,,5,,,,LNAT052
Linen,,,,426,135,10,1,38,1822,195,583,,,,,5,,,,LNAT053
Felt,,,,426,170,10,1,42,1823,195,583,,,,,5,,,,LNAT054
Silk,,,,426,210,10,1,46,1824,195,583,,,,,5,,,,LNAT055
Wool,,,,426,260,10,1,50,1825,195,583,,,,,5,,,,LNAT056
Denim,,,,426,345,10,1,56,1826,195,583,,,,,5,,,,LNAT057
Plain Weave,,,,426,445,10,1,62,1827,195,583,,,,,5,,,,LNAT058
Twill,,,,426,565,10,1,68,1828,195,583,,,,,5,,,,LNAT059
Lace,,,,426,725,10,1,75,1829,195,583,,,,,5,,,,LNAT060
Low Essence,,,,427,130,10,1,30,1833,185,583,,,,,6,,,,LNAT061
Essence,,,,427,185,10,1,34,1834,185,583,,,,,6,,,,LNAT062
Low Ether,,,,427,255,10,1,38,1835,185,583,,,,,6,,,,LNAT063
Ether,,,,427,340,10,1,42,1836,185,583,,,,,6,,,,LNAT064
High Ether,,,,427,450,10,1,46,1837,185,583,,,,,6,,,,LNAT065
Elixir,,,,427,580,10,1,50,1838,185,583,,,,,6,,,,LNAT066
Hime,,,,427,805,10,1,56,1839,185,583,,,,,6,,,,LNAT067
Low Enthiric,,,,427,1000,10,1,60,1840,185,583,,,,,6,,,,LNAT068
Enthiric,,,,427,1235,10,1,64,1841,185,583,,,,,6,,,,LNAT069
Hermes,,,,427,1505,10,1,68,1842,185,583,,,,,6,,,,LNAT070
Gray Powder,,,,428,55,8,1,6,1859,253,583,,,,,7,,,,LNAT071
Black Powder,,,,428,80,8,1,8,1860,253,583,,,,,7,,,,LNAT072
Green Powder,,,,428,105,8,1,10,1861,253,583,,,,,7,,,,LNAT073
Blue Powder,,,,428,150,8,1,13,1862,253,583,,,,,7,,,,LNAT074
Pink Powder,,,,428,205,8,1,16,1863,253,583,,,,,7,,,,LNAT075
Orange Powder,,,,428,270,8,1,19,1864,253,583,,,,,7,,,,LNAT076
Red Powder,,,,428,375,8,1,23,1865,253,583,,,,,7,,,,LNAT077
Golden Powder,,,,428,500,5,1,27,1866,253,583,,,,,7,,,,LNAT078
Transparent Powder,,,,428,640,5,1,31,1894,253,583,,,,,7,,,,LNAT079
Rainbow Powder,,,,428,790,5,1,35,1895,253,583,,,,,7,,,,LNAT080
Lisent (Fe),,,,428,1015,5,1,40,1014,253,583,,,,,7,,,,LNAT081
Lisent (Cu),,,,428,1275,5,1,45,1015,253,583,,,,,7,,,,LNAT082
Lisent (Pb),,,,428,1560,5,1,50,1016,253,583,,,,,7,,,,LNAT083
Lisent (Al),,,,428,1780,5,1,54,1017,253,583,,,,,7,,,,LNAT084
Lisent (Hg),,,,428,2005,5,1,58,1018,253,583,,,,,7,,,,LNAT085
Lisent (Na),,,,428,2225,5,1,62,1019,253,583,,,,,7,,,,LNAT086
Lisent (Cr),,,,428,2435,5,1,66,1020,253,583,,,,,7,,,,LNAT087
Lisent (Au),,,,428,2635,5,1,70,1021,253,583,,,,,7,,,,LNAT088
Lisent (Ra),,,,428,2905,5,1,75,1022,253,583,,,,,7,,,,LNAT089
Lisent (U),,,6,428,3155,5,1,80,1025,253,583,,,,,7,,,,LNAT090
Ink,,,,429,265,5,1,30,1742,183,583,,,,,8,,,,LNAT091
Distilled Water,,,,429,305,5,1,32,1743,183,583,,,,,8,,,,LNAT092
Oil,,,,429,345,5,1,34,1744,183,583,,,,,8,,,,LNAT093
Rubber Sap,,,,429,395,5,1,36,1745,183,583,,,,,8,,,,LNAT094
Glue,,,,429,450,5,1,38,1746,183,583,,,,,8,,,,LNAT095
Alcohol,,,,429,505,5,1,40,1747,183,583,,,,,8,,,,LNAT096
Dyes,,,,429,570,5,1,42,1748,183,583,,,,,8,,,,LNAT097
Coal,,,,429,265,5,1,30,1749,183,583,,,,,8,,,,LNAT098
Broken Metal Fragment,,,,429,305,5,1,32,1906,183,583,,,,,8,,,,LNAT099
Gunpowder,,,,429,345,5,1,34,1907,183,583,,,,,8,,,,LNAT100
Thick Iron Piece,,,,429,395,5,1,36,1908,183,583,,,,,8,,,,LNAT101
Sharp Iron Piece,,,,429,450,5,1,38,1909,162,583,,,,,8,,,,LNAT102
Papyrus sheet,,,,429,505,5,1,40,2145,162,583,,,,,8,,,,LNAT103
Gold Bar,,,,429,40000,5,5,60,2146,162,583,,,,,8,,,,LNAT104
Canopic Jar (A),,,,429,806,5,1,41,2147,162,583,,,,,8,,,,LNAT105
Canopic Jar (B),,,,429,895,5,1,42,2148,162,583,,,,,8,,,,LNAT106
Canopic Jar (C),,,,429,931,5,1,43,2149,162,583,,,,,8,,,,LNAT107
Canopic Jar (D),,,,429,1065,5,1,44,2150,162,583,,,,,8,,,,LNAT108
Lisent (Ag),,,,428,1900,5,1,56,1532,253,583,,,,,7,,,,LNAT109
-,,,,429,1050,5,1,54,,162,583,,,,,8,,,,
Iron Thread,,,,429,265,2,1,30,1918,162,583,,,,,8,,,,LNAT111
Silver Thread,,,,429,345,2,1,34,1919,162,583,,,,,8,,,,LNAT112
Gold Thread,,,,429,450,2,1,38,1920,162,583,,,,,8,,,,LNAT113
Platinum Thread,,,,429,570,2,1,42,1921,162,583,,,,,8,,,,LNAT114
Precious Platinum Thread,,,,429,705,2,1,46,1922,162,583,,,,,8,,,,LNAT115
Netil,,,,429,265,2,1,30,1924,162,583,,,,,8,,,,LNAT116
Metil,,,,429,345,2,1,34,1925,162,583,,,,,8,,,,LNAT117
Etil,,,,429,450,10,1,38,1926,162,583,,,,,8,,,,LNAT118
Petil,,,,429,570,10,1,42,1927,162,583,,,,,8,,,,LNAT119
Setil,,,,429,705,5,1,46,1928,162,583,,,,,8,,,,LNAT120
Crystal Stone,,,,429,265,5,1,30,1929,162,583,,,,,8,,,,LNAT121
Wind Stone,,,,429,345,5,1,34,1930,162,583,,,,,8,,,,LNAT122
Earth Stone,,,,429,450,5,1,38,1931,162,583,,,,,8,,,,LNAT123
Fire Stone,,,,429,570,5,1,42,1932,162,583,,,,,8,,,,LNAT124
Light Stone,,,,429,705,5,1,46,1933,162,583,,,,,8,,,,LNAT125
Lesian,,,,429,265,5,1,30,1934,162,583,,,,,8,,,,LNAT126
Misian,,,,429,345,5,1,34,1935,162,583,,,,,8,,,,LNAT127
Hersian,,,,429,450,5,1,38,1937,162,583,,,,,8,,,,LNAT128
Jilsian,,,,429,570,5,1,42,1938,162,583,,,,,8,,,,LNAT129
Lusian,,,,429,705,5,1,46,1939,162,583,,,,,8,,,,LNAT130
Ancient Copper Coin,,,,430,20,5,1,20,2103,162,583,,,,,,,,,LNAT131
Ancient Silver Coin,,,,430,40,5,1,40,2104,162,583,,,,,,,,,LNAT132
Ancient Gold Coin,,,,430,60,5,1,60,2116,162,583,,,,,,,,,LNAT133
Rainbow Thread,,,,429,855,2,1,50,1901,162,583,,,,,8,,,,LNAT134
Gypsy Tears,,,,429,855,5,1,50,1804,162,583,,,,,8,,,,LNAT135
Dark Stone,,,,429,855,5,1,50,1902,162,583,,,,,8,,,,LNAT136
Rainbow Stone,,,,429,1020,5,1,54,1903,162,583,,,,,8,,,,LNAT137
Ancient Tablet5,,,,430,6530,5,1,90,1753,162,583,,,,,,,,,LNAT138
Bamboo,,,,429,1445,5,1,55,2115,211,583,,,,,,,,,LNAT139
,,,,430,1830,5,1,55,,162,583,,,,,,,,,
Oro's Secrets,,,,430,2275,5,1,60,2102,162,583,,,,,,,,,LNAT141
Coin of Eucar Tribe,,,,430,500,0,1,32,2119,162,583,,,,,,,,,LNAT142
Ocarina Pieces,,,,430,845,5,1,40,2120,162,583,,,,,,,,,LNAT143
Ice Key Fragment,,,,430,1060,5,1,44,2121,162,583,,,,,,,,,LNAT144
,,,,430,190,5,1,20,,162,583,,,,,,,,,
Rusty Bell,,,,430,175,5,1,25,1753,162,583,,,,,,,,,LNAT146
Colorful Paper,,,,430,505,5,1,40,1753,162,583,,,,,,,,,LNAT147
Match,,,,430,15,5,1,5,1753,162,583,,,,,,,,,LNAT148
Ripped Book,,,,430,265,5,1,30,1753,162,583,,,,,,,,,LNAT149
,,,,430,115,5,1,20,,162,583,,,,,,,,,
Black Hearts,,,,429,305,5,1,18,1911,164,583,,,,,8,,,,LNAT151
Green Hearts,,,,429,495,5,1,23,1912,164,583,,,,,8,,,,LNAT152
Blue Hearts,,,,429,875,5,1,30,1913,164,583,,,,,8,,,,LNAT153
Pink Hearts,,,,429,1590,5,1,39,1914,164,583,,,,,8,,,,LNAT154
Red Hearts,,,,429,3030,5,1,51,1915,164,583,,,,,8,,,,LNAT155
Golden Hearts,,,,429,5800,5,1,66,1916,164,583,,,,,8,,,,LNAT156
White Hearts,,,,429,11575,5,1,86,1917,164,583,,,,,8,,,,LNAT157
,,,,429,375,5,1,20,,,583,,,,,8,,,,
,,,,429,375,5,1,20,,,583,,,,,8,,,,
,,,,429,375,5,1,20,,,583,,,,,8,,,,
Green Crystal,,,,429,845,10,1,40,1963,197,583,,,,,8,,,,LNAT161
Blue Crystal,,,,429,945,10,1,42,1964,198,583,,,,,8,,,,LNAT162
Red Crystal,,,,429,1060,10,1,44,1965,199,583,,,,,8,,,,LNAT163
White Crystal,,,,429,1445,10,1,50,1966,200,583,,,,,8,,,,LNAT164
,,,,429,1830,10,1,55,,201,583,,,,,8,,,,
,,,,429,2275,10,1,60,,197,583,,,,,8,,,,
,,,,429,2790,10,1,65,,198,583,,,,,8,,,,
,,,,429,3375,10,1,70,,199,583,,,,,8,,,,
,,,,429,4040,10,1,75,,200,583,,,,,8,,,,
Hook Wing Piece,,,,429,4780,10,1,40,5362,211,583,,,,,8,,,,LNAT170
Thin Insect Shell,,,,429,60,0,1,12,1969,211,583,,,,,,,,,LNAT171
Thick Insect Shell,,,,429,70,0,1,13,1970,211,583,,,,,,,,,LNAT172
Limpid Skin,,,,429,90,0,1,15,1971,211,583,,,,,,,,,LNAT173
Sticky Husk,,,,429,100,0,1,16,1972,211,583,,,,,,,,,LNAT174
Insect Feeler,,,,429,80,0,1,14,1973,211,583,,,,,,,,,LNAT175
Insect Leg,,,,429,90,0,1,15,1974,211,583,,,,,,,,,LNAT176
Insect Wing,,,,429,110,0,1,17,1976,211,583,,,,,,,,,LNAT177
Sticky Liquid,,,,429,100,0,1,16,1977,211,583,,,,,,,,,LNAT178
Weed Root,,,,429,80,0,1,14,1978,211,583,,,,,,,,,LNAT179
Weed Stem,,,,429,90,0,1,15,1979,211,583,,,,,,,,,LNAT180
Pollen,,,,429,120,0,1,18,1980,211,583,,,,,,,,,LNAT181
Thin Leaf,,,,429,100,0,1,16,1981,211,583,,,,,,,,,LNAT182
Thick Leaf,,,,429,120,0,1,18,1982,211,583,,,,,,,,,LNAT183
Plant Seed,,,,429,150,0,1,20,1983,211,583,,,,,,,,,LNAT184
White Animal Tail Fur,,,,429,135,0,1,19,1984,211,583,,,,,,,,,LNAT185
Red Animal Tail Fur,,,,429,165,0,1,21,1985,211,583,,,,,,,,,LNAT186
Black Animal Tail Fur,,,,429,180,0,1,22,1986,211,583,,,,,,,,,LNAT187
Animal Tail Fur,,,,429,215,0,1,24,1987,211,583,,,,,,,,,LNAT188
Predator Claw,,,,429,255,0,1,26,1989,211,583,,,,,,,,,LNAT189
Bark,,,,429,200,0,1,23,1990,211,583,,,,,,,,,LNAT190
Animal Leg Bone,,,,429,280,0,1,27,1991,211,583,,,,,,,,,LNAT191
Animal Backbone,,,,429,350,0,1,30,1992,211,583,,,,,,,,,LNAT192
Frozen Animal Fur,,,,429,600,0,1,38,2122,211,583,,,,,,,,,LNAT193
Ice Shard,,,,429,675,0,1,40,2123,211,583,,,,,,,,,LNAT194
Broken Horn,,,,429,800,0,1,43,2124,211,583,,,,,,,,,LNAT195
Bird Feather,,,,429,675,0,1,40,1968,211,583,,,,,,,,,LNAT196
Nymph Powder,,,,429,895,0,1,45,1993,211,583,,,,,,,,,LNAT197
Little Angel Feather,,,,429,995,0,1,47,1994,211,583,,,,,,,,,LNAT198
Little Devil Feather,,,,429,1045,0,1,48,2012,211,583,,,,,,,,,LNAT199
Dragon Scale,,,,429,1155,0,1,50,2013,211,583,,,,,,,,,LNAT200
Steam Oil,,,,429,45,0,1,15,1940,162,583,,,,,8,,,,LNAT201
Steam Heat,,,,429,75,0,1,20,1941,162,583,,,,,8,,,,LNAT202
Steam Viper,,,,429,120,0,1,25,1942,162,583,,,,,8,,,,LNAT203
Mana Metal,,,,429,175,0,1,30,1943,162,583,,,,,8,,,,LNAT204
Mana Oil,,,,429,250,0,1,35,1944,162,583,,,,,8,,,,LNAT205
Mana Heat,,,,429,340,0,1,40,1945,162,583,,,,,8,,,,LNAT206
Mana Generator,,,,429,445,0,1,45,1946,162,583,,,,,8,,,,LNAT207
Mana Crystal,,,,429,580,0,1,50,1947,162,583,,,,,8,,,,LNAT208
Mana Article,,,,429,730,0,1,55,1948,162,583,,,,,8,,,,LNAT209
Mana Load,,,,429,910,0,1,60,1951,162,583,,,,,8,,,,LNAT210
Wooden Cart Schematic,,,,430,1750,0,1,30,1952,162,583,,,,,,,,,LNAT211
Sporty Cart Schematic,,,,430,2020,0,1,32,1953,162,583,,,,,,,,,LNAT212
Bull Cart Schematic,,,,430,1750,0,1,30,1954,162,583,,,,,,,,,LNAT213
MiniTank Schematic,,,,430,2025,0,1,30,9477,162,583,,,,,,,,,LNAT214
Lost Technology Schematic,,,,430,2060,0,1,30,9478,162,583,,,,,,,,,LNAT215
,,,,430,3375,0,1,40,,162,583,,,,,,,,,
,,,,430,3790,0,1,42,,162,583,,,,,,,,,
,,,,430,4235,0,1,44,,162,583,,,,,,,,,
,,,,430,4710,0,1,46,,162,583,,,,,,,,,
,,,,430,5225,0,1,48,,162,583,,,,,,,,,
Cart Engine Schematic,,,,430,1750,0,1,30,1954,162,583,,,,,,,,,LNAT221
,,,,430,2020,0,1,32,,162,583,,,,,,,,,
,,,,430,2315,0,1,34,,162,583,,,,,,,,,
,,,,430,2640,0,1,36,,162,583,,,,,,,,,
,,,,430,2995,0,1,38,,162,583,,,,,,,,,
Woodstock Schematic,,,,430,2625,0,1,30,1955,162,583,,,,,,,,,LNAT226
Lifman Schematic,,,,430,3030,0,1,32,1956,162,583,,,,,,,,,LNAT227
Blastwork Schematic,,,,430,3475,0,1,34,5896,162,583,,,,,,,,,LNAT228
Armored Gear Schematic,,,,430,3960,0,1,36,8344,162,583,,,,,,,,,LNAT229
Heavygear Schematic,,,,430,3330,0,1,33,1959,162,583,,,,,,,,,LNAT230
Castle Gear Engine Schematic,,,,430,2625,0,1,30,1957,162,583,,,,,,,,,LNAT231
Admonishment Ruler Schematic,,,,430,3030,0,1,32,9667,162,583,,,,,,,,,LNAT232
,,,,430,3475,0,1,34,,162,583,,,,,,,,,
,,,,430,3960,0,1,36,,162,583,,,,,,,,,
Castle Gear Arm Schematic,,,,430,2625,0,1,30,1958,162,583,,,,,,,,,LNAT235
Crystal Drill Arms Schematic,,,,430,3030,0,1,32,4026,162,583,,,,,,,,,LNAT236
Armored Blades Schematic,,,,430,3525,0,1,34,2381,162,583,,,,,,,,,LNAT237
,,,,430,3960,0,1,36,,162,583,,,,,,,,,
Menes Glyph,,,,430,50000,0,1,80,5676,162,583,,,,,,,,,LNAT239
Magic Snow,,,,430,5000,0,1,40,5480,162,583,,,,,,,,,LNAT240
Frozen Shard,,,,429,20352,5,1,75,3829,162,583,,,,,8,,,,LNAT241
Ore of Frost,,,,429,34423,5,1,60,3830,162,583,,,,,8,,,,LNAT242
Soul Amber Fragment,,,,429,42164,5,1,80,5282,162,583,,,,,8,,,,LNAT243
Ametrine of the Mage,,,,429,35000,5,1,60,5558,162,583,,,,,8,,,,LNAT244
Ancient Tablet1,,,,430,1445,5,1,50,1753,162,583,,,,,0,,,,LNAT245
Ancient Tablet2,,,,430,2275,5,1,60,1753,162,583,,,,,0,,,,LNAT246
Ancient Tablet3,,,,430,3375,5,1,70,1753,162,583,,,,,0,,,,LNAT247
Ancient Tablet4,,,,430,4780,5,1,80,1753,162,583,,,,,0,,,,LNAT248
Ancient Tablet5,,,,430,6530,5,1,90,1753,162,583,,,,,0,,,,LNAT249
Archangel Feather,,,,429,3402,0,1,52,2113,211,583,,,,,,,,,LNAT250
Archdevil Feather,,,,429,3402,0,1,52,2114,211,583,,,,,,,,,LNAT251
Cactus,,,,429,7547,0,1,55,2562,211,583,,,,,,,,,LNAT252
Mystic Sand,,,,429,4636,0,1,55,2563,211,583,,,,,,,,,LNAT253
Ancient Tooth,,,,429,4323,0,1,55,2561,211,583,,,,,,,,,LNAT254
Beryl,,,,429,8756,0,2,60,2565,162,583,,,,,,,,,LNAT255
Spodume,,,,429,8674,0,2,60,2566,162,583,,,,,,,,,LNAT256
Zircon,,,,429,8092,0,2,60,2567,162,583,,,,,,,,,LNAT257
Malachite,,,,429,8964,0,2,60,2568,162,583,,,,,,,,,LNAT258
Star Quartz,,,,429,8764,0,2,60,2569,162,583,,,,,,,,,LNAT259
Cactus Thorn,,,,429,3401,0,1,50,2564,211,583,,,,,,,,,LNAT260
Wolf Claw,,,,429,465,0,1,34,2125,211,583,,,,,,,,,LNAT261
Yeti Charm,,,,429,530,0,1,36,2126,211,583,,,,,,,,,LNAT262
Ruper Crest,,,,429,600,0,1,38,2127,211,583,,,,,,,,,LNAT263
Giant's Heart,,,,429,675,0,1,40,2128,211,583,,,,,,,,,LNAT264
Frozen Scales,,,,429,760,0,1,42,2129,211,583,,,,,,,,,LNAT265
,,,,429,845,0,1,44,2130,211,583,,,,,,,,,
Huge Horn,,,,429,940,0,1,46,2132,211,583,,,,,,,,,LNAT266
,,,,429,1045,0,1,48,2133,211,583,,,,,,,,,
,,,,429,1155,0,1,50,2134,211,583,,,,,,,,,
Behemoth Tendon,,,,429,1270,0,1,52,2135,211,583,,,,,,,,,LNAT267
Sharp Thorn,,,,429,845,0,1,37,2139,211,583,,,,,,,,,LNAT268
Noctilucent Leaf,,,,429,900,0,1,38,2137,211,583,,,,,,,,,LNAT269
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Spider Web,,,,429,900,0,1,38,2138,211,583,,,,,,,,,LNAT275
Killer Leaf,,,,429,915,0,1,37,2136,211,583,,,,,,,,,LNAT276
Paper Wing Pieces,,,,429,975,0,1,38,2134,211,583,,,,,,,,,LNAT277
Plasma,,,,429,915,0,1,37,2133,211,583,,,,,,,,,LNAT278
Sikuku Costume,,,,429,1175,0,1,35,2140,211,583,,,,,,,,,LNAT279
,,,,,,,,,,,583,,,,,,,,,
Ore of Magic,,,,429,20419,5,1,60,2597,162,583,,,,,8,,,,LNAT284
Ball And Chain,,,,429,1180,0,1,40,2091,162,583,,,,,,,,,LNAT285
Torch,,,,429,1230,0,1,41,2096,162,583,,,,,,,,,LNAT286
Warden Shell,,,,429,1290,0,1,42,2097,162,583,,,,,,,,,LNAT287
Talisman,,,,429,1380,0,1,43,2098,162,583,,,,,,,,,LNAT288
Ore of Power,,,,429,21041,5,1,55,2584,162,583,,,,,8,,,,LNAT289
Ore of Darkness,,,,429,20419,5,1,60,2585,162,583,,,,,8,,,,LNAT290
Ore of Water,,,,429,7020,5,1,45,2572,162,583,,,,,8,,,,LNAT291
Ore of Wind,,,,429,6052,5,1,45,2570,162,583,,,,,8,,,,LNAT292
Ore of Earth,,,,429,7020,5,1,45,2583,162,583,,,,,8,,,,LNAT293
Ore of Fire,,,,429,8205,5,1,45,2571,162,583,,,,,8,,,,LNAT294
Spiritual Stone of Water,,,,429,5485,5,1,45,1913,161,583,,,,,8,,,,LNAT295
Spiritual Stone of Wind,,,,429,5485,5,1,55,1912,161,583,,,,,8,,,,LNAT296
Spiritual Stone of Earth,,,,429,5485,5,1,55,1916,161,583,,,,,8,,,,LNAT297
Spiritual Stone of Fire,,,,429,5485,5,1,55,1915,161,583,,,,,8,,,,LNAT298
Spiritual Stone of Arua,,,,429,36565,5,1,86,1917,161,583,,,,,8,,,,LNAT299
Upcoming Item,,,,430,1,5,1,30,1753,162,583,,,,,,,,,LNAT300
Wooden Arrow,,,,431,1,0,0,6,1872,204,582,,,,,,151,,,LNAT301
Bone Arrow,,,,431,2,0,0,9,6631,204,582,,,,,,151,,,LNAT302
Stone Arrow,,,,431,3,0,0,14,6632,204,582,,,,,,152,,,LNAT303
Claw Arrow,,,,431,4,0,0,15,6633,204,582,,,,,,152,,,LNAT304
Metal Arrow,,,,431,5,0,0,18,6634,204,582,,,,,,153,,,LNAT305
Gilded Arrow,,,,431,7,0,0,20,6635,204,582,,,,,,153,,,LNAT306
Platinum Arrow,,,,431,13,0,0,31,6636,204,582,,,,,,153,,,LNAT307
No Arrows,,,,431,0,0,0,0,7359,204,582,,,,,,151,,,LNAT308
No Bullets,,,,432,0,0,0,0,7360,205,582,,,,,,171,,,LNAT309
No Shells,,,,433,0,0,0,0,7361,203,582,,,,,,191,,,LNAT310
Fire Arrow,,,,431,3,0,0,12,1878,204,582,,,,,,161,,,LNAT311
White Night Arrow,,,,431,6,0,0,18,1879,204,582,,,,,,293,,,LNAT312
Demon Arrow,,,,431,9,0,0,22,1880,204,582,,,,,,292,,,LNAT313
Nymph Arrow,,,,431,13,0,0,28,1881,204,582,,,,,,310,,,LNAT314
Elven Arrow,,,,431,18,0,0,34,1882,204,582,,,,,,309,,,LNAT315
Lightning Arrow,,,,431,22,0,0,38,1883,204,582,,,,,,163,,,LNAT316
Storm Arrow,,,,431,29,0,0,42,2107,204,582,,,,,,164,,,LNAT317
Cherry Blossom Arrow,,,,431,29,0,0,42,2108,204,582,,,,,,294,,,LNAT318
Vengeance Arrow,,,,431,38,0,0,47,2607,204,582,,,,,,295,,,LNAT319
Angelic Arrow,,,,431,42,0,0,51,2610,204,582,,,,,,597,,,LNAT320
Bean Bullet,,,,432,2,0,0,8,1885,205,582,,,,,,171,,,LNAT321
Bullet,,,,432,3,0,0,11,1886,205,582,,,,,,171,,,LNAT322
Lead Bullet,,,,432,4,0,0,15,1887,205,582,,,,,,172,,,LNAT323
Plated Bullet,,,,432,6,0,0,18,1888,205,582,,,,,,285,,,LNAT324
Silver-Plated Bullet,,,,432,10,0,0,25,1889,205,582,,,,,,286,,,LNAT325
Gold-Plated Bullet,,,,432,12,0,0,30,1890,205,582,,,,,,287,,,LNAT326
Platinum Bullet,,,,432,18,0,0,33,2110,205,582,,,,,,288,,,LNAT327
Chromium Bullet,,,,432,26,0,0,38,2111,205,582,,,,,,289,,,LNAT328
Zuly Bullet,,,,432,26,0,0,38,2090,205,582,,,,,,290,,,LNAT329
,,,,432,51,0,0,50,,205,582,,,,,,173,,,
Fire Bullet,,,,432,2,0,1,9,1891,205,582,,,,,,176,,,LNAT331
Cold Bullet,,,,432,3,0,1,12,1892,205,582,,,,,,177,,,LNAT332
Poison Bullet,,,,432,4,0,1,15,1893,205,582,,,,,,178,,,LNAT333
Vortex Bullet,,,,432,34,0,0,43,2608,205,582,,,,,,291,,,LNAT334
Nova Bullet,,,,432,38,0,0,47,2611,205,582,,,,,,598,,,LNAT335
,,,,432,19,0,1,38,,205,582,,,,,,177,,,
,,,,432,27,0,1,47,,205,582,,,,,,177,,,
,,,,432,33,0,1,52,,205,582,,,,,,177,,,
