Name,Id,Type,MotionType,MotionName,Hand,AttackPower,AttackSpeed,Range,Quality,IconIdx,BasePrice,PriceRate,AtkStartSound,AtkHitSoundType,BulletEffect,AtkFireSound,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,Mesh,TextureSrc,StlKey,DisplayName,Description,HitSound
weapon_12,12,211,1,OHSword,Right,108,10,200,59,921,70850,0,38,5,0,0,31,88,10,156,,,,,52,35,246,/Game/Characters/Modular/Weapons/weapon_12/weapon_12/SkeletalMeshes/weapon_12,3Ddata/WEAPON/WEAPON/onehand/osw10/osw10.dds,LWEA012,Blood Sword,A sword cursed with the blood of hundreds. It craves blood.,
weapon_13,13,211,1,OHSword,Right,120,10,200,62,923,93250,0,38,5,0,0,31,95,10,167,,,,,53,40,246,/Game/Characters/Modular/Weapons/weapon_13/weapon_13/SkeletalMeshes/weapon_13,3Ddata/WEAPON/WEAPON/onehand/osw26/osw26.dds,LWEA013,Katana,The sword of choice for veteran samurai.,
weapon_14,14,211,1,OHSword,Right,138,11,200,65,924,124500,0,38,5,0,0,31,102,10,178,,,,,55,45,246,/Game/Characters/Modular/Weapons/weapon_14/weapon_14/SkeletalMeshes/weapon_14,3Ddata/WEAPON/WEAPON/onehand/osw25/osw25.dds,LWEA014,Ice Sword,A mysterious sword that brings a cold gust with every brandish.,
weapon_15,15,211,1,OHSword,Right,145,10,200,68,925,152800,0,38,5,0,0,31,109,10,189,,,,,56,45,246,/Game/Characters/Modular/Weapons/weapon_15/weapon_15/SkeletalMeshes/weapon_15,3Ddata/WEAPON/WEAPON/onehand/osw24/osw24.dds,LWEA015,Flare Sword,A mysterious sword which creates a blaze at every brandish.,
weapon_16,16,211,1,OHSword,Right,158,10,200,70,926,189700,0,38,5,0,0,31,116,10,200,,,,,57,50,246,/Game/Characters/Modular/Weapons/weapon_16/weapon_16/SkeletalMeshes/weapon_16,3Ddata/WEAPON/WEAPON/onehand/osw33/osw33.dds,LWEA016,Lord Black Sun Sword,"A sword said to be used by the legendary lord, Black Sun. There are many imitations.",
weapon_17,17,211,1,OHSword,Right,179,11,200,73,927,246700,0,38,5,0,0,31,123,10,211,,,,,58,50,246,/Game/Characters/Modular/Weapons/weapon_17/weapon_17/SkeletalMeshes/weapon_17,3Ddata/WEAPON/WEAPON/onehand/osw34/osw34.dds,LWEA017,Flamboyant,A beautifully crafted sword that is effective in battle situations.,
weapon_18,18,211,1,OHSword,Right,184,10,200,76,928,284850,0,38,5,0,0,31,129,10,221,,,,,60,50,246,/Game/Characters/Modular/Weapons/weapon_18/weapon_18/SkeletalMeshes/weapon_18,3Ddata/WEAPON/WEAPON/onehand/osw35/osw35.dds,LWEA018,Righteous Sword,A magnificent sword decorated with large jewels.,
weapon_19,19,211,1,OHSword,Right,205,11,200,78,929,362500,0,38,5,0,0,31,135,10,230,,,,,61,50,246,/Game/Characters/Modular/Weapons/weapon_19/weapon_19/SkeletalMeshes/weapon_19,3Ddata/WEAPON/WEAPON/onehand/osw36/osw36.dds,LWEA019,Black Shamshir,A long sword attached to someone's skull. A strange sensation comes from gripping the handle.,
weapon_20,20,211,1,OHSword,Right,227,11,200,82,930,407500,0,38,5,0,0,31,145,10,246,,,,,62,50,246,/Game/Characters/Modular/Weapons/weapon_20/weapon_20/SkeletalMeshes/weapon_20,3Ddata/WEAPON/WEAPON/onehand/osw40/osw40.dds,LWEA020,Death Bringer,"Since ancient times, this sword has brought the spirit of death to whoever wields it.",
weapon_21,21,211,1,OHSword,Right,253,10,200,86,931,457500,0,38,5,0,0,31,155,10,261,,,,,64,50,246,/Game/Characters/Modular/Weapons/weapon_21/weapon_21/SkeletalMeshes/weapon_21,3Ddata/WEAPON/WEAPON/onehand/osw41/tsw41.dds,LWEA021,Death Expeller,"A sword, created together with the Death Bringer, that is imbued with the power to expel the spirit of death.",
weapon_22,22,211,1,OHSword,Right,306,11,250,90,932,617150,0,38,5,0,0,31,184,10,297,,,,,67,50,246,/Game/Characters/Modular/Weapons/weapon_22/weapon_22/SkeletalMeshes/weapon_22,3Ddata/WEAPON/WEAPON/onehand/osw51/osw51.dds,LWEA024,Dark Panther ,"A very light and sharp sword, contrary to its appearance.",
weapon_23,23,211,1,OHSword,Right,345,11,250,92,933,711600,0,38,5,0,0,31,200,10,312,,,,,69,40,246,/Game/Characters/Modular/Weapons/weapon_23/weapon_23/SkeletalMeshes/weapon_23,3Ddata/WEAPON/WEAPON/onehand/osw53/osw53.dds,LWEA025,Saint Blade Kreuz ,A sword glowing with blue light that is said to have been wielded in battle by a great hero of the Junon Order.,
weapon_24,24,211,1,OHSword,Right,278,11,250,87,907,475600,0,38,5,0,0,31,170,10,278,,,,,65,40,246,/Game/Characters/Modular/Weapons/weapon_24/weapon_24/SkeletalMeshes/weapon_24,3Ddata/WEAPON/WEAPON/onehand/osw44/osw44.dds,LWEA022,Simplex Saber,A simple One-Handed Sword with a rounded blade.,
weapon_25,25,211,1,OHSword,Right,365,10,250,88,908,512000,0,38,5,0,0,31,210,10,330,,,,,72,50,246,/Game/Characters/Modular/Weapons/weapon_25/weapon_25/SkeletalMeshes/weapon_25,3Ddata/WEAPON/WEAPON/onehand/osw45/osw45.dds,LWEA023,Mythril Rapier,A strengthened rapier forged out of mythril.,
weapon_26,26,211,1,OHSword,Right,425,11,250,90,3402,768000,0,38,5,0,0,31,230,10,350,18,10,,,90,30,246,/Game/Characters/Modular/Weapons/weapon_26/weapon_26/SkeletalMeshes/weapon_26,3DDATA/WEAPON/R2/WEAPON/OHS_220.dds,LWEA026,Viper Blade,"A small, lightweight scimitar commonly used in desert warfare.",
weapon_27,27,211,1,OHSword,Right,445,11,250,90,6422,768000,0,38,5,0,0,31,201,10,350,18,50,10,20,125,30,246,/Game/Characters/Modular/Weapons/weapon_27/weapon_27/SkeletalMeshes/weapon_27,3DDATA/WEAPON/R2/WEAPON/OHS_220_A.dds,LWEA026,Viper Blade,"A small, lightweight scimitar commonly used in desert warfare.",
weapon_28,28,211,1,OHSword,Right,445,11,250,90,6423,768000,0,38,5,0,0,31,201,10,350,20,50,10,20,125,30,246,/Game/Characters/Modular/Weapons/weapon_28/weapon_28/SkeletalMeshes/weapon_28,3DDATA/WEAPON/R2/WEAPON/OHS_220_B.dds,LWEA026,Viper Blade,"A small, lightweight scimitar commonly used in desert warfare.",
weapon_31,31,212,3,OHMace,Right,15,11,200,24,949,580,0,47,5,0,0,31,5,10,24,,,,,37,20,246,/Game/Characters/Modular/Weapons/weapon_31/weapon_31/SkeletalMeshes/weapon_31,3Ddata/WEAPON/WEAPON/onehand/osw14/osw14.dds,LWEA031,Wooden Bat,"A sturdy, reliable bat that's perfect for fighting daughter's boyfriends.",
weapon_32,32,212,3,OHMace,Right,20,11,200,26,950,1025,0,47,5,0,0,31,11,10,35,,,,,38,10,246,/Game/Characters/Modular/Weapons/weapon_32/weapon_32/SkeletalMeshes/weapon_32,3Ddata/WEAPON/WEAPON/onehand/osw20/osw20.dds,LWEA032,Monkey Wrench,"A handy, versatile tool that doubles as a weapon.",
weapon_33,33,212,3,OHMace,Right,31,12,200,30,951,2220,0,47,5,0,0,31,21,10,53,,,,,40,15,246,/Game/Characters/Modular/Weapons/weapon_33/weapon_33/SkeletalMeshes/weapon_33,3Ddata/WEAPON/WEAPON/onehand/osw5/osw5.dds,LWEA033,Buffoon Mace,A ridiculous Melee Weapon that looks out of place on the battlefield.,
weapon_34,34,212,3,OHMace,Right,39,11,200,34,952,4445,0,47,5,0,0,31,30,10,69,,,,,42,20,246,/Game/Characters/Modular/Weapons/weapon_34/weapon_34/SkeletalMeshes/weapon_34,3Ddata/WEAPON/WEAPON/onehand/osw27/osw27.dds,LWEA034,Ogre Mace,A solid weapon made from the skeleton of an Ogre.,
weapon_35,35,212,3,OHMace,Right,52,12,200,37,953,7920,0,47,5,0,0,31,39,10,84,,,,,44,25,246,/Game/Characters/Modular/Weapons/weapon_35/weapon_35/SkeletalMeshes/weapon_35,3Ddata/WEAPON/WEAPON/onehand/osw21/osw21.dds,LWEA035,Onion Mace,A simple Melee Weapon topped with an onion.,
weapon_36,36,212,3,OHMace,Right,63,12,200,41,954,13905,0,48,5,0,0,31,48,10,100,,,,,45,30,246,/Game/Characters/Modular/Weapons/weapon_36/weapon_36/SkeletalMeshes/weapon_36,3Ddata/WEAPON/WEAPON/onehand/osw7/osw7.dds,LWEA036,Ghost Bat,An enchanted bat readily used by demons.,
weapon_37,37,212,3,OHMace,Right,73,11,200,44,955,22400,0,48,5,0,0,31,57,10,115,,,,,47,35,246,/Game/Characters/Modular/Weapons/weapon_37/weapon_37/SkeletalMeshes/weapon_37,3Ddata/WEAPON/WEAPON/onehand/osw8/osw8.dds,LWEA037,Stone Hammer,The hammer of choice during the Stone Age.,
weapon_38,38,212,3,OHMace,Right,88,12,200,47,956,32050,0,48,5,0,0,31,65,10,129,,,,,49,40,246,/Game/Characters/Modular/Weapons/weapon_38/weapon_38/SkeletalMeshes/weapon_38,3Ddata/WEAPON/WEAPON/onehand/osw30/osw30.dds,LWEA038,Skeleton Hammer,A hammer made with a really tough skull.,
weapon_39,39,212,3,OHMace,Right,101,12,200,50,957,43600,0,48,5,0,0,31,73,10,142,,,,,50,50,246,/Game/Characters/Modular/Weapons/weapon_39/weapon_39/SkeletalMeshes/weapon_39,3Ddata/WEAPON/WEAPON/onehand/osw31/osw31.dds,LWEA039,Ice Hammer,A huge hammer made of ice crystals that won't melt.,
weapon_40,40,212,3,OHMace,Right,119,13,200,53,958,61250,0,48,5,0,0,31,81,10,156,,,,,52,50,246,/Game/Characters/Modular/Weapons/weapon_40/weapon_40/SkeletalMeshes/weapon_40,3Ddata/WEAPON/WEAPON/onehand/osw13/osw13.dds,LWEA040,Morning Star,A cast iron flail whose destructive potential is definitive of the term 'go medieval.',
weapon_41,41,212,3,OHMace,Right,129,12,200,56,959,79650,0,48,5,0,0,31,89,10,169,,,,,53,50,246,/Game/Characters/Modular/Weapons/weapon_41/weapon_41/SkeletalMeshes/weapon_41,3Ddata/WEAPON/WEAPON/onehand/osw6/osw6.dds,LWEA041,Pony Hammer,A hammer made of horseshoe that makes light sounds in battle.,
weapon_42,42,212,3,OHMace,Right,142,12,200,59,960,103600,0,48,5,0,0,31,96,10,181,,,,,54,60,246,/Game/Characters/Modular/Weapons/weapon_42/weapon_42/SkeletalMeshes/weapon_42,3Ddata/WEAPON/WEAPON/onehand/osw28/osw28.dds,LWEA042,Blood Mace,A cursed mace that thirsts for blood.,
weapon_43,43,212,3,OHMace,Right,150,11,200,62,962,126250,0,48,5,0,0,31,103,10,193,,,,,56,60,246,/Game/Characters/Modular/Weapons/weapon_43/weapon_43/SkeletalMeshes/weapon_43,3Ddata/WEAPON/WEAPON/onehand/osw29/osw29.dds,LWEA043,Scorpion Club,A hammer made from a poisonous scorpion's tail.,
weapon_44,44,212,3,OHMace,Right,170,12,200,64,963,165850,0,48,5,0,0,31,110,10,205,,,,,57,60,246,/Game/Characters/Modular/Weapons/weapon_44/weapon_44/SkeletalMeshes/weapon_44,3Ddata/WEAPON/WEAPON/onehand/osw22/osw22.dds,LWEA044,Battle Mace,A Melee Weapon that has been optimized for use in battle.,
weapon_45,45,212,3,OHMace,Right,193,13,200,67,964,216900,0,48,5,0,0,31,117,10,217,,,,,58,70,246,/Game/Characters/Modular/Weapons/weapon_45/weapon_45/SkeletalMeshes/weapon_45,3Ddata/WEAPON/WEAPON/onehand/osw32/osw32.dds,LWEA045,Great Hammer,A destructive hammer whose power rocks the very earth.,
weapon_46,46,212,3,OHMace,Right,201,12,250,70,965,262700,0,48,5,0,0,31,124,10,228,,,,,60,70,246,/Game/Characters/Modular/Weapons/weapon_46/weapon_46/SkeletalMeshes/weapon_46,3Ddata/WEAPON/WEAPON/onehand/osw37/osw37.dds,LWEA046,Forest Hammer,A legendary hammer used by Eldeon's wood workers.,
weapon_47,47,212,3,OHMace,Right,214,12,250,72,966,315950,0,48,5,0,0,31,130,10,238,,,,,61,60,246,/Game/Characters/Modular/Weapons/weapon_47/weapon_47/SkeletalMeshes/weapon_47,3Ddata/WEAPON/WEAPON/onehand/osw38/osw38.dds,LWEA047,Labor Hammer,A hammer with a beautiful jewel that symbolizes authority on Junon. There are many imitations.,
weapon_48,48,212,3,OHMace,Right,229,12,250,74,967,376350,0,48,5,0,0,31,136,10,248,,,,,62,70,246,/Game/Characters/Modular/Weapons/weapon_48/weapon_48/SkeletalMeshes/weapon_48,3Ddata/WEAPON/WEAPON/onehand/osw39/osw39.dds,LWEA048,Nirvana Hammer,A hammer that glitters with royal majesty as you rush into the heat of battle.,
weapon_49,49,212,3,OHMace,Right,253,12,250,78,969,421350,0,48,5,0,0,31,146,10,265,,,,,64,70,246,/Game/Characters/Modular/Weapons/weapon_49/weapon_49/SkeletalMeshes/weapon_49,3Ddata/WEAPON/WEAPON/onehand/osw42/osw42.dds,LWEA049,Doom Hammer,Just one swing from this destructive Melee Weapon can make the ground tremble with a thunderous roar.,
weapon_50,50,212,3,OHMace,Right,279,12,250,82,968,471350,0,48,5,0,0,31,156,10,282,,,,,66,70,246,/Game/Characters/Modular/Weapons/weapon_50/weapon_50/SkeletalMeshes/weapon_50,3Ddata/WEAPON/WEAPON/onehand/osw43/osw43.dds,LWEA050,Final Hammer,The ultimate Melee Weapon whose name signifies the end of the world.,
weapon_51,51,212,3,OHMace,Right,343,13,250,84,970,659050,0,48,5,0,0,31,186,10,319,,,,,69,70,246,/Game/Characters/Modular/Weapons/weapon_51/weapon_51/SkeletalMeshes/weapon_51,3Ddata/WEAPON/WEAPON/onehand/osw52/osw52.dds,LWEA053,Northern Light,A Melee Weapon with the golden shine of the Northern Lights.,
weapon_52,52,212,3,OHMace,Right,369,12,250,86,971,714500,0,48,5,0,0,31,200,10,332,,,,,71,80,246,/Game/Characters/Modular/Weapons/weapon_52/weapon_52/SkeletalMeshes/weapon_52,3Ddata/WEAPON/WEAPON/onehand/osw54/osw54.dds,LWEA054,Skull Breaker,A Melee Weapon shaped like a skull with studded iron spikes.,
weapon_53,53,212,3,OHMace,Right,295,12,250,83,946,500500,0,48,5,0,0,31,170,10,293,,,,,67,80,246,/Game/Characters/Modular/Weapons/weapon_53/weapon_53/SkeletalMeshes/weapon_53,3Ddata/WEAPON/WEAPON/onehand/osw46/osw46.dds,LWEA051,Bone Club,A dangerous weapon carved out of animal bone.,
weapon_54,54,212,3,OHMace,Right,389,13,250,84,947,540900,0,48,5,0,0,31,210,10,350,,,,,74,80,246,/Game/Characters/Modular/Weapons/weapon_54/weapon_54/SkeletalMeshes/weapon_54,3Ddata/WEAPON/WEAPON/onehand/osw47/osw47.dds,LWEA052,Heavy Bolt,A Melee Weapon designed to be used for an enormous Castle Gear.,
weapon_55,55,212,3,OHMace,Right,450,11,250,90,3403,598000,0,48,5,0,0,31,230,10,365,18,10,,,90,90,246,/Game/Characters/Modular/Weapons/weapon_55/weapon_55/SkeletalMeshes/weapon_55,3DDATA/WEAPON/R2/WEAPON/MACE_220.dds,LWEA055,Viper Sting,An extremely heavy morning star crafted of iron and gold.,
weapon_56,56,212,3,OHMace,Right,470,11,250,90,6424,598000,0,48,5,0,0,31,201,10,365,18,50,10,20,125,90,246,/Game/Characters/Modular/Weapons/weapon_56/weapon_56/SkeletalMeshes/weapon_56,3DDATA/WEAPON/R2/WEAPON/MACE_220_A.dds,LWEA055,Viper Sting,An extremely heavy morning star crafted of iron and gold.,
weapon_57,57,212,3,OHMace,Right,470,11,250,90,6425,598000,0,48,5,0,0,31,201,10,365,20,50,10,20,125,90,246,/Game/Characters/Modular/Weapons/weapon_57/weapon_57/SkeletalMeshes/weapon_57,3DDATA/WEAPON/R2/WEAPON/MACE_220_B.dds,LWEA055,Viper Sting,An extremely heavy morning star crafted of iron and gold.,
weapon_59,59,271,11,XBow,Right,32,10,2000,44,988,1680,0,0,0,151,71,31,20,10,10,,,,,38,10,246,/Game/Characters/Modular/Weapons/weapon_59/weapon_59/SkeletalMeshes/weapon_59,3Ddata/WEAPON/WEAPON/far/bog3/bog3.dds,LWEA059,Wooden Bow Gun,A simple Crossbow made of wood.,
weapon_60,60,271,11,XBow,Right,44,10,2000,48,989,4012,0,0,0,151,71,31,29,10,20,,,,,40,10,246,/Game/Characters/Modular/Weapons/weapon_60/weapon_60/SkeletalMeshes/weapon_60,3Ddata/WEAPON/WEAPON/far/bog5/bog5.dds,LWEA060,Basic Bow Gun,A basic bowgun crafted of dogwood.,
weapon_61,61,271,11,XBow,Right,52,10,2000,44,988,8155,0,0,0,151,71,31,40,10,32,,,,,42,10,246,/Game/Characters/Modular/Weapons/weapon_61/weapon_61/SkeletalMeshes/weapon_61,3Ddata/WEAPON/WEAPON/far/bog3/bog3.dds,LWEA061,Simple Bow Gun,A simple Crossbow that can be used with one hand.,
weapon_62,62,271,11,XBow,Right,65,10,2000,48,989,15240,0,0,0,151,71,31,50,10,42,,,,,44,10,246,/Game/Characters/Modular/Weapons/weapon_62/weapon_62/SkeletalMeshes/weapon_62,3Ddata/WEAPON/WEAPON/far/bog5/bog5.dds,LWEA062,Cutter Bow Gun,A Crossbow that fires bolts which can cut through anything.,
weapon_63,63,271,11,XBow,Right,71,8,2000,52,990,23130,0,0,0,151,71,31,59,10,52,,,,,45,15,246,/Game/Characters/Modular/Weapons/weapon_63/weapon_63/SkeletalMeshes/weapon_63,3Ddata/WEAPON/WEAPON/far/bog1/bog1.dds,LWEA063,Quick Bow Gun,A Crossbow that provides superior rapid firing power.,
weapon_64,64,271,11,XBow,Right,88,9,2200,56,991,39400,0,0,0,151,71,31,68,10,62,,,,,47,20,246,/Game/Characters/Modular/Weapons/weapon_64/weapon_64/SkeletalMeshes/weapon_64,3Ddata/WEAPON/WEAPON/far/bog4/bog4.dds,LWEA064,Crossbow Gun,A Crossbow which provides great destructive power.,
weapon_65,65,271,11,XBow,Right,106,10,2200,60,992,57050,0,0,0,151,71,31,77,10,69,,,,,48,20,246,/Game/Characters/Modular/Weapons/weapon_65/weapon_65/SkeletalMeshes/weapon_65,3Ddata/WEAPON/WEAPON/far/bog2/bog2.dds,LWEA065,Poison Bow Gun,A Crossbow smothered with poison curse magic.,
weapon_66,66,271,11,XBow,Right,119,10,2200,63,993,75050,0,0,0,151,71,31,85,10,78,,,,,49,20,246,/Game/Characters/Modular/Weapons/weapon_66/weapon_66/SkeletalMeshes/weapon_66,3Ddata/WEAPON/WEAPON/far/bog6/bog6.dds,LWEA066,Dark Bow Gun,A high quality Crossbow that comes in a polished black color.,
weapon_67,67,271,11,XBow,Right,128,9,2300,66,994,98500,0,0,0,151,71,31,93,10,82,,,,,51,25,246,/Game/Characters/Modular/Weapons/weapon_67/weapon_67/SkeletalMeshes/weapon_67,3Ddata/WEAPON/WEAPON/far/bog7/bog7.dds,LWEA067,Elf Bow Gun,"A gorgeous, yet simple to use, Crossbow that was used by the Elves.",
weapon_68,68,271,11,XBow,Right,149,10,2300,70,995,131900,0,0,0,151,71,31,101,10,92,,,,,52,25,246,/Game/Characters/Modular/Weapons/weapon_68/weapon_68/SkeletalMeshes/weapon_68,3Ddata/WEAPON/WEAPON/far/bog8/bog8.dds,LWEA068,Anima Bow Gun,A Crossbow infused with the power of nature.,
weapon_69,69,271,11,XBow,Right,165,10,2300,73,996,171900,0,0,0,151,71,31,109,10,95,,,,,53,30,246,/Game/Characters/Modular/Weapons/weapon_69/weapon_69/SkeletalMeshes/weapon_69,3Ddata/WEAPON/WEAPON/far/bog9/bog9.dds,LWEA069,OverGear Bow Gun,The most scientifically advanced Crossbow designed to eradicate foes.,
weapon_70,70,271,11,XBow,Right,192,10,2300,79,997,196900,0,0,0,151,71,31,122,10,99,,,,,55,30,246,/Game/Characters/Modular/Weapons/weapon_70/weapon_70/SkeletalMeshes/weapon_70,3Ddata/WEAPON/WEAPON/onehand/bog10/bog10.dds,LWEA070,Steel Bow Gun,"A Bow Gun, constructed of special material, that is powerful enough to pierce solid steel.",
weapon_71,71,271,11,XBow,Right,232,10,2400,84,998,231900,0,0,0,151,71,31,134,10,100,,,,,57,30,246,/Game/Characters/Modular/Weapons/weapon_71/weapon_71/SkeletalMeshes/weapon_71,3Ddata/WEAPON/WEAPON/onehand/bog11/bog11.dds,LWEA071,Mythril Bow Gun,"A Bow Gun, constructed out of mythril, which is stronger than the Mythril Bow.",
weapon_72,72,271,11,XBow,Right,256,10,2400,83,986,342950,0,0,0,151,71,31,210,10,155,,,,,57,30,246,/Game/Characters/Modular/Weapons/weapon_72/weapon_72/SkeletalMeshes/weapon_72,3Ddata/WEAPON/WEAPON/onehand/bog12/bog12.dds,LWEA072,Cyclone Bow Gun,A mysterious Crossbow that is said to be able to use the power of the wind.,
weapon_73,73,211,3,OHMace,Right,389,13,250,88,908,512000,0,48,5,0,0,31,210,10,330,26,50,,,72,50,246,/Game/Characters/Modular/Weapons/weapon_73/weapon_73/SkeletalMeshes/weapon_73,3DDATA/WEAPON/WEAPON/SPARTAN/spartan_spear.dds,LWEA073,Spartan Spear,Legendary spear used by the spartan army.,
weapon_74,74,233,9,Cannon,Right,398,15,3400,101,1267,1499100,0,84,0,191,78,31,200,10,164,15,20,,,60,20,246,/Game/Characters/Modular/Weapons/weapon_74/weapon_74/SkeletalMeshes/weapon_74,3DDATA/WEAPON/WEAPON/PHOTON/MicroParticle_Cannon.DDS,LWEA074,Micro Particle Cannon,A powerful cannon which electromagnetically charges photon particles whithin it's projectiles.,
weapon_75,75,271,11,XBow,Right,405,12,2500,110,3387,855000,0,0,0,151,71,31,230,10,170,18,10,,,90,30,246,/Game/Characters/Modular/Weapons/weapon_75/weapon_75/SkeletalMeshes/weapon_75,3DDATA/WEAPON/R2/WEAPON/BOWGUN_220.DDS,LWEA075,Akela Bowgun,"Bowgun of the lone wolf, enchanted with the power of wind.",
weapon_76,76,271,11,XBow,Right,425,12,2500,110,6426,855000,0,0,0,151,71,31,230,10,170,18,50,11,20,125,30,246,/Game/Characters/Modular/Weapons/weapon_76/weapon_76/SkeletalMeshes/weapon_76,3DDATA/WEAPON/R2/WEAPON/BOWGUN_220_A.DDS,LWEA075,Akela Bowgun,"Bowgun of the lone wolf, enchanted with the power of wind.",
weapon_77,77,271,11,XBow,Right,425,12,2500,110,6427,855000,0,0,0,151,71,31,230,10,170,20,50,11,20,125,30,246,/Game/Characters/Modular/Weapons/weapon_77/weapon_77/SkeletalMeshes/weapon_77,3DDATA/WEAPON/R2/WEAPON/BOWGUN_220_B.DDS,LWEA075,Akela Bowgun,"Bowgun of the lone wolf, enchanted with the power of wind.",
weapon_80,80,252,7,DSW,Right+Left,800,9,250,120,4734,100000,0,39,5,0,0,31,255,11,395,18,100,11,30,125,20,246,/Game/Characters/Modular/Weapons/weapon_80/weapon_80/SkeletalMeshes/weapon_80,3ddata/weapon/end/Hardened/hardened.dds,LWEA080,Hardened Unholy Dualwield of Burning,ETC iROSE,
weapon_82,82,271,11,XBow,Right,242,10,2400,96,3531,296000,0,0,0,151,71,31,145,10,111,,,,,58,30,246,/Game/Characters/Modular/Weapons/weapon_82/weapon_82/SkeletalMeshes/weapon_82,3DDATA/WEAPON/WEAPON/ZEPHYRBG/ZEPHYRBG.DDS,LWEA082,Zephyr Bow Gun,A converted Zephyr Long Bow which can be held in one hand.,
