,,,
3DDATA\MOTION\AVATAR\narsis_skill01_m1.zmo,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\avatar_come01_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_come01_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_select01_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_select01_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_point01_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_point01_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_selecting01_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_selecting01_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_pickup01_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_pickup01_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_delete01_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_delete01_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_come02_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_come02_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_select02_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_select02_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_point02_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_point02_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_selecting02_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_selecting02_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_pickup02_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_pickup02_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_delete02_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_delete02_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_come03_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_come03_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_select03_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_select03_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_point03_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_point03_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_selecting03_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_selecting03_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_pickup03_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_pickup03_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_delete03_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_delete03_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_come04_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_come04_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_select04_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_select04_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_point04_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_point04_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_selecting04_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_selecting04_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_pickup04_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_pickup04_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_delete04_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_delete04_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_come05_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_come05_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_select05_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_select05_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_point05_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_point05_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_selecting05_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_selecting05_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_pickup05_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_pickup05_f1.ZMO,,
3DDATA\MOTION\AVATAR\avatar_delete05_m1.ZMO,3DDATA\MOTION\AVATAR\avatar_delete05_f1.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_01.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_01.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_02.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_02.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_03.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_03.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_04.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_04.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_05.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_05.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_06.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_06.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_07.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_07.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_08.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_08.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_09.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_09.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_10.ZMO,3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_10.ZMO,,
,,,
3DDATA\MOTION\AVATAR\empty_2attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_2attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_2attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_2attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_2attack_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twohand_2attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_2attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bow_2attack_m1.zmo,,,
3DDATA\MOTION\AVATAR\bowgun_2attack_m1.zmo,,,
3DDATA\MOTION\AVATAR\gun_2attack_m1.zmo,,,
3DDATA\MOTION\AVATAR\cannon_2attack_m1.zmo,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_3attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_3attack_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\twoswd_3attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_3attack_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\twohand_3attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_3attack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bow_3attack_m1.zmo,,,
3DDATA\MOTION\AVATAR\bowgun_3attack_m1.zmo,,,
3DDATA\MOTION\AVATAR\gun_3attack_m1.zmo,,,
3DDATA\MOTION\AVATAR\cannon_3attack_m1.zmo,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_Leapcast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_Leaprotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_Leapattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_Leapcast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_Leaprotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_Leapattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_Leapcast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_Leaprotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_Leapattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_Leapcast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_Leaprotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_Leapattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_Leapcast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_Leaprotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_Leapattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_Leapattack_m1.ZMO,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_Heavycast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_Heavyrotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\empty_Heavyattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_Heavycast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_Heavyrotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onehand_Heavyattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_Heavycast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_Heavyrotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_Heavyattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_Heavycast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_Heavyrotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_Heavyattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_Heavycast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_Heavyrotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_Heavyattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_Heavycast_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_Heavyrotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\kartar_Heavyattack_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\bow_casting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bow_rotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bow_firing_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bowgun_casting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bowgun_rotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\bowgun_firing_m1.ZMO,,,
3DDATA\MOTION\AVATAR\gun_casting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\gun_rotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\gun_firing_m1.ZMO,,,
3DDATA\MOTION\AVATAR\cannon_casting_m1.ZMO,,,
3DDATA\MOTION\AVATAR\cannon_rotate_m1.ZMO,,,
3DDATA\MOTION\AVATAR\cannon_firing_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\onehand_spaceattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\onetool_spaceattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twoswd_spaceattack_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_spaceattack_m1.ZMO,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_manabolt_casting01_m1.zmo,,,
3DDATA\MOTION\AVATAR\onehand_manabolt_casting01_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\twohand_manabolt_casting01_m1.ZMO,,,
3DDATA\MOTION\AVATAR\twospear_manabolt_casting01_m1.ZMO,,,
,,,
3DDATA\MOTION\AVATAR\magic_manabolt_casting01_m1.ZMO,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_manabolt_rotate01_m1.zmo,,,
3DDATA\MOTION\AVATAR\onehand_manabolt_rotate01_m1.zmo,,,
,,,
3DDATA\MOTION\AVATAR\twohand_manabolt_rotate01_m1.zmo,,,
3DDATA\MOTION\AVATAR\twospear_manabolt_rotate01_m1.zmo,,,
,,,
3DDATA\MOTION\AVATAR\magic_manabolt_rotate01_m1.zmo,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\empty_manabolt_firing01_m1.zmo,,,
3DDATA\MOTION\AVATAR\onehand_manabolt_firing01_m1.zmo,,,
,,,
3DDATA\MOTION\AVATAR\twohand_manabolt_firing01_m1.zmo,,,
3DDATA\MOTION\AVATAR\twospear_manabolt_firing01_m1.zmo,,,
,,,
3DDATA\MOTION\AVATAR\magic_manabolt_firing01_m1.zmo,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_11.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_12.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_13.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_14.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_15.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_16.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_17.ZMO,,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_18.ZMO,,,
3DDATA\MOTION\AVATAR\DANCE_GANGNAMSTYLE_M1.ZMO,3DDATA\MOTION\AVATAR\DANCE_GANGNAMSTYLE_F1.ZMO,,
3DDATA\MOTION\AVATAR\AVATAR_ARUADANCE_19.ZMO,,,
