3Ddata\NPC\npc\terrorist\terrorist_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\hollydragon\hollydragon_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\akines\akines_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\danton\danton_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\marsiano\marsiano_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\ronwea\ronwea_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tyrant\tyrant_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tyrantmagic\tyrantmagic_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tyrantrider\tyrantrider_bone.ZMD,0,,,,,,,,,,,,,
3Ddata\NPC\etc\yetityrant\yetityrant_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\husehorn\husehorn_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\fronzenwing\fronzenwing_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\wintermaul\wintermaul_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\bulcan\bulcan_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\fabri\fabri_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\pvp\pvp_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\CastleGear02\CastleGear02.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\pvp2\pvpgirl_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\sujung\sujung_01.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\elia\elia_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\trample\trample_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\behemoth\behemoth_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\aid\aid_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\eliot\eliot_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\magitionrider\magitionrider_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\runawolf\runawolf_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\bluewolf\bluewolf_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\yeti\yeti_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\slag\slag_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\isutal\isutal_bone.zmd,,,,,,,,,,,,,,
3Ddata\NPC\npc\olag\Olag_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\basilisk\basilisk_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\healstone\healstone_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\angelica\angelica_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\manticore\manticore_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\elimental\elimental_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Ivan\Ivan_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\marsiano01\marsiano01_bone.zmd,,,,,,,,,,,,,,
3Ddata\NPC\npc\youngman2\youngman2_bone.zmd,,,,,,,,,,,,,,
3Ddata\NPC\npc\tree\tree_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\santa\santa_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\santa\badsanta_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Kiroro\Kiroro_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\pokjuk\pokjuk_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\trap\trap_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Tirwin\Tirwin_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\budeater\budeater_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\sealstone1\sealstone1.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\eater\eater_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Tirwin2\Tirwin_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\est\est_bone.ZMD,,,,,,,,,,,,,,
3Ddata\PAT\CART\cart01.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\astarot\astarot_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\sikukuA\sikukuA_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\sikukuF\sikukuF_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\spiderE\spiderE_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\ChaReu\ChaReu_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\sikukuB\s_tracer02_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\plant\nepenthes\nepenthes_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\kuper\kuper_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\pincers\pincers01.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Nel\Nel_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Khan\khan_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Dustin\Dustin_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\hooker\hooker_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Peppi\peppi_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\s_shaman01\s_shaman01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Jeffrey\Jeffrey_bone.zmd,,,,,,,,,,,,,,
3Ddata\NPC\animal\sikukuB\s_tracer01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\sikukuB\s_tracer03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\sikukuB\s_tracer04_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\ban3\ban3_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Dustin1\Dustin1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\turak\turak_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\monkey\monkey_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\yori\yori_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Judy\Judy_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Raknu\Raknu_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\moss1\moss_golem_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Harold\Harold_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Melt1\Melt1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Kir\kir_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\plant\Moss_Ent\Moss_Ent01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\plant\merdian\merdian_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\orphe01\Orphe01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Icanes\icanes_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\igor01\igor01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\ant01\ant_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\monster\monster01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\shari\shari_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\raccoon01\raccoon_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\raccoon01\raccoon_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\eudy01\eudy01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\arua_ghost\arua_ghost_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\wolf3\runa_wolf3_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\husehorn2\husehorn2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tyrantmagic4\tyrantmagic4_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\bulcan2\bulcan2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\behemoth2\behemoth2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\basilisk\basilisk_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\basilisk\basilisk_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\trample\trample_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\trample\trample_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\muse1\muse1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Icanes_E\Icanes_E.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Icanes_O\Icanes_O.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Icanes_G\Icanes_G.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\mrbong\mrbong_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\mrcan\mrcan_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\icanes05\icanes05_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Lunarismoldy\Lunarismoldy_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\eglooturtle\eglooturtle_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Dedieye\Dedieye_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\grandduke\grandduke_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\daisy\daisy_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\enkidu\enkidu_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\snowman1\snowman01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\snowman2\snowman02_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Penguin05\Penguin05_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Penguin06\Penguin06_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Penguin07\Penguin07_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Penguin02\Penguin02_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\penguin03\penguin03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\shamo\shamo_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Penguin04\Penguin04_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\chicken\chicken_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\chicken\chicken_son_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\bug\bug_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Lunar_hunter\Lunar_hunter.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tong\tong_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\ent\ent_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\lizard\lizard_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\redmelendino\redmelendino_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\melendino\melendino_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Quest_brinto\Quest_brinto.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Quest_ghost\Quest_ghost_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\zombi\zombi_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\harin\harin_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Brinto1\Brinto1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\brinto2\brinto2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\Book1\Book1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tumbler1\tumbler1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\priest1\priest1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\tombstone1\tombstone1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\priest2\priest2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\King_male01\King_male01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\quest_arua\quest_arua_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\priest3\priest3_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Unknown\Unknown_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\quest_fire\quest_fire_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\pig_poky\pig_poky_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Quest_qupid\Quest_qupid_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\G_Penguin04\G_Penguin04_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\plant\pumpkin_K\pumpkin_k_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Antares\Antares_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\robber\robber_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\ARCHBISHOP\archbishop_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\scavenger\scavenger_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Mummy_male01\Mummy male01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\sandman01\sandman01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Mummy_Female01\Mummy_Female01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Mummy_male03\Mummy_male03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\stoneguard01\stoneguard01.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Mummy_male06\Mummy_male06_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Mummy_Female02\Mummy_Female2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Lich01\Lich01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\plant\roam01_Fighter\roam01_Fighter_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Gargoyle_01_Fighter\Gargoyle_01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Gargoyle_01_Fighter\Gargoyle 03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\lion01_Fighter\lion01_Fighter01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\tiger01_Fighter\tiger01_Fighter_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\easteregg\easteregg_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\EasterBunny\easterbunny_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\stag02\stag02_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\ball_pet\ball_pet_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\flying_ball\flying_ball_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Jghost01\Jghost01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Vivec1\Vivec1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Vivec2\Vivec2_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\stag01\stag01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\stag03\stag03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Runa_wolf04\Runa_wolf04_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Sabretooth1\Sabretooth1_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\slave_male01\slave_male01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Dragon01\Dragon01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\s_warder01\s_warder01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Just_big_egg\Just_big_egg.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Dragon02\Dragon02_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\npc\Saber01\Saber01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\s_woman01\s_woman01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\slave_female01\slave_female01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\s_eater01\s_eater01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\s_kera01\s_kera01_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\s_eater03\s_eater03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\LUNA_gate02\LUNA_gate02_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\sirunmon\sirunmon_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\Redheart\redheart.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\etc\LUNA_gate03\LUNA_gate03_bone.ZMD,,,,,,,,,,,,,,
3Ddata\NPC\animal\EV_PigMon\EV_PigMon_bone.ZMD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3Ddata\NPC\etc\gacha_muku_dance01\gacha_muku_mon01.ZMD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3Ddata\NPC\animal\EV_PIGMON2\EV_PIGMON_BONE2.ZMD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
3Ddata\NPC\npc\osirisu\osirisu.ZMD,,,,,,,,,,,,,,
