Name,Id,SkillName,BaseSkillId,SkillLevel,PointCost,Tab,SkillType,Range,TargetFilter,Radius,Power,Harm,Status1,Status2,StatusType1,StatusType2,StatusHarmful1,StatusHarmful2,SuccessRatio,Duration,DamageType,UseAbility1,UseAmount1,UseAbility2,UseAmount2,CooldownSec,CooldownGroup,IncAbility1,IncValue1,IncRate1,IncAbility2,IncValue2,IncRate2,SummonPet,ActionMode,NeedWeapon1,NeedWeapon2,NeedWeapon3,NeedWeapon4,NeedWeapon5,RequiredClassSet,RequiredUnion1,NeedSkill1,NeedSkillLevel1,NeedSkill2,NeedSkillLevel2,NeedSkill3,NeedSkillLevel3,NeedAbility1,NeedAbilityValue1,NeedAbility2,NeedAbilityValue2,IconIdx,CastMotion,CastMotionSpeed,ActionMotion,ActionMotionSpeed,HitCount,BulletNo,FireSound,HitSound,ZulyCost,CastEffect,HitEffect,StlKey,DisplayName,Description
skill_133,133,Mining,130,4,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,LSKILL0130,Mining,Allows you to open Ore to find materials and items.
skill_134,134,Mining,130,5,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,LSKILL0130,Mining,Allows you to open Ore to find materials and items.
skill_135,135,Mining,130,6,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,LSKILL0130,Mining,Allows you to open Ore to find materials and items.
skill_181,181,???? ??????,181,1,1,0,3,0,5,0,0,1,0,0,0,0,0,0,0,0,0,17,15,0,0,0.0,0,0,0,0,0,0,0,0,1,211,212,221,222,223,41,0,0,0,0,0,0,0,0,0,0,0,32,111,100,91,100,2,0,0,67,0,0,371,,,
skill_190,190,TESTFLY,190,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,20,100,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_201,201,Weapon Mastery,201,1,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,6,0,43,8,0,0,0,211,212,221,222,223,41,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_202,202,Weapon Mastery,201,2,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,9,0,43,12,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_203,203,Weapon Mastery,201,3,7,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,12,0,43,16,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_204,204,Weapon Mastery,201,4,9,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,15,0,43,20,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_205,205,Weapon Mastery,201,5,11,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,18,0,43,24,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_206,206,Weapon Mastery,201,6,13,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,21,0,43,28,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_207,207,Weapon Mastery,201,7,15,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,24,0,43,32,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_208,208,Weapon Mastery,201,8,18,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,27,0,43,36,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_209,209,Weapon Mastery,201,9,21,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,30,0,43,40,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_210,210,Weapon Mastery,201,10,24,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,33,0,43,45,0,0,0,211,212,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0201,Weapon Mastery,"By using near attack weapon, you can raise your attack power"
skill_211,211,One-Hand Mastery,211,1,27,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,37,0,0,0,0,0,0,211,212,0,0,0,61,0,201,10,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_212,212,One-Hand Mastery,211,2,30,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,41,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_213,213,One-Hand Mastery,211,3,34,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,45,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_214,214,One-Hand Mastery,211,4,38,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,49,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_215,215,One-Hand Mastery,211,5,42,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,53,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_216,216,One-Hand Mastery,211,6,47,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,57,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_217,217,One-Hand Mastery,211,7,52,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,61,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_218,218,One-Hand Mastery,211,8,58,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,65,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_219,219,One-Hand Mastery,211,9,64,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,69,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_220,220,One-Hand Mastery,211,10,71,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,42,73,0,0,0,0,0,0,211,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,LSkill0211,One-Hand Mastery,"By using one-hand sword or blunt weapon, you can raise you attack power"
skill_221,221,Two-Hand Mastery,221,1,28,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,52,0,0,0,0,0,0,221,222,223,0,0,62,0,201,10,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_222,222,Two-Hand Mastery,221,2,32,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,58,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_223,223,Two-Hand Mastery,221,3,36,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,64,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_224,224,Two-Hand Mastery,221,4,40,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,70,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_225,225,Two-Hand Mastery,221,5,45,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,76,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_226,226,Two-Hand Mastery,221,6,50,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,82,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_227,227,Two-Hand Mastery,221,7,56,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,88,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_228,228,Two-Hand Mastery,221,8,62,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,95,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_229,229,Two-Hand Mastery,221,9,69,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,102,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_230,230,Two-Hand Mastery,221,10,77,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,110,0,0,0,0,0,0,221,222,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,LSkill0221,Two-Hand Mastery,"By using two-hand sword, ax or spear, you can raise your attack power"
skill_231,231,Harden Body,231,1,4,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,54,30,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,LSkill0231,Harden Body,"By hardening your body, you can increase your Max HP"
skill_232,232,Harden Body,231,2,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,LSkill0231,Harden Body,"By hardening your body, you can increase your Max HP"
skill_233,233,Harden Body,231,3,6,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,54,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,LSkill0231,Harden Body,"By hardening your body, you can increase your Max HP"
