Name,Id,Type,Defense,MagicResist,IconIdx,Quality,BasePrice,PriceRate,ReqStat1,ReqAmount1,ReqStat2,ReqAmount2,BonusStat1,BonusAmount1,BonusStat2,BonusAmount2,Durability,Weight,FieldItemId,MeshFemale,MeshMale,StlKey,DisplayName,Description
subwpn_14,14,261,38,13,1483,36,63550,0,10,198,,,24,-5,18,15,42,12,246,/Game/Characters/Modular/Female/subwpn_14/subwpn_14/SkeletalMeshes/subwpn_14,/Game/Characters/Modular/Male/subwpn_14/subwpn_14/SkeletalMeshes/subwpn_14,LSUB014,Mighty Shield,A practical shield manufactured for violent battles.
subwpn_15,15,261,44,15,1484,38,78250,0,10,218,,,11,15,18,15,44,15,246,/Game/Characters/Modular/Female/subwpn_15/subwpn_15/SkeletalMeshes/subwpn_15,/Game/Characters/Modular/Male/subwpn_15/subwpn_15/SkeletalMeshes/subwpn_15,LSUB015,Zephyr Defender,A mysterious shield which protects its owner. It's said that wind magic is sealed within it.
subwpn_16,16,261,59,17,1485,41,96500,0,10,240,,,24,-5,18,15,47,15,246,/Game/Characters/Modular/Female/subwpn_16/subwpn_16/SkeletalMeshes/subwpn_16,/Game/Characters/Modular/Male/subwpn_16/subwpn_16/SkeletalMeshes/subwpn_16,LSUB016,Silver Hearts Shield,A shield which is said to be constructed from silver hearts.
subwpn_17,17,261,65,20,1486,44,118050,0,10,264,,,24,-5,18,20,50,15,246,/Game/Characters/Modular/Female/subwpn_17/subwpn_17/SkeletalMeshes/subwpn_17,/Game/Characters/Modular/Male/subwpn_17/subwpn_17/SkeletalMeshes/subwpn_17,LSUB017,Vivor Shield,A legendary shield that can withstand extreme temperatures.
subwpn_18,18,261,75,12,1472,47,43050,0,10,190,,,24,-5,18,20,41,15,246,/Game/Characters/Modular/Female/subwpn_18/subwpn_18/SkeletalMeshes/subwpn_18,/Game/Characters/Modular/Male/subwpn_18/subwpn_18/SkeletalMeshes/subwpn_18,LSUB018,Battleforge Shield,A wooden shield reinforced with metal plates.
subwpn_19,19,261,80,14,1473,49,51650,0,10,200,,,24,-5,18,20,43,15,246,/Game/Characters/Modular/Female/subwpn_19/subwpn_19/SkeletalMeshes/subwpn_19,/Game/Characters/Modular/Male/subwpn_19/subwpn_19/SkeletalMeshes/subwpn_19,LSUB019,Emerald Shield,A tough shield with an emerald on the front designed to shine brightly into enemy eyes.
subwpn_20,20,261,111,23,1471,55,203150,0,10,288,,,24,-5,18,20,63,15,246,/Game/Characters/Modular/Female/subwpn_20/subwpn_20/SkeletalMeshes/subwpn_20,/Game/Characters/Modular/Male/subwpn_20/subwpn_20/SkeletalMeshes/subwpn_20,LSUB020,Jabberwock Shield,A shield that shimmers freakily like the eyes of a madman.
subwpn_21,21,261,125,25,1486,44,118050,0,10,264,,,24,-5,18,20,64,15,246,/Game/Characters/Modular/Female/subwpn_21/subwpn_21/SkeletalMeshes/subwpn_21,/Game/Characters/Modular/Male/subwpn_21/subwpn_21/SkeletalMeshes/subwpn_21,LSUB021,Black Vivor Shield,A legendary shield that can withstand extreme temperatures.
subwpn_22,22,261,135,25,1486,44,118050,0,10,264,,,19,55,18,20,64,15,246,/Game/Characters/Modular/Female/subwpn_22/subwpn_22/SkeletalMeshes/subwpn_22,/Game/Characters/Modular/Male/subwpn_22/subwpn_22/SkeletalMeshes/subwpn_22,LSUB022,Gold Vivor Shield,A legendary shield that can withstand extreme temperatures.
subwpn_23,23,261,142,100,6253,99,154700,0,10,360,31,131,20,40,10,30,125,12,246,/Game/Characters/Modular/Female/subwpn_23/subwpn_23/SkeletalMeshes/subwpn_23,/Game/Characters/Modular/Male/subwpn_23/subwpn_23/SkeletalMeshes/subwpn_23,LSUB023,Spartan Shield,A Spartan Shield
subwpn_24,24,261,122,73,3391,55,253150,0,10,375,,,19,55,,,100,12,246,/Game/Characters/Modular/Female/subwpn_24/subwpn_24/SkeletalMeshes/subwpn_24,/Game/Characters/Modular/Male/subwpn_24/subwpn_24/SkeletalMeshes/subwpn_24,LSUB024,Viper Shield,An extremely heavy shield crafted of pure gold in the shape of a cobra head.
subwpn_25,25,261,142,100,6254,99,253150,0,10,375,31,131,21,50,10,40,125,12,246,/Game/Characters/Modular/Female/subwpn_25/subwpn_25/SkeletalMeshes/subwpn_25,/Game/Characters/Modular/Male/subwpn_25/subwpn_25/SkeletalMeshes/subwpn_25,LSUB025,Viper Shield,An extremely heavy shield crafted of pure gold in the shape of a cobra head.
subwpn_26,26,261,142,100,6255,99,253150,0,10,375,31,131,19,75,10,40,125,12,246,/Game/Characters/Modular/Female/subwpn_26/subwpn_26/SkeletalMeshes/subwpn_26,/Game/Characters/Modular/Male/subwpn_26/subwpn_26/SkeletalMeshes/subwpn_26,LSUB026,Infernal Viper Shield,An extremely heavy shield crafted of pure gold in the shape of a cobra head.
subwpn_27,27,261,152,192,543,99,1000000,0,12,375,31,255,20,100,12,45,125,12,246,/Game/Characters/Modular/Female/subwpn_27/subwpn_27/SkeletalMeshes/subwpn_27,/Game/Characters/Modular/Male/subwpn_27/subwpn_27/SkeletalMeshes/subwpn_27,LSUB027,Apple IpodTouch,Shield Exclusive for ETC iROSE
subwpn_28,28,261,192,152,544,99,1000000,0,10,375,31,255,18,100,10,45,125,12,246,/Game/Characters/Modular/Female/subwpn_28/subwpn_28/SkeletalMeshes/subwpn_28,/Game/Characters/Modular/Male/subwpn_28/subwpn_28/SkeletalMeshes/subwpn_28,LSUB028,Techno QQShield,Shield Exclusive for ETC iROSE
subwpn_29,29,261,192,152,542,99,1000000,0,10,375,31,250,19,150,10,45,125,12,246,/Game/Characters/Modular/Female/subwpn_29/subwpn_29/SkeletalMeshes/subwpn_29,/Game/Characters/Modular/Male/subwpn_29/subwpn_29/SkeletalMeshes/subwpn_29,LSUB029,Ancient Davion Shield,Shield Exclusive for ETC iROSE
subwpn_30,30,260,192,152,2520,99,1000000,0,14,1,31,255,11,350,18,200,125,12,246,/Game/Characters/Modular/Female/subwpn_30/subwpn_30/SkeletalMeshes/subwpn_30,/Game/Characters/Modular/Male/subwpn_30/subwpn_30/SkeletalMeshes/subwpn_30,,,
subwpn_31,31,261,1,1,1547,25,6200,0,,,,,14,6,15,5,20,3,246,/Game/Characters/Modular/Female/subwpn_31/subwpn_31/SkeletalMeshes/subwpn_31,/Game/Characters/Modular/Male/subwpn_31/subwpn_31/SkeletalMeshes/subwpn_31,LSUB031,Jelly Bean Doll,A doll made in the likeness of a Jelly Bean.
subwpn_32,32,261,1,1,1548,25,9500,0,,,,,14,8,15,10,20,3,246,/Game/Characters/Modular/Female/subwpn_32/subwpn_32/SkeletalMeshes/subwpn_32,/Game/Characters/Modular/Male/subwpn_32/subwpn_32/SkeletalMeshes/subwpn_32,LSUB032,Choropy Doll,A doll that looks exactly like a Choropy.
subwpn_33,33,261,1,1,1549,25,13450,0,,,,,14,10,15,15,20,4,246,/Game/Characters/Modular/Female/subwpn_33/subwpn_33/SkeletalMeshes/subwpn_33,/Game/Characters/Modular/Male/subwpn_33/subwpn_33/SkeletalMeshes/subwpn_33,LSUB033,Pumpkin Doll,A doll made in the likeness of a Pumpkin.
subwpn_34,34,261,1,1,1550,25,18100,0,,,,,14,12,15,20,20,4,246,/Game/Characters/Modular/Female/subwpn_34/subwpn_34/SkeletalMeshes/subwpn_34,/Game/Characters/Modular/Male/subwpn_34/subwpn_34/SkeletalMeshes/subwpn_34,LSUB034,HoneyBee Doll,A doll that looks exactly like a HoneyBee.
subwpn_35,35,261,1,1,1582,25,3000,0,,,,,14,14,15,25,20,2,246,/Game/Characters/Modular/Female/subwpn_35/subwpn_35/SkeletalMeshes/subwpn_35,/Game/Characters/Modular/Male/subwpn_35/subwpn_35/SkeletalMeshes/subwpn_35,LSUB035,Surfboard,A simply designed surfboard that's a must-have item during the summer.
subwpn_36,36,261,1,1,1551,25,24300,0,,,,,14,16,15,30,20,4,246,/Game/Characters/Modular/Female/subwpn_36/subwpn_36/SkeletalMeshes/subwpn_36,/Game/Characters/Modular/Male/subwpn_36/subwpn_36/SkeletalMeshes/subwpn_36,LSUB036,Woopie Doll,A doll made in the likeness of a Woopie.
subwpn_37,37,261,3,10,1610,25,35900,0,,,,,23,35,29,5,20,2,246,/Game/Characters/Modular/Female/subwpn_37/subwpn_37/SkeletalMeshes/subwpn_37,/Game/Characters/Modular/Male/subwpn_37/subwpn_37/SkeletalMeshes/subwpn_37,LSUB037,Magical Broom,"Stolen from a witches' cupboard, there doesn't appear to be a way of flying with it..."
subwpn_38,38,261,1,1,1554,25,43150,0,,,,,14,20,,,20,,246,/Game/Characters/Modular/Female/subwpn_38/subwpn_38/SkeletalMeshes/subwpn_38,/Game/Characters/Modular/Male/subwpn_38/subwpn_38/SkeletalMeshes/subwpn_38,,,
subwpn_39,39,261,1,1,1534,25,3000,0,,,,,11,15,22,15,20,2,246,/Game/Characters/Modular/Female/subwpn_39/subwpn_39/SkeletalMeshes/subwpn_39,/Game/Characters/Modular/Male/subwpn_39/subwpn_39/SkeletalMeshes/subwpn_39,LSUB039,Green Snowboard,A must-have item for those who enjoy extreme winter sports.
subwpn_40,40,261,1,1,1583,25,3000,0,,,,,11,15,22,15,20,2,246,/Game/Characters/Modular/Female/subwpn_40/subwpn_40/SkeletalMeshes/subwpn_40,/Game/Characters/Modular/Male/subwpn_40/subwpn_40/SkeletalMeshes/subwpn_40,LSUB040,Snowboard,A must-have item for those who enjoy extreme winter sports.
subwpn_41,41,261,1,1,1535,25,3000,0,,,,,11,15,22,15,20,2,246,/Game/Characters/Modular/Female/subwpn_41/subwpn_41/SkeletalMeshes/subwpn_41,/Game/Characters/Modular/Male/subwpn_41/subwpn_41/SkeletalMeshes/subwpn_41,LSUB041,Red Snowboard,A must-have item for those who enjoy extreme winter sports.
subwpn_42,42,261,1,1,1536,25,3000,0,,,,,11,15,22,15,20,2,246,/Game/Characters/Modular/Female/subwpn_42/subwpn_42/SkeletalMeshes/subwpn_42,/Game/Characters/Modular/Male/subwpn_42/subwpn_42/SkeletalMeshes/subwpn_42,LSUB042,Funky Snowboard,A must-have item for those who enjoy extreme winter sports.
subwpn_43,43,261,1,1,1537,25,3000,0,,,,,11,15,22,15,20,2,246,/Game/Characters/Modular/Female/subwpn_43/subwpn_43/SkeletalMeshes/subwpn_43,/Game/Characters/Modular/Male/subwpn_43/subwpn_43/SkeletalMeshes/subwpn_43,LSUB043,Blue Snowboard,A must-have item for those who enjoy extreme winter sports.
subwpn_44,44,261,1,1,1561,25,100600,0,,,,,14,32,,,20,,246,/Game/Characters/Modular/Female/subwpn_44/subwpn_44/SkeletalMeshes/subwpn_44,/Game/Characters/Modular/Male/subwpn_44/subwpn_44/SkeletalMeshes/subwpn_44,,,
subwpn_45,45,261,2,1,1555,25,29800,0,,,,,14,18,,,20,5,246,/Game/Characters/Modular/Female/subwpn_45/subwpn_45/SkeletalMeshes/subwpn_45,/Game/Characters/Modular/Male/subwpn_45/subwpn_45/SkeletalMeshes/subwpn_45,LSUB045,Rabbit Doll,A doll made in the likeness of a Rabbit.
subwpn_46,46,261,1,1,1563,25,125000,0,,,,,14,36,,,20,,246,/Game/Characters/Modular/Female/subwpn_46/subwpn_46/SkeletalMeshes/subwpn_46,/Game/Characters/Modular/Male/subwpn_46/subwpn_46/SkeletalMeshes/subwpn_46,,,
subwpn_47,47,261,1,1,1564,25,138200,0,,,,,14,38,,,20,,246,/Game/Characters/Modular/Female/subwpn_47/subwpn_47/SkeletalMeshes/subwpn_47,/Game/Characters/Modular/Male/subwpn_47/subwpn_47/SkeletalMeshes/subwpn_47,,,
subwpn_48,48,261,1,1,1565,25,152050,0,,,,,14,40,,,20,,246,/Game/Characters/Modular/Female/subwpn_48/subwpn_48/SkeletalMeshes/subwpn_48,/Game/Characters/Modular/Male/subwpn_48/subwpn_48/SkeletalMeshes/subwpn_48,,,
subwpn_49,49,261,1,1,1566,25,166600,0,,,,,14,42,,,20,,246,/Game/Characters/Modular/Female/subwpn_49/subwpn_49/SkeletalMeshes/subwpn_49,/Game/Characters/Modular/Male/subwpn_49/subwpn_49/SkeletalMeshes/subwpn_49,,,
subwpn_50,50,261,1,1,1567,25,181750,0,,,,,14,44,,,20,,246,/Game/Characters/Modular/Female/subwpn_50/subwpn_50/SkeletalMeshes/subwpn_50,/Game/Characters/Modular/Male/subwpn_50/subwpn_50/SkeletalMeshes/subwpn_50,,,
subwpn_61,61,261,1,2,1560,15,1050,0,,,,,12,10,22,15,18,,246,/Game/Characters/Modular/Female/subwpn_61/subwpn_61/SkeletalMeshes/subwpn_61,/Game/Characters/Modular/Male/subwpn_61/subwpn_61/SkeletalMeshes/subwpn_61,LSUB061,Book of Standards,A book in which the fundamentals of life are written.
subwpn_62,62,261,1,3,1561,18,7050,0,12,20,,,38,30,15,15,20,,246,/Game/Characters/Modular/Female/subwpn_62/subwpn_62/SkeletalMeshes/subwpn_62,/Game/Characters/Modular/Male/subwpn_62/subwpn_62/SkeletalMeshes/subwpn_62,LSUB062,Oriental Drum,A small tabor drum that is played to ensure a good harvest.
subwpn_63,63,261,1,4,1562,20,9000,0,12,30,,,38,40,13,15,22,,246,/Game/Characters/Modular/Female/subwpn_63/subwpn_63/SkeletalMeshes/subwpn_63,/Game/Characters/Modular/Male/subwpn_63/subwpn_63/SkeletalMeshes/subwpn_63,LSUB063,Book of Concentration,A book that helps you clear your thoughts and concentrate.
subwpn_64,64,261,1,4,1563,21,14100,0,12,40,,,38,50,14,20,23,,246,/Game/Characters/Modular/Female/subwpn_64/subwpn_64/SkeletalMeshes/subwpn_64,/Game/Characters/Modular/Male/subwpn_64/subwpn_64/SkeletalMeshes/subwpn_64,LSUB064,Book of Charm,A book containing the secrets to charm and seduction.
subwpn_65,65,261,2,5,1564,23,8640,0,12,50,,,38,60,12,10,24,,246,/Game/Characters/Modular/Female/subwpn_65/subwpn_65/SkeletalMeshes/subwpn_65,/Game/Characters/Modular/Male/subwpn_65/subwpn_65/SkeletalMeshes/subwpn_65,LSUB065,Mythical Flute,"A beautiful, legendary flute that makes an antiquated sound."
subwpn_66,66,261,2,6,1565,24,10400,0,12,60,,,38,70,11,10,25,,246,/Game/Characters/Modular/Female/subwpn_66/subwpn_66/SkeletalMeshes/subwpn_66,/Game/Characters/Modular/Male/subwpn_66/subwpn_66/SkeletalMeshes/subwpn_66,LSUB066,Elven Anthology,A collection of translated songs and poetry by the Elves.
subwpn_67,67,261,3,7,1566,26,14150,0,12,70,,,38,80,10,10,26,,246,/Game/Characters/Modular/Female/subwpn_67/subwpn_67/SkeletalMeshes/subwpn_67,/Game/Characters/Modular/Male/subwpn_67/subwpn_67/SkeletalMeshes/subwpn_67,LSUB067,Basic Encyclopedia,A basic encyclopedia in which the knowledge of the world is recorded.
subwpn_68,68,261,3,8,1567,27,17800,0,12,80,,,38,90,11,15,28,,246,/Game/Characters/Modular/Female/subwpn_68/subwpn_68/SkeletalMeshes/subwpn_68,/Game/Characters/Modular/Male/subwpn_68/subwpn_68/SkeletalMeshes/subwpn_68,LSUB068,Magic Mirror,A magic mirror which illuminates your true heart.
subwpn_69,69,261,4,9,1568,29,22900,0,12,90,,,38,100,18,15,29,,246,/Game/Characters/Modular/Female/subwpn_69/subwpn_69/SkeletalMeshes/subwpn_69,/Game/Characters/Modular/Male/subwpn_69/subwpn_69/SkeletalMeshes/subwpn_69,LSUB069,Shadow Mirror,A cursed mirror which reveals your dark thoughts.
subwpn_70,70,261,4,11,1569,30,30630,0,12,100,,,39,1000,13,15,30,,246,/Game/Characters/Modular/Female/subwpn_70/subwpn_70/SkeletalMeshes/subwpn_70,/Game/Characters/Modular/Male/subwpn_70/subwpn_70/SkeletalMeshes/subwpn_70,LSUB070,Mana Stone,A magic stone infused with Mana.
subwpn_71,71,261,4,12,1570,32,36860,0,12,110,,,38,120,39,120,31,,246,/Game/Characters/Modular/Female/subwpn_71/subwpn_71/SkeletalMeshes/subwpn_71,/Game/Characters/Modular/Male/subwpn_71/subwpn_71/SkeletalMeshes/subwpn_71,LSUB071,Rune Stone,A stone on which an ancient incantation is inscribed.
subwpn_72,72,261,5,13,1571,33,46630,0,12,120,,,12,15,26,5,32,,246,/Game/Characters/Modular/Female/subwpn_72/subwpn_72/SkeletalMeshes/subwpn_72,/Game/Characters/Modular/Male/subwpn_72/subwpn_72/SkeletalMeshes/subwpn_72,LSUB072,Cubic Scepter,Magical dice that can reveal the situational chance of success.
subwpn_73,73,261,5,15,1573,35,55440,0,12,130,,,12,15,18,10,34,,246,/Game/Characters/Modular/Female/subwpn_73/subwpn_73/SkeletalMeshes/subwpn_73,/Game/Characters/Modular/Male/subwpn_73/subwpn_73/SkeletalMeshes/subwpn_73,LSUB073,Holy Scepter,A magic symbol that overflows with holiness.
subwpn_74,74,261,6,16,1574,36,67600,0,12,140,,,38,150,18,15,35,,246,/Game/Characters/Modular/Female/subwpn_74/subwpn_74/SkeletalMeshes/subwpn_74,/Game/Characters/Modular/Male/subwpn_74/subwpn_74/SkeletalMeshes/subwpn_74,LSUB074,Meteoric Scepter,It is said that the power of the meteor symbolizes destruction.
subwpn_75,75,261,6,18,1575,38,78640,0,12,150,,,38,160,29,25,36,,246,/Game/Characters/Modular/Female/subwpn_75/subwpn_75/SkeletalMeshes/subwpn_75,/Game/Characters/Modular/Male/subwpn_75/subwpn_75/SkeletalMeshes/subwpn_75,LSUB075,Elven Harp,A legendary harp that is a testament to the refinement of the Elves.
subwpn_76,76,261,6,20,1577,40,92640,0,12,165,,,28,50,27,50,38,,246,/Game/Characters/Modular/Female/subwpn_76/subwpn_76/SkeletalMeshes/subwpn_76,/Game/Characters/Modular/Male/subwpn_76/subwpn_76/SkeletalMeshes/subwpn_76,LSUB076,Lunatic Candy Bar,Eucar wizards' favorite candy which restores MP when eaten.
subwpn_77,77,261,7,23,1578,42,104410,0,12,180,,,38,180,12,20,40,,246,/Game/Characters/Modular/Female/subwpn_77/subwpn_77/SkeletalMeshes/subwpn_77,/Game/Characters/Modular/Male/subwpn_77/subwpn_77/SkeletalMeshes/subwpn_77,LSUB077,Bang Bang Tree Leaf,A tree leaf that contains magical power. An essential for a Muse.
subwpn_78,78,261,7,26,1579,45,122150,0,12,200,,,38,190,24,10,42,,246,/Game/Characters/Modular/Female/subwpn_78/subwpn_78/SkeletalMeshes/subwpn_78,/Game/Characters/Modular/Male/subwpn_78/subwpn_78/SkeletalMeshes/subwpn_78,LSUB078,Eye of Storm,A menacing gem containing cold and darkness.
subwpn_79,79,261,8,31,1580,48,137600,0,12,220,,,38,200,26,15,44,,246,/Game/Characters/Modular/Female/subwpn_79/subwpn_79/SkeletalMeshes/subwpn_79,/Game/Characters/Modular/Male/subwpn_79/subwpn_79/SkeletalMeshes/subwpn_79,LSUB079,Orb of Rage,A gem in which the rage of the deceased is sealed.
subwpn_80,80,261,8,35,1581,51,157180,0,12,240,,,38,210,18,35,47,,246,/Game/Characters/Modular/Female/subwpn_80/subwpn_80/SkeletalMeshes/subwpn_80,/Game/Characters/Modular/Male/subwpn_80/subwpn_80/SkeletalMeshes/subwpn_80,LSUB080,Orb of Abyss,A gem made from a fragment of a mysterious comet.
subwpn_81,81,261,9,39,1557,54,170460,0,12,260,,,38,220,27,50,49,,246,/Game/Characters/Modular/Female/subwpn_81/subwpn_81/SkeletalMeshes/subwpn_81,/Game/Characters/Modular/Male/subwpn_81/subwpn_81/SkeletalMeshes/subwpn_81,LSUB083,Love Book,A collection of translated legendary poems.
subwpn_82,82,261,9,44,1558,57,194180,0,12,280,,,38,230,12,30,52,,246,/Game/Characters/Modular/Female/subwpn_82/subwpn_82/SkeletalMeshes/subwpn_82,/Game/Characters/Modular/Male/subwpn_82/subwpn_82/SkeletalMeshes/subwpn_82,LSUB081,Cornell's Diary,"A diary in which Village Chief Cornell recorded his most intimate memories as a child. Surprisingly, it reveals that his favorite color was pink."
subwpn_83,83,261,10,49,0,60,214540,0,12,300,,,39,240,28,7,54,,246,/Game/Characters/Modular/Female/subwpn_83/subwpn_83/SkeletalMeshes/subwpn_83,/Game/Characters/Modular/Male/subwpn_83/subwpn_83/SkeletalMeshes/subwpn_83,,,
subwpn_84,84,261,11,55,0,63,244300,0,12,320,,,39,250,28,8,56,,246,/Game/Characters/Modular/Female/subwpn_84/subwpn_84/SkeletalMeshes/subwpn_84,/Game/Characters/Modular/Male/subwpn_84/subwpn_84/SkeletalMeshes/subwpn_84,,,
subwpn_85,85,261,12,61,0,66,268690,0,12,340,,,39,260,28,8,59,,246,/Game/Characters/Modular/Female/subwpn_85/subwpn_85/SkeletalMeshes/subwpn_85,/Game/Characters/Modular/Male/subwpn_85/subwpn_85/SkeletalMeshes/subwpn_85,,,
subwpn_91,91,261,2,3,2496,10,200,0,11,20,,,22,5,11,5,18,12,246,/Game/Characters/Modular/Female/subwpn_91/subwpn_91/SkeletalMeshes/subwpn_91,/Game/Characters/Modular/Male/subwpn_91/subwpn_91/SkeletalMeshes/subwpn_91,LSUB091,Basic Orb,A basic shield containing an orb that is thought to enhance dexterity.
subwpn_92,92,261,3,5,2497,15,400,0,11,36,,,22,5,11,5,20,12,246,/Game/Characters/Modular/Female/subwpn_92/subwpn_92/SkeletalMeshes/subwpn_92,/Game/Characters/Modular/Male/subwpn_92/subwpn_92/SkeletalMeshes/subwpn_92,LSUB092,Novice Orb,A shield containing a more powerful dex orb.
subwpn_93,93,261,12,21,2499,20,600,0,11,52,,,22,10,11,5,22,12,246,/Game/Characters/Modular/Female/subwpn_93/subwpn_93/SkeletalMeshes/subwpn_93,/Game/Characters/Modular/Male/subwpn_93/subwpn_93/SkeletalMeshes/subwpn_93,LSUB093,Apprentice Orb,A dex orb used by apprentices in crossbow archery.
subwpn_94,94,261,14,25,2500,25,1400,0,11,68,,,22,10,11,5,24,12,246,/Game/Characters/Modular/Female/subwpn_94/subwpn_94/SkeletalMeshes/subwpn_94,/Game/Characters/Modular/Male/subwpn_94/subwpn_94/SkeletalMeshes/subwpn_94,LSUB094,Journeyman Orb,A dex orb used by semi-experienced crossbow archers.
subwpn_95,95,261,16,29,2501,30,1800,0,11,84,,,22,15,11,5,26,12,246,/Game/Characters/Modular/Female/subwpn_95/subwpn_95/SkeletalMeshes/subwpn_95,/Game/Characters/Modular/Male/subwpn_95/subwpn_95/SkeletalMeshes/subwpn_95,LSUB095,Advanced Orb,A dex orb used only by the advanced crossbow archers.
subwpn_96,96,261,18,33,2503,35,2400,0,11,100,,,22,15,11,5,28,12,246,/Game/Characters/Modular/Female/subwpn_96/subwpn_96/SkeletalMeshes/subwpn_96,/Game/Characters/Modular/Male/subwpn_96/subwpn_96/SkeletalMeshes/subwpn_96,LSUB096,Earth Orb,This orb contains the power of the earth.
