,HAIR\hair01_00401.txt,HAIR\hair02_00301.txt
,HAIR\hair01_00402.txt,HAIR\hair02_00302.txt
,HAIR\hair01_00403.txt,HAIR\hair02_00303.txt
,,
Arua_Hair01_16,HAIR\hair01_00400.txt,HAIR\hair2_00500.txt
,HAIR\hair01_00401.txt,HAIR\hair2_00501.txt
,HAIR\hair01_00402.txt,HAIR\hair2_00502.txt
,HAIR\hair01_00403.txt,HAIR\hair2_00503.txt
,,
Arua_Hair01_17,HAIR\hair01_00400.txt,HAIR\hair2_00500.txt
,HAIR\hair01_00401.txt,HAIR\hair2_00501.txt
,HAIR\hair01_00402.txt,HAIR\hair2_00502.txt
,HAIR\hair01_00403.txt,HAIR\hair2_00503.txt
,,
Arua_Hair01_18,HAIR\hair01_00400.txt,HAIR\hair2_00500.txt
,HAIR\hair01_00401.txt,HAIR\hair2_00501.txt
,HAIR\hair01_00402.txt,HAIR\hair2_00502.txt
,HAIR\hair01_00403.txt,HAIR\hair2_00503.txt
,,
Arua_Hair01_19,HAIR\hair01_00100.txt,HAIR\hair02_00400.txt
,HAIR\hair01_00101.txt,HAIR\hair02_00401.txt
,HAIR\hair01_00102.txt,HAIR\hair02_00402.txt
,HAIR\hair01_00103.txt,HAIR\hair02_00403.txt
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
