Name,Id,DisplayName,WalkSpeed,RunSpeed,Scale,Level,HP,Attack,Hit,Defense,Resist,Avoid,AttackSpeed,IsMagicDamage,AiType,GiveExp,DropType,RWeapon,LWeapon,DropMoney,DropItem,CanTarget,AttackRange,NpcType,HitMaterial,AttackSound,DieSound,SellTab0,SellTab1,SellTab2,SellTab3,QuestTrigger,Mesh,StlKey
npc_85,85,Turtle Guard,180,470,85,29,32,91,104,116,62,23,90,0,4,50,139,0,0,23,60,0,220,2,2,0,218,0,0,0,0,5008-36,/Game/Monsters/npc_85/npc_85/SkeletalMeshes/npc_85,LNPC0085
npc_87,87,Crack,130,400,66,20,25,69,81,63,37,38,95,0,21,50,140,0,0,8,50,0,200,1,2,0,218,0,0,0,0,,/Game/Monsters/npc_87/npc_87/SkeletalMeshes/npc_87,LNPC0087
npc_88,88,Crack Fighter,130,320,75,22,27,80,78,57,43,40,105,0,105,50,141,0,0,12,55,0,230,3,2,0,218,0,0,0,0,,/Game/Monsters/npc_88/npc_88/SkeletalMeshes/npc_88,LNPC0088
npc_91,91,Honey Rackie,130,400,90,24,25,57,87,73,44,43,95,0,106,50,142,1011,0,25,60,0,230,1,1,0,222,0,0,0,0,5008-31,/Game/Monsters/npc_91/npc_91/SkeletalMeshes/npc_91,LNPC0091
npc_92,92,Rackie Hooligan,180,520,98,26,25,70,105,86,32,28,110,0,106,50,143,1014,0,35,61,0,250,4,1,0,222,0,0,0,0,5008-32,/Game/Monsters/npc_92/npc_92/SkeletalMeshes/npc_92,LNPC0092
npc_93,93,Fighter Rackie,145,370,100,28,28,71,87,70,53,48,100,0,23,50,144,1005,301,40,62,0,260,3,0,0,222,0,0,0,0,118-33,/Game/Monsters/npc_93/npc_93/SkeletalMeshes/npc_93,LNPC0093
npc_94,94,Rackie Hooligan,140,330,100,25,25,76,114,83,24,27,120,0,24,50,145,1014,0,1,60,0,260,4,1,0,222,0,0,0,0,,/Game/Monsters/npc_94/npc_94/SkeletalMeshes/npc_94,LNPC0094
npc_95,95,Purified Rackie,130,400,90,18,999,1,1,999,999,999,95,0,306,50,142,1011,0,1,60,0,230,1,1,0,222,0,0,0,0,,/Game/Monsters/npc_95/npc_95/SkeletalMeshes/npc_95,LNPC0095
npc_96,96,Hunter Rackie,160,400,96,26,20,79,102,70,34,50,85,0,28,50,146,941,0,30,63,0,2000,6,0,0,222,0,0,0,0,5008-34,/Game/Monsters/npc_96/npc_96/SkeletalMeshes/npc_96,LNPC0096
npc_97,97,Purified Rackie,180,520,98,18,999,1,1,999,999,999,110,0,306,50,143,1014,0,1,61,0,250,4,1,0,222,0,0,0,0,,/Game/Monsters/npc_97/npc_97/SkeletalMeshes/npc_97,LNPC0097
npc_98,98,Purified Rackie,145,370,100,18,999,1,1,999,999,999,100,0,306,60,144,1005,301,1,62,0,260,3,1,0,222,0,0,0,0,,/Game/Monsters/npc_98/npc_98/SkeletalMeshes/npc_98,LNPC0098
npc_99,99,Purified Rackie,160,400,96,18,999,1,1,999,999,99,120,0,306,60,146,941,0,1,63,0,300,6,1,0,222,0,0,0,0,,/Game/Monsters/npc_99/npc_99/SkeletalMeshes/npc_99,LNPC0099
npc_101,101,Woopie,150,350,90,16,25,56,75,54,31,33,90,0,21,60,147,1003,0,20,60,0,250,1,1,0,230,0,0,0,0,2000-31,/Game/Monsters/npc_101/npc_101/SkeletalMeshes/npc_101,LNPC0101
npc_102,102,Woopie Chef,190,480,96,17,23,54,74,37,40,46,85,0,26,60,148,1080,0,30,63,0,1500,5,1,0,230,0,0,0,0,2000-32,/Game/Monsters/npc_102/npc_102/SkeletalMeshes/npc_102,LNPC0102
npc_103,103,Woopie Glutton,170,390,110,18,34,47,89,66,26,39,95,0,23,80,149,1003,302,35,65,0,260,8,1,0,230,0,0,0,0,0,/Game/Monsters/npc_103/npc_103/SkeletalMeshes/npc_103,LNPC0103
npc_111,111,Moldie,180,520,95,37,26,91,107,106,68,59,100,0,21,100,150,0,0,20,58,0,220,1,1,0,226,0,0,0,0,3402-31,/Game/Monsters/npc_111/npc_111/SkeletalMeshes/npc_111,LNPC0111
npc_112,112,Coal Mine Moldie,200,460,105,38,32,84,119,145,81,30,90,0,107,100,151,0,0,25,60,0,230,2,1,0,226,0,0,0,0,3602-31,/Game/Monsters/npc_112/npc_112/SkeletalMeshes/npc_112,LNPC0112
npc_113,113,Gold Mine Moldie,200,450,102,39,27,155,128,122,51,40,105,0,107,100,152,1016,0,25,52,0,250,4,1,0,226,0,0,0,0,5017-35,/Game/Monsters/npc_113/npc_113/SkeletalMeshes/npc_113,LNPC0113
npc_114,114,Captain Moldie,200,500,116,42,44,175,133,135,86,51,100,0,24,100,153,1016,0,30,65,0,260,9,1,0,226,0,0,0,0,127-31,/Game/Monsters/npc_114/npc_114/SkeletalMeshes/npc_114,LNPC0114
npc_121,121,Krawfy,220,550,120,64,30,237,154,187,128,96,95,0,114,100,154,0,0,15,55,0,230,1,0,0,234,0,0,0,0,3007-31,/Game/Monsters/npc_121/npc_121/SkeletalMeshes/npc_121,LNPC0121
npc_122,122,Krawfy Warrior,200,450,140,65,30,268,177,205,96,67,115,0,115,100,155,0,0,17,57,0,240,4,0,0,234,0,0,0,0,3407-31,/Game/Monsters/npc_122/npc_122/SkeletalMeshes/npc_122,LNPC0122
npc_123,123,Krawfy Captain,240,530,155,68,47,292,183,220,144,83,105,0,114,100,156,0,0,20,63,0,250,9,0,0,234,0,0,0,0,,/Game/Monsters/npc_123/npc_123/SkeletalMeshes/npc_123,LNPC0123
npc_127,127,Krawfy Warrior,200,450,145,68,46,302,199,215,82,71,125,0,263,100,155,0,0,17,35,0,240,4,0,0,234,0,0,0,0,,/Game/Monsters/npc_127/npc_127/SkeletalMeshes/npc_127,LNPC0122
npc_128,128,Doonga Hunter,230,510,145,70,37,283,194,192,102,114,105,0,264,100,175,1044,0,18,36,0,2000,6,0,0,246,0,0,0,0,,/Game/Monsters/npc_128/npc_128/SkeletalMeshes/npc_128,LNPC0156
npc_129,129,Krawfy Captain,240,530,160,74,67,320,212,242,159,91,120,0,263,100,156,0,0,20,39,0,250,9,0,0,234,0,0,0,0,,/Game/Monsters/npc_129/npc_129/SkeletalMeshes/npc_129,LNPC0123
npc_130,130,Doonga Captain,220,530,180,76,67,330,217,249,164,93,125,0,262,100,177,137,5,24,40,0,300,9,0,0,246,0,0,0,0,,/Game/Monsters/npc_130/npc_130/SkeletalMeshes/npc_130,LNPC0158
npc_131,131,Mini-Porkie,180,500,80,19,25,46,80,61,35,37,105,0,4,100,157,0,0,20,62,0,180,1,1,0,238,0,0,0,0,,/Game/Monsters/npc_131/npc_131/SkeletalMeshes/npc_131,LNPC0131
npc_132,132,Porkie,180,480,105,33,26,83,101,95,60,54,95,0,3,100,158,0,0,25,62,0,200,1,1,0,238,0,0,0,0,911-31,/Game/Monsters/npc_132/npc_132/SkeletalMeshes/npc_132,LNPC0132
npc_133,133,Porkie Hooligan,185,420,120,35,26,95,121,110,45,37,120,0,5,100,159,0,0,25,63,0,210,4,1,0,238,0,0,0,0,911-32,/Game/Monsters/npc_133/npc_133/SkeletalMeshes/npc_133,LNPC0133
npc_134,134,Grunter,190,500,110,42,33,136,126,159,89,33,90,0,114,100,160,133,0,25,65,0,300,2,0,0,238,0,0,0,0,3403-31,/Game/Monsters/npc_134/npc_134/SkeletalMeshes/npc_134,LNPC0134
npc_135,135,Grunter Fighter,180,460,120,44,30,165,111,108,86,68,105,0,115,100,161,134,0,25,65,0,300,3,0,0,238,0,0,0,0,3603-31,/Game/Monsters/npc_135/npc_135/SkeletalMeshes/npc_135,LNPC0135
npc_136,136,Grunter Warrior,180,450,130,45,27,180,139,140,61,46,120,0,25,100,162,1021,0,30,65,0,300,4,0,0,238,0,0,0,0,3005-31,/Game/Monsters/npc_136/npc_136/SkeletalMeshes/npc_136,LNPC0136
npc_138,138,Grunter Leader,220,480,140,53,36,212,150,162,79,86,115,0,115,100,163,1021,0,35,70,0,300,8,0,0,238,0,0,0,0,,/Game/Monsters/npc_138/npc_138/SkeletalMeshes/npc_138,LNPC0138
npc_139,139,Grunter Captain,230,520,160,55,45,232,158,176,114,67,100,0,114,100,164,135,0,35,75,0,300,9,0,0,238,0,0,0,0,,/Game/Monsters/npc_139/npc_139/SkeletalMeshes/npc_139,LNPC0139
npc_141,141,Kaiman,220,540,140,59,29,217,145,171,116,89,100,0,3,100,165,103,0,16,48,0,250,1,1,0,242,0,0,0,0,,/Game/Monsters/npc_141/npc_141/SkeletalMeshes/npc_141,LNPC0141
npc_142,142,Kaiman Guard,240,600,155,60,35,201,159,224,133,48,90,0,4,100,166,104,0,16,49,0,260,2,0,0,242,0,0,0,0,,/Game/Monsters/npc_142/npc_142/SkeletalMeshes/npc_142,LNPC0142
npc_143,143,Kaiman Warrior,220,480,170,64,30,264,175,201,94,66,115,0,109,100,167,105,0,20,52,0,280,4,0,0,242,0,0,0,0,131-31,/Game/Monsters/npc_143/npc_143/SkeletalMeshes/npc_143,LNPC0143
npc_144,144,Kaiman Ranger,220,550,152,61,28,210,144,133,139,115,105,0,11,100,168,1045,0,16,53,0,2400,5,1,0,242,0,0,0,0,,/Game/Monsters/npc_144/npc_144/SkeletalMeshes/npc_144,LNPC0144
npc_145,145,Kaiman Hunter,210,470,170,63,24,241,169,170,93,103,85,0,14,100,169,1045,0,20,55,0,2000,6,0,0,242,0,0,0,0,,/Game/Monsters/npc_145/npc_145/SkeletalMeshes/npc_145,LNPC0145
npc_151,151,Doonga,200,550,140,56,35,186,151,209,123,45,90,0,3,100,170,0,0,10,50,0,190,2,1,0,246,0,0,0,0,3006-31,/Game/Monsters/npc_151/npc_151/SkeletalMeshes/npc_151,LNPC0151
npc_152,152,Elder Doonga,220,460,165,58,32,223,134,145,118,87,100,0,23,100,171,1013,0,12,52,0,250,3,1,0,246,0,0,0,0,3406-31,/Game/Monsters/npc_152/npc_152/SkeletalMeshes/npc_152,LNPC0152
npc_153,153,Doonga Origin,230,560,170,68,30,254,161,200,138,102,95,0,21,100,172,0,0,12,45,0,220,1,0,0,246,0,0,0,0,134-31,/Game/Monsters/npc_153/npc_153/SkeletalMeshes/npc_153,LNPC0153
npc_154,154,Doonga Fighter,220,560,130,62,32,240,140,156,127,93,100,0,111,100,173,1002,0,15,52,0,240,3,0,0,246,0,0,0,0,5013-33,/Game/Monsters/npc_154/npc_154/SkeletalMeshes/npc_154,LNPC0154
npc_155,155,Doonga Warrior,200,500,145,64,30,264,175,201,94,66,120,0,113,100,174,1004,303,15,54,0,250,4,0,0,246,0,0,0,0,,/Game/Monsters/npc_155/npc_155/SkeletalMeshes/npc_155,LNPC0155
npc_156,156,Doonga Hunter,230,510,140,62,24,237,167,167,91,101,85,0,29,100,175,1044,0,18,52,0,2000,6,0,0,246,0,0,0,0,5013-34,/Game/Monsters/npc_156/npc_156/SkeletalMeshes/npc_156,LNPC0156
npc_157,157,Doonga Leader,250,580,155,70,37,287,183,218,110,111,110,0,112,150,176,207,0,23,60,0,290,8,0,0,246,0,0,0,0,,/Game/Monsters/npc_157/npc_157/SkeletalMeshes/npc_157,LNPC0157
npc_158,158,Doonga Captain,220,530,180,72,48,311,191,235,154,88,100,0,113,200,177,137,5,24,65,0,300,9,0,0,246,0,0,0,0,151-31,/Game/Monsters/npc_158/npc_158/SkeletalMeshes/npc_158,LNPC0158
npc_159,159,Master Doonga,260,570,250,60,175,286,196,227,161,73,90,0,60,400,178,0,0,20,72,0,260,10,1,0,246,0,0,0,0,,/Game/Monsters/npc_159/npc_159/SkeletalMeshes/npc_159,LNPC0159
npc_161,161,Jewel Golem,250,550,200,47,74,208,164,168,102,57,90,0,9,500,179,0,0,1,70,0,220,10,2,0,250,0,0,0,0,,/Game/Monsters/npc_161/npc_161/SkeletalMeshes/npc_161,LNPC0161
npc_162,162,Junon's Golem,290,630,260,73,79,334,221,262,167,89,90,0,63,500,180,0,0,1,72,0,230,10,2,0,250,0,0,0,0,,/Game/Monsters/npc_162/npc_162/SkeletalMeshes/npc_162,LNPC0162
npc_163,163,Master Golem,320,690,310,84,181,383,260,266,216,133,85,0,64,1000,181,0,0,1,80,0,250,10,2,0,250,0,0,0,0,,/Game/Monsters/npc_163/npc_163/SkeletalMeshes/npc_163,LNPC0163
npc_164,164,Stone Golem,200,450,160,74,37,254,186,279,170,61,90,0,62,100,182,0,0,1,45,0,190,2,2,0,250,0,0,0,0,1059-31,/Game/Monsters/npc_164/npc_164/SkeletalMeshes/npc_164,LNPC0164
npc_165,165,Elder Stone Golem,220,490,185,76,34,300,165,197,163,114,105,0,62,500,183,0,0,1,48,0,220,3,2,0,250,0,0,0,0,,/Game/Monsters/npc_165/npc_165/SkeletalMeshes/npc_165,LNPC0165
npc_166,166,Master Stone Golem,220,490,200,80,178,380,237,307,223,99,100,0,66,1000,184,0,0,1,65,0,250,10,2,0,250,0,0,0,0,153-31,/Game/Monsters/npc_166/npc_166/SkeletalMeshes/npc_166,LNPC0166
npc_169,169,Grandmaster Golem,350,750,380,90,220,429,260,350,256,112,100,0,65,20675,185,0,0,1,83,0,250,10,2,0,250,0,0,0,0,157-31,/Game/Monsters/npc_169/npc_169/SkeletalMeshes/npc_169,LNPC0169
npc_171,171,Aqua Guard,180,480,110,30,32,95,105,120,64,24,90,0,111,930,186,1035,0,10,61,0,350,2,0,0,254,0,0,0,0,orofish,/Game/Monsters/npc_171/npc_171/SkeletalMeshes/npc_171,LNPC0171
npc_172,172,Aqua Warrior,220,430,125,31,26,122,114,99,39,33,110,0,112,100,187,164,0,12,63,0,360,4,0,0,254,0,0,0,0,858-31,/Game/Monsters/npc_172/npc_172/SkeletalMeshes/npc_172,LNPC0172
npc_173,173,Aqua Captain,210,460,145,34,44,140,119,112,70,43,95,0,113,100,188,165,0,15,70,0,380,9,0,0,254,0,0,0,0,859-31,/Game/Monsters/npc_173/npc_173/SkeletalMeshes/npc_173,LNPC0173
npc_175,175,Aqua Ranger,240,530,112,32,24,104,96,66,70,68,95,0,26,100,189,1043,0,12,62,0,2200,5,0,0,254,0,0,0,0,858-34,/Game/Monsters/npc_175/npc_175/SkeletalMeshes/npc_175,LNPC0175
npc_176,176,Aqua Hunter,210,470,125,33,21,126,121,86,40,60,82,0,28,100,190,1043,0,15,65,0,2000,6,0,0,254,0,0,0,0,858-37,/Game/Monsters/npc_176/npc_176/SkeletalMeshes/npc_176,LNPC0176
npc_177,177,Aqua Hunter,210,470,135,36,32,138,127,94,45,64,110,0,264,100,190,1043,0,15,32,0,2000,6,0,0,254,0,0,0,0,,/Game/Monsters/npc_177/npc_177/SkeletalMeshes/npc_177,LNPC0176
npc_178,178,Aqua Captain,210,460,155,40,66,166,142,129,82,49,120,0,262,100,188,165,0,15,38,0,380,9,0,0,254,0,0,0,0,,/Game/Monsters/npc_178/npc_178/SkeletalMeshes/npc_178,LNPC0173
npc_179,179,Coal Mine Moldie,200,450,120,42,49,142,133,159,89,33,105,0,267,100,152,0,0,25,32,0,250,2,1,0,226,0,0,0,0,,/Game/Monsters/npc_179/npc_179/SkeletalMeshes/npc_179,LNPC0112
npc_180,180,Captain Moldie,200,500,140,45,66,188,152,144,92,55,120,0,262,100,153,1016,0,30,39,0,260,9,1,0,226,0,0,0,0,,/Game/Monsters/npc_180/npc_180/SkeletalMeshes/npc_180,LNPC0114
npc_181,181,Small Clown,180,580,95,47,28,131,142,146,64,48,115,0,22,100,191,0,0,20,53,0,160,4,1,0,258,0,0,0,0,5012-34,/Game/Monsters/npc_181/npc_181/SkeletalMeshes/npc_181,LNPC0181
npc_182,182,Clown,165,530,110,49,28,126,127,140,93,75,95,0,21,100,192,0,0,23,55,0,160,1,1,0,258,0,0,0,0,5012-35,/Game/Monsters/npc_182/npc_182/SkeletalMeshes/npc_182,LNPC0182
npc_183,183,Fighter Clown,170,450,115,52,31,137,124,128,104,79,100,0,23,100,193,1015,0,28,56,0,230,3,1,0,258,0,0,0,0,5012-36,/Game/Monsters/npc_183/npc_183/SkeletalMeshes/npc_183,LNPC0183
npc_185,185,Ranger Clown,175,550,95,48,26,161,122,101,106,93,102,0,27,100,194,203,0,22,53,0,2500,5,1,0,258,0,0,0,0,5012-37,/Game/Monsters/npc_185/npc_185/SkeletalMeshes/npc_185,LNPC0185
npc_186,186,Hunter Clown,170,450,110,50,23,187,144,131,70,83,85,0,29,100,195,1042,0,25,55,0,2100,6,1,0,258,0,0,0,0,5012-38,/Game/Monsters/npc_186/npc_186/SkeletalMeshes/npc_186,LNPC0186
npc_187,187,Grunter Warrior,180,450,135,53,43,230,168,165,59,55,135,0,262,100,162,1021,0,30,34,0,300,4,0,0,238,0,0,0,0,,/Game/Monsters/npc_187/npc_187/SkeletalMeshes/npc_187,LNPC0136
npc_188,188,Old Smouly,240,338,140,56,54,225,159,172,84,90,120,1,264,100,123,1075,0,15,35,0,1600,8,1,0,198,0,0,0,0,,/Game/Monsters/npc_188/npc_188/SkeletalMeshes/npc_188,LNPC0053
