,,,,,,,,,,,,,,,,,
Spinel [1-3],1,1206,1206,1206,1206,6,,100,,,,,,,,,
Spinel [4-6],1,1207,1207,1207,1207,6,,100,,,,,,,,,
Spinel [7],1,1208,1208,1208,1208,6,,100,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Mysterious gem,1,1365,1365,1365,1365,6,,100,,,,,,,,,
LOL Gem,1,272,272,272,272,6,,100,,,,,,,,,
Sun Stone,1,273,273,273,273,6,,100,,,,,,,,,
,,,,,,,,,,,,,,,,,
Diamond [1-3],1,1188,1188,1188,1188,6,,100,,,,,,,,,
Diamond [4-6],1,1189,1189,1189,1189,6,,100,,,,,,,,,
Diamond [7],1,1190,1190,1190,1190,6,,100,,,,,,,,,
,,,,,,,,,,,,,,,,,
Classic Diamond [1-3],1,1236,1236,1236,1236,6,,100,,,,,,,,,
Classic Diamond [4-6],1,1237,1237,1237,1237,6,,100,,,,,,,,,
Classic Diamond [7],1,1238,1238,1238,1238,6,,100,,,,,,,,,
,,,,,,,,,,,,,,,,,
Cursed Flame,1,2073,2073,2073,2073,6,,100,,,,,,,,,
Oppression Flame,1,2074,2074,2074,2074,6,,100,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Harvest Gloves,,,,,,,,,,,,,,,,,
Shovel,3,,,,,,,,23,23,,,,,,,
,,,,,,,,,,,,,,,,,
Diamond Pickaxe,3,1188,1188,1188,,6,,100,17,17,,,,,,,
,,,,,,,,,,,,,,,,,
Mining Pickaxe,3,,,,,1,,100,17,17,,,,,,,
,,,,,,,,,,,,,,,,,
Empty Hands,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
,3,,,,,1,,100,1000,1004,,1,,,,,
One Hand Sword1,3,,,,,2,,100,1005,1009,,1,,,,,
One Hand Sword2,3,,,,,2,,100,1005,1009,,1,,,,,
One Hand Sword3,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
,3,,,,,2,,100,1005,1009,,1,,,,,
One Hand Mace1,3,,,,,6,,100,1010,1014,,1,,,,,
One Hand Mace2,3,,,,,6,,100,1010,1014,,1,,,,,
One Hand Mace3,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
,3,,,,,6,,100,1010,1014,,1,,,,,
Two Hand Sword1,3,,,,,6,,100,1015,1019,,1,,,,,
Two Hand Sword2,3,,,,,6,,100,1015,1019,,1,,,,,
Two Hand Sword3,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
,3,,,,,6,,100,1015,1019,,1,,,,,
????????1,3,,,,,6,,100,1020,1024,,1,,,,,
????????2,3,,,,,6,,100,1020,1024,,1,,,,,
????????3,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
,3,,,,,6,,100,1020,1024,,1,,,,,
Wooden Arrow,4,,,,,,,,1061,1024,1051,1,2,,3000,0,68
Stone Arrow,4,,,,,,,,1061,1024,1051,1,2,,3500,0,68
Metal Arrow,4,,,,,,,,1061,1024,1051,1,2,,3700,0,68
Not Used,4,,,,,,,,1061,1024,1051,1,2,,3900,0,68
Not Used,4,,,,,,,,1061,1024,1051,1,2,,4200,0,68
Not Used,4,,,,,,,,1061,1024,1051,1,2,,,0,68
Not Used,4,,,,,,,,1061,1024,1051,1,2,,,0,68
Not Used,4,,,,,,,,1061,1024,1051,1,2,,,0,68
Not Used,4,,,,,,,,1061,1024,1051,1,2,,,0,68
,,,,,,,,,,,,,,,,0,68
Fire Arrow,4,,,,,,,,95,71,85,1,1,,3000,1121,68
Tirwin Bow Arrow,4,,,,,,,,94,71,84,1,1,,3000,1121,68
Lightning Arrow,4,,,,,,,,96,71,86,1,1,,3000,1121,68
Storm Arrow,4,,,,,,,,1062,71,1052,1,1,,3000,1121,68
Not Used,4,,,,,,,,1327,71,1326,1,1,,3000,1121,68
Not Used,4,,,,,,,,130,71,120,1,1,,3000,1121,68
Not Used,4,,,,,,,,130,71,120,1,1,,3000,1121,68
Not Used,4,,,,,,,,130,71,120,1,1,,3000,1121,68
Not Used,4,,,,,,,,130,71,120,1,1,,3000,1121,68
Not Used,4,,,,,,,,130,71,120,1,1,,3000,1121,68
Bean Bullet,4,,,,,,,,1080,71,1070,1,1,,3000,146,83
Lead Bullet,4,,,,,,,,1081,71,1071,1,1,,3000,146,83
NoName Bullet 173,4,,,,,,,,1082,71,1072,1,1,,3000,146,83
Unused,4,,,,,,,,130,71,102,1,1,,3000,146,83
Unused,4,,,,,,,,130,71,103,1,1,,3000,146,83
Fire Bullet,4,,,,,,,,1124,71,1073,1,1,,3000,146,83
Cold Bullet,4,,,,,,,,1123,71,1074,1,1,,3000,146,83
Poison Bullet,4,,,,,,,,1121,71,1075,1,1,,3000,146,83
Not Used,4,,,,,,,,130,71,105,1,1,,3000,146,83
Not Used,4,,,,,,,,130,71,100,1,1,,3000,146,83
Not Used,4,,,,,,,,130,71,1201,1,1,,3000,146,83
,4,,,,,,,,1693,71,1692,1,1,,3000,146,83
,4,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,
Heart Wand,4,,,,,,,100,1662,71,1663,1,1,,3000,0,83
Heart Wand,4,,,,,,,100,1662,71,1673,1,1,,3000,0,83
,4,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,
,4,,,,,,,,2004,71,2003,1,2,,3000,1121,83
,4,,,,,,,,387,71,386,1,2,,3000,146,83
Cannon Shell,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
Lower Penguin Exploder,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
Material Bullet,4,,,,,,,,1101,71,1094,1,2,,3000,146,83
,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
,4,,,,,,,,1101,71,1091,1,2,,3000,146,83
,4,,,,,,,,,71,,1,2,,3000,146,83
Dust Wand,4,,,,,,,100,130,71,1147,1,1,,3000,0,83
Shadow Wand,4,,,,,,,100,130,71,1146,1,1,,3000,0,83
Cursior,4,,,,,,,100,94,71,87,1,1,,3000,0,83
Blue Ourobours,4,,,,,,,100,130,71,1145,1,1,,3000,0,83
Thunder Wand,4,,,,,,,100,96,71,1144,1,1,,3000,0,83
Green Wand,4,,,,,,,100,130,71,1143,1,1,,3000,0,83
Blizzard Wand,4,,,,,,,100,130,71,1142,1,1,,3000,0,83
Wand Effects Pink,4,,,,,,,100,130,71,1139,1,1,,3000,0,83
Solstice Wand,4,,,,,,,100,130,71,1130,1,1,,3000,0,83
Green Star,4,,,,,,,100,130,71,1131,1,1,,3000,0,83
Light Red Star,4,,,,,,,100,130,71,1132,1,1,,3000,0,83
Orange Star,4,,,,,,,100,130,71,1133,1,1,,3000,0,83
Green Circle,4,,,,,,,100,130,71,1134,1,1,,3000,0,83
Green Light,4,,,,,,,100,130,71,1135,1,1,,3000,0,83
Blue Light,4,,,,,,,100,130,71,1136,1,1,,3000,0,83
Lime Star,4,,,,,,,100,130,71,1137,1,1,,3000,0,83
Red Bolt,4,,,,,,,100,130,71,120,1,1,,3000,0,83
,4,,,,,,,100,130,71,120,1,1,,3000,0,83
,4,,,,,,,100,130,71,120,1,1,,3000,0,83
,,,,,,6,,100,????????,,????????,,,,,,
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,4,,,,,6,,100,,,241,,1,,2000,0,83
,,,,,,6,,100,????????,,,,,,,,
????????,4,,,,,,,100,,,1112,,1,,3000,146,83
?????? ????,4,,,,,,,100,,,1111,,1,,3000,0,68
Space Attack,4,,,,,,,100,,,1610,,1,,3000,0,68
????????????????01,4,,,,,,,100,,,1615,,1,,3000,0,68
Space Attack New,4,,,,,,,100,,,1616,,1,,3000,0,68
Blare-blast,4,,,,,,,100,,,1317,,1,,3000,0,68
,,,,,,,,100,,,,,,,,,
,,,,,,,,100,,,,,,,,,
Poison Shot,4,,,,,,,100,,71,1075,1,1,,3000,0,68
,,,,,,,,100,????????,,,,,,,,
????????,4,,,,,,,100,,71,1115,1,1,,3000,0,68
????????,4,,,,,,,100,,71,1113,1,1,,3000,0,68
????????,4,,,,,,,100,,71,1114,1,1,,3000,0,68
???????? ????,4,,,,,,,100,,71,1633,1,1,,5000,0,68
???? ???????? ????,4,,,,,,,100,,71,1632,1,1,,3000,0,68
????????,4,,,,,,,100,,71,1505,1,1,,3000,0,68
????????,4,,,,,,,100,,71,1637,1,1,,3000,0,68
????,4,,,,,,,100,,71,1636,1,1,,3000,0,68
?????? ??????????,4,,,,,,,100,,71,2005,1,1,,3000,0,68
,,,,,,,,100,????????,,,,,,,,
,4,,,,,,,100,,1024,1056,1,1,,3000,0,68
Paralysis Bullet,4,,,,,,,100,,1024,1087,1,1,,3000,0,68
,,,,,,,,100,,,,,,,,,
,,,,,,,,100,,,,,,,,,
,,,,,,,,100,,,,,,,,,
,4,,,,,,,100,,1024,1661,1,1,,3000,0,68
,4,,,,,,,100,,1024,1663,1,1,,2000,0,68
??????????,4,,,,,,,100,,1024,1323,1,1,,2000,0,68
,,,,,,,,100,,,,,,,,,
,,,,,,,,100,????????,,,,,,,,
,4,,,,,,,100,,1024,1692,1,1,,3000,0,68
Magic Arrow,4,,,,,,,100,,1024,2105,1,1,,3000,0,68
Twin Triple Shot,4,,,,,,,,1080,71,1070,1,1,1,3000,146,83
Double Triple Shot,4,,,,,,,,1061,1024,1051,1,2,1,3000,0,68
Plated Bullet,4,,,,,,,,1082,71,1076,1,1,,3000,146,83
Silver Plated Bullet,4,,,,,,,,1082,71,1077,1,1,,3000,146,83
Gold Plated Bullet,4,,,,,,,,1082,71,1078,1,1,,3000,146,83
Platinum Bullet,4,,,,,,,,130,71,1079,1,1,,3000,146,83
Chromium Bullet,4,,,,,,,,130,71,1083,1,1,,3000,146,83
Zuly Bullet,4,,,,,,,,1694,71,1695,1,1,,3000,146,83
Vortex Bullet,4,,,,,,,,90,71,1696,1,1,,3000,146,83
Demon Arrow,4,,,,,,,,95,71,88,1,1,,3000,1121,68
White Night Arrow,4,,,,,,,,95,71,89,1,1,,3000,1121,68
Cherry Blossom Arrow,4,,,,,,,,1327,71,1448,1,1,,3000,1121,68
Vengeance Arrow,4,,,,,,,,1061,71,1449,1,1,,3000,1121,68
Skill Poison Arrow,4,,,,,,,100,,1024,1084,1,1,,3000,0,68
Skill Hawk Shot,4,,,,,,,100,,1024,1057,1,1,,3000,0,68
Skill Poison Knife,4,,,,,,,100,,1024,1670,1,1,,3000,0,68
Skill Power Gun Shot,4,,,,,,,100,,71,1114,1,1,,3000,0,68
,,,,,,,,100,,,,,,,,,
Snowball,4,,,,,,,100,1311,1024,1831,1,1,,2000,0,68
Present,4,,,,,,,100,1828,1024,1827,1,1,,2000,0,68
Stocking Launcher,4,,,,,,,100,1101,71,1827,1,2,1,3000,146,83
,,,,,,,,,,,,,,,,,
Poison Shell,4,,,,,,,,1101,71,1092,1,2,,3000,146,83
Fire Shell,4,,,,,,,,1101,71,1093,1,2,,3000,146,83
Cluster Shell,4,,,,,,,,2004,71,2017,1,2,,3000,1121,83
Rock Shell,4,,,,,,,,387,71,404,1,2,,3000,146,83
Elven Arrow,4,,,,,,,,94,71,91,1,1,,3000,1121,68
Nymph Arrow,4,,,,,,,,94,71,92,1,1,,3000,1121,68
Squirt Gun,4,,,,,,,,1086,71,1085,1,1,1,3000,0,68
Popper Gun,4,,,,,,,100,1311,1024,1831,1,1,1,3000,0,68
Festive Launcher,4,,,,,,,100,1311,1024,1831,1,2,1,3000,146,68
Cerberus Bullet,4,,,,,,,100,403,1310,1154,,1,,3000,0,0
,,,,,,,,,,,,,,,,,
Blue Star Wand,4,,,,,,,100,130,71,1241,1,1,,3000,0,83
Pink Star Wand,4,,,,,,,100,130,71,1242,1,1,,3000,0,83
RedGreen Cursed,4,,,,,,,100,130,71,1128,1,1,,3000,0,83
Star Wand,4,,,,,,,100,130,71,1138,1,1,,3000,0,83
Red Elom,4,,,,,,,100,130,71,1148,1,1,,3000,0,83
Purple Elom,4,,,,,,,100,130,71,1149,1,1,,3000,0,83
Amazing Brush,4,,,,,,,100,130,71,121,1,1,,3000,0,83
Void Conjurer,4,,,,,,,100,130,71,1141,1,1,,3000,0,83
Vision Wand,4,,,,,,,100,130,71,1140,1,1,,3000,0,83
Grand Elom,4,,,,,,,100,130,71,1150,1,1,,3000,0,83
Skull Wand,4,,,,,,,100,130,71,1129,1,1,,3000,0,83
Necro Wand,4,,,,,,,100,130,71,1240,1,1,,3000,0,83
Eldritch Wand,4,,,,,,,100,130,71,1243,1,1,,3000,0,83
Clan Jason Spear,1,1158,,,,,,,,,,,,,,,
Green Star Wand,4,,,,,,,100,130,71,1244,1,1,,3000,0,83
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
1 Hand Sword,3,1854,1854,1854,,6,,100,1005,1009,,1,,,,,
Blunt,3,1854,1854,1854,,6,,100,1010,1014,,1,,,,,
Crossbow,3,1854,1854,1854,,6,,0,0,0,,,,,,,
2 Handed Sword,3,1854,1854,1854,,6,,100,1015,1019,,1,,,,,
Axe,3,1854,1854,1854,,6,,100,1020,1024,,1,,,,,
Spear,3,1854,1854,1854,,6,,100,1015,1019,,1,,,,,
Bow,3,1856,1856,1856,,6,,,,,,,,,,,
Gun,3,1857,1857,1857,,6,,,,,,,,,,,
Launcher,3,1857,1857,1857,,6,,,,,,,,,,,
Staff,3,1855,1855,1855,,6,,100,1015,1019,,1,,,,,
Wand,3,1855,1855,1855,,6,,,,,,,,,,,
Knuckles,3,1856,1856,1856,,6,,100,1010,1014,,1,,,,,
Dual Swords,3,1856,1856,1856,,6,,100,1005,1009,,1,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Victorious Toxic Sword,3,,,,1871,6,,100,1005,1009,,1,,,,,
Victorious Toxic Hammer,3,,,,1872,6,,100,1010,1014,,1,,,,,
Victorious Toxic Crossbow,3,,,1870,,6,,0,0,0,,,,,,,
Victorious Toxic Two-handed Sword,3,,,,1869,6,,100,1015,1019,,1,,,,,
Victorious Toxic Two-handed Axe,3,,1869,,,6,,100,1020,1024,,1,,,,,
Victorious Toxic Spear,3,,,,1869,6,,100,1015,1019,,1,,,,,
Victorious Toxic Bow,3,,,1869,,6,,,,,,,,,,,
Victorious Toxic Gun,3,,,1870,,6,,,,,,,,,,,
Victorious Toxic Launcher,3,,,1869,,6,,,,,,,,,,,
Victorious Toxic Staff,3,,,,1871,6,,100,1015,1019,,1,,,,,
Victorious Toxic Wand,3,,,,1871,6,,,,,,,,,,,
Victorious Toxic Katars,3,1870,,1870,,6,,100,1010,1014,,1,,,,,
Victorious Toxic Dual Swords,3,,1871,1873,,6,,100,1005,1009,,1,,,,,
,,,,,,,,,,,,,,,,,
Victorious Lava Sword,3,,,,1861,6,,100,1005,1009,,1,,,,,
Victorious Lava Hammer,3,,,,1863,6,,100,1010,1014,,1,,,,,
Victorious Lava Crossbow,3,,,1860,,6,,0,0,0,,,,,,,
Victorious Lava Two-handed Sword,3,,,,1859,6,,100,1015,1019,,1,,,,,
Victorious Lava Two-handed Axe,3,,1859,,,6,,100,1020,1024,,1,,,,,
Victorious Lava Spear,3,,,,1859,6,,100,1015,1019,,1,,,,,
Victorious Lava Bow,3,,,1859,,6,,,,,,,,,,,
Victorious Lava Gun,3,,,1860,,6,,,,,,,,,,,
Victorious Lava Launcher,3,,,1859,,6,,,,,,,,,,,
Victorious Lava Staff,3,,,,1861,6,,100,1015,1019,,1,,,,,
Victorious Lava Wand,3,,,,1861,6,,,,,,,,,,,
Victorious Lava Katars,3,1860,,1860,,6,,100,1010,1014,,1,,,,,
Victorious Lava Dual Swords,3,,1861,1862,,6,,100,1005,1009,,1,,,,,
,,,,,,,,,,,,,,,,,
,4,,,,,,,100,130,71,1127,1,1,,3000,0,83
Blue Laser Swords,3,1883,,1882,,6,,100,1005,1009,,1,,,,,
Deity Ra Bowman,4,,,,,,,,1061,1024,1052,1,1,,4000,0,68
Sikuku Guard,3,,,,,,,,1020,1024,,1,,,,,
Red Laser Swords,3,1892,,1891,,6,,100,1005,1009,,1,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,3,,,,,,,,380,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,382,71,,1,,,,0,0
,3,,,,,,,,10,71,,1,,,,0,0
,3,,,,,,,,10,71,,1,,,,0,0
,3,,,,,,,,10,71,,1,,,,0,0
,3,,,,,,,,10,71,,1,,,,0,0
,3,,,,,,,,11,71,,1,,,,0,0
,3,,,,,,,,11,71,,1,,,,0,0
,3,,,,,,,,11,71,,1,,,,0,0
,3,,,,,,,,11,71,,1,,,,0,0
,3,,,,,,,,11,71,,1,,,,0,0
,3,,,,,,,,11,71,,1,,,,0,0
Monster Bow Arrow,4,,,,,,,,90,71,80,1,2,,3000,0,68
Not Used,4,,,,,,,,90,71,80,1,2,,3000,0,68
Not Used (Gun),4,,,,,,,,110,71,100,1,1,,3000,146,83
,4,,,,,,,,110,71,100,1,1,,3000,146,83
Gangster Pang (Guns),4,,,,,,,,1311,71,1368,1,1,,3000,146,83
,4,,,,,,,,,,,,,,,0,68
,4,,,,,,,,,,,,,,,0,68
,4,,,,,,,,,,,,,,,0,68
,4,,,,,,,,,,,,,,,0,68
,,,,,,,,,,,,,,,,,
Dalping (Bubble bullet),4,,,,,,,,90,71,383,1,1,,4000,1121,0
,,,,,,,,,,,,,,,,,
Queen Honeybee Wand,4,,,,,,,,130,71,120,1,1,,3000,1121,0
,,,,,,,,,,,,,,,,,
Smouly Flower,4,,,,,,,,393,71,392,1,1,,3000,1121,0
Cherry Smouly Flower,4,,,,,,,,1327,71,1326,1,1,,3000,1121,0
,4,,,,,,,,387,71,386,1,1,,3000,146,83
,,,,,,,,,,,,,,,,,
Candle Ghost Skull,4,,,,,,,,130,71,391,1,1,,2400,1121,83
Herune Attack Bullet,4,,,,,,,,130,71,1553,1,1,,2400,1121,83
Flanae Flower,4,,,,,,,,395,71,392,1,1,,2400,1121,83
,4,,,,,,,,,,,,,,,,
Worm Dragon,4,,,,,,,,398,71,397,1,1,,2400,1121,83
Snapper Smoke,4,,,,,,,,403,71,402,1,1,,2400,1121,83
,3,,,,,,,,1292,1293,,1,,,,0,0
,3,,,,,,,,,,,,,,,0,0
,3,,,,,,,,1294,1295,,1,,,,0,0
,3,,,,,,,,,,,,,,,0,0
Woopie Chef Rock,4,,,,,,,,1298,71,1297,1,1,,3000,1110,83
Ruper Mage,4,,,,,,,,1311,71,1305,1,1,,3000,1110,83
Basilisk Captain,4,,,,,,,,1312,71,1306,1,1,,1000,1110,83
Tyrant Warship,4,,,,,,,,1312,71,1307,1,1,,3000,1110,83
,3,,,,,,,,1309,71,,1,,,,0,0
,3,,,,,,,,1310,71,,1,,,,0,0
,3,,,,,,,,1311,71,,1,,,,0,0
,3,,,,,,,,1312,71,,1,,,,0,0
Yeti Hunter Boomerang,4,,,,,,,,1309,71,1308,1,1,,3000,1110,83
Tirwin Mage,4,,,,,,,,1312,71,1313,1,2,,3000,1110,83
Rider Wizard,4,,,,,,,,1312,71,1314,1,2,,3000,1110,83
Firegon Fire,4,,,,,,,,1124,71,1324,1,1,,2400,1121,83
Sikuku Assassin Dart,4,,,,,,,,1309,71,1329,1,1,,3000,1110,83
,4,,,,,,,,1309,71,1330,1,1,,2400,1110,83
